Store_Date_Interval_ID,Store_ID,Date,Interval_ID,Daypart,Actual_Orders,Active_Pickers,Putaway_Pickers,Audit_Pickers,Picking_Pickers,Putaway_Units_Capacity,Audit_Hours_Capacity,Putaway_Worker_IDs,Audit_Worker_IDs,Picking_Worker_IDs,Orders_Per_Picking_Picker,Putaway_Units_Completed,Putaway_Backlog_Units,Audit_Hours_Completed,Audit_Backlog_Hours,Orders,Units,Revenue_INR,Average_Units_Per_Order,Average_Order_Value_INR,Average_Displayed_SLA_Min,Average_Total_Delivery_Min,SLA_Breaches,Average_Breach_Min,Average_Pick_Queue_Min,Average_Picking_Min,Average_Drop_Zone_Delay_Min,Average_Rider_Wait_For_Order_Min,Average_Ready_Order_Wait_Min,Average_Last_Mile_Min,Rider_Cost_INR,Active_Riders,Quality_Issue_Count,Orders_With_Quality_Issue,Missing_Item_Count,Wrong_Item_Count,Damaged_Item_Count,Wrong_Handoff_Count,Quality_Financial_Impact_INR,Dominant_Root_Cause,Dominant_Root_Cause_Count,Picker_Active_Minutes,Rider_Busy_Minutes,Busy_Riders,SLA_Breach_Rate,Quality_Issue_Rate,Rider_Cost_Per_Order_INR,Picker_Utilization,Rider_Utilization,Required_Riders_At_Target,Rider_Supply_Gap,Required_Pickers_At_Target,Picker_Supply_Gap,Recommended_Action
DS001_20260712_I24,DS001,2026-07-12,24,Lunch,96,10,0,0,10,0,0.0,,,P_DS001_017|P_DS001_020|P_DS001_023|P_DS001_026|P_DS001_029|P_DS001_032|P_DS001_002|P_DS001_005|P_DS001_008|P_DS001_011,9.6,0,100,0.0,38.0,96.0,460.0,105363.04,4.791666666666667,1097.5316666666665,16.552083333333332,11.920249063194445,0.0,0.0,0.0,1.277861698131951,0.634548611111111,0.09588113090277778,1.5358992274305556,7.546245073263889,3840.0,38,2.0,2.0,1.0,0.0,1.0,0.0,506.28000000000003,No SLA Breach,0.0,123.98965103333333,1046.2707310166666,38,0.0,0.020833333333333332,40.0,0.4132988367777778,0.9177813429970759,50,-12,6,4,Recover overdue put-away workload
DS001_20260712_I25,DS001,2026-07-12,25,Lunch,99,10,0,0,10,0,0.0,,,P_DS001_020|P_DS001_023|P_DS001_026|P_DS001_029|P_DS001_032|P_DS001_002|P_DS001_005|P_DS001_008|P_DS001_011|P_DS001_017,9.9,0,100,0.0,38.0,99.0,495.0,108634.31,5.0,1097.3162626262626,18.303030303030305,15.345321583670033,7.0,0.08992075117845119,0.0,1.3691715806778768,0.6670033670033669,0.0,4.739023215656566,7.665072906397306,4455.0,38,7.0,7.0,4.0,3.0,0.0,0.0,2412.87,Rider Supply / Availability,7.0,133.8248591,1062.6360262166666,38,0.0707070707070707,0.0707070707070707,45.0,0.44608286366666666,0.9321368651023391,51,-13,7,3,Recover overdue put-away workload
DS001_20260712_I26,DS001,2026-07-12,26,Lunch,92,10,0,0,10,0,0.0,,,P_DS001_023|P_DS001_026|P_DS001_029|P_DS001_032|P_DS001_002|P_DS001_005|P_DS001_008|P_DS001_011|P_DS001_017|P_DS001_020,9.2,0,100,0.0,38.0,92.0,455.0,102360.97,4.945652173913044,1112.6192391304348,17.956521739130434,17.589094285507247,36.0,0.5526368135869567,0.008315832065217391,1.341004135909733,0.5905797101449276,0.0,6.830030654891305,7.884562495108696,4140.0,38,3.0,3.0,2.0,0.0,1.0,0.0,278.01,Rider Supply / Availability,36.0,121.83088758333334,1058.2195567833332,38,0.391304347826087,0.03260869565217391,45.0,0.4061029586111111,0.9282627691081871,51,-13,6,4,Add or rebalance riders in this interval
DS001_20260712_I27,DS001,2026-07-12,27,Lunch,106,10,0,0,10,0,0.0,,,P_DS001_026|P_DS001_029|P_DS001_032|P_DS001_002|P_DS001_005|P_DS001_008|P_DS001_011|P_DS001_017|P_DS001_020|P_DS001_023,10.6,0,100,0.0,38.0,106.0,547.0,126703.58,5.160377358490566,1195.3167924528302,18.67924528301887,21.294681592610065,81.0,2.987151543710692,0.0019188415094339602,1.3883468674852624,0.6069182389937107,0.0,10.696447845754719,7.688942870440251,4770.0,38,4.0,4.0,3.0,0.0,1.0,0.0,1401.92,Rider Supply / Availability,81.0,147.7816234,1062.4357129833334,38,0.7641509433962265,0.03773584905660377,45.0,0.49260541133333335,0.9319611517397661,51,-13,8,2,Add or rebalance riders in this interval
DS001_20260712_I28,DS001,2026-07-12,28,Lunch,129,10,0,0,10,0,0.0,,,P_DS001_029|P_DS001_032|P_DS001_002|P_DS001_005|P_DS001_008|P_DS001_011|P_DS001_017|P_DS001_020|P_DS001_023|P_DS001_026,12.9,0,100,0.0,38.0,129.0,667.0,153404.93,5.170542635658915,1189.1855038759688,19.953488372093023,33.17770650413437,129.0,13.224218132041344,0.0888697918604651,1.4001664973490633,0.6352713178294573,0.0,22.40400869328165,7.701457377777778,5805.0,38,5.0,5.0,3.0,1.0,1.0,0.0,1787.6699999999998,Rider Supply / Availability,129.0,177.94930563333332,1054.0373009333334,38,1.0,0.03875968992248062,45.0,0.5931643521111111,0.9245941236257311,51,-13,9,1,Add or rebalance riders in this interval
DS001_20260712_I29,DS001,2026-07-12,29,Lunch,89,10,0,0,10,0,0.0,,,P_DS001_032|P_DS001_002|P_DS001_005|P_DS001_008|P_DS001_011|P_DS001_017|P_DS001_020|P_DS001_023|P_DS001_026|P_DS001_029,8.9,0,100,0.0,38.0,89.0,422.0,100448.74,4.741573033707865,1128.6375280898876,16.202247191011235,38.576129471161046,89.0,22.373882280149815,0.0,1.2787965251646782,0.6247191011235955,0.0,28.149276892883897,7.669404358988764,3560.0,38,4.0,4.0,2.0,1.0,1.0,0.0,1192.19,Rider Supply / Availability,89.0,118.89429121666667,1052.6149764333334,38,1.0,0.0449438202247191,40.0,0.39631430405555557,0.9233464705555556,51,-13,6,4,Add or rebalance riders in this interval
DS001_20260712_I30,DS001,2026-07-12,30,Lunch,96,10,0,0,10,0,0.0,,,P_DS001_002|P_DS001_005|P_DS001_008|P_DS001_011|P_DS001_017|P_DS001_020|P_DS001_023|P_DS001_026|P_DS001_029|P_DS001_032,9.6,0,100,0.0,38.0,96.0,464.0,99295.24,4.833333333333333,1034.3254166666668,16.5625,41.260160977256945,96.0,24.697660977256945,0.0,1.289748546534628,0.7114583333333333,0.0,30.64439301354167,7.678102743923611,3840.0,38,4.0,4.0,2.0,1.0,1.0,0.0,1053.33,Rider Supply / Availability,96.0,118.90792253333333,1066.1426302333334,38,1.0,0.041666666666666664,40.0,0.3963597417777778,0.9352128335380118,51,-13,6,4,Add or rebalance riders in this interval
DS001_20260712_I31,DS001,2026-07-12,31,Afternoon,92,10,0,2,8,0,1.0,,P_DS001_005|P_DS001_008,P_DS001_011|P_DS001_017|P_DS001_020|P_DS001_023|P_DS001_026|P_DS001_029|P_DS001_032|P_DS001_002,11.5,0,100,1.0,37.0,92.0,492.0,114998.96,5.3478260869565215,1249.9886956521739,16.467391304347824,44.130520455615944,92.0,27.663129151268116,0.042812198188405794,1.416337597217053,0.5842391304347826,0.0,33.1482798826087,7.985590768659421,3680.0,38,3.0,3.0,3.0,0.0,0.0,0.0,754.1200000000001,Rider Supply / Availability,92.0,135.03542206666665,1058.8645251833334,38,1.0,0.03260869565217391,40.0,0.5626475919444444,0.9288285308625731,51,-13,7,1,Add or rebalance riders in this interval
DS001_20260712_I32,DS001,2026-07-12,32,Afternoon,82,10,0,2,8,0,1.0,,P_DS001_008|P_DS001_011,P_DS001_017|P_DS001_020|P_DS001_023|P_DS001_026|P_DS001_029|P_DS001_032|P_DS001_002|P_DS001_005,10.25,0,100,1.0,36.0,82.0,398.0,94461.46,4.853658536585366,1151.969024390244,16.134146341463413,30.96884498373984,82.0,14.834698642276424,0.0,1.3076976976253387,0.635569105691057,0.0,20.089718296747968,8.04094117703252,3280.0,38,6.0,6.0,4.0,0.0,2.0,0.0,2305.58,Rider Supply / Availability,82.0,103.47148505,1060.15797975,38,1.0,0.07317073170731707,40.0,0.4311311877083333,0.929963140131579,51,-13,5,3,Add or rebalance riders in this interval
DS001_20260712_I33,DS001,2026-07-12,33,Afternoon,67,19,0,2,17,0,1.0,,P_DS001_029|P_DS001_030,P_DS001_032|P_DS001_033|P_DS001_036|P_DS001_002|P_DS001_003|P_DS001_005|P_DS001_008|P_DS001_009|P_DS001_011|P_DS001_012|P_DS001_015|P_DS001_017|P_DS001_018|P_DS001_020|P_DS001_023|P_DS001_026|P_DS001_027,3.941176470588235,0,100,1.0,35.0,67.0,334.0,69698.46,4.985074626865671,1040.2755223880597,13.552238805970148,15.17227829726368,40.0,2.7412249213930346,0.0,1.2848309070848325,0.6243781094527363,0.2500339982587065,4.813477416666666,7.576457529850747,2680.0,73,2.0,2.0,0.0,0.0,2.0,0.0,390.53999999999996,Rider Supply / Availability,39.0,90.5604421,1972.96556815,73,0.5970149253731343,0.029850746268656716,40.0,0.17756949431372548,0.9008975197031964,94,-21,5,12,Add or rebalance riders in this interval
DS001_20260712_I34,DS001,2026-07-12,34,Afternoon,78,19,0,2,17,0,1.0,,P_DS001_030|P_DS001_032,P_DS001_033|P_DS001_036|P_DS001_002|P_DS001_003|P_DS001_005|P_DS001_008|P_DS001_009|P_DS001_011|P_DS001_012|P_DS001_015|P_DS001_017|P_DS001_018|P_DS001_020|P_DS001_023|P_DS001_026|P_DS001_027|P_DS001_029,4.588235294117647,0,100,1.0,34.0,78.0,381.0,85123.14,4.884615384615385,1091.3223076923077,13.487179487179487,10.193181435042735,0.0,0.0,0.0,1.2713997327460187,0.6183760683760684,1.8897757925213676,0.0,7.342294523076923,3120.0,75,3.0,3.0,2.0,1.0,0.0,0.0,352.96,No SLA Breach,0.0,98.62886931666667,963.2530347333334,70,0.0,0.038461538461538464,40.0,0.1933899398366013,0.4281124598814815,46,29,5,12,Recover overdue put-away workload
DS001_20260712_I35,DS001,2026-07-12,35,Afternoon,60,9,0,2,7,0,1.0,,P_DS001_036|P_DS001_003,P_DS001_009|P_DS001_012|P_DS001_015|P_DS001_018|P_DS001_027|P_DS001_030|P_DS001_033,8.571428571428571,0,100,1.0,33.0,60.0,311.0,77692.92,5.183333333333334,1294.882,14.616666666666667,10.409557363055557,2.0,0.009597549444444435,0.0,1.316487873407571,0.5897222222222223,1.9062100875,0.0,7.548069488611111,2400.0,38,3.0,3.0,3.0,0.0,0.0,0.0,1634.5900000000001,Store Not Ready for Rider,2.0,79.81284753333334,690.1454321,52,0.03333333333333333,0.05,40.0,0.38006117873015877,0.6053907299122807,33,5,4,3,Recover overdue put-away workload
DS001_20260712_I36,DS001,2026-07-12,36,Afternoon,71,9,0,2,7,0,1.0,,P_DS001_003|P_DS001_009,P_DS001_012|P_DS001_015|P_DS001_018|P_DS001_027|P_DS001_030|P_DS001_033|P_DS001_036,10.142857142857142,0,100,1.0,32.0,71.0,349.0,83001.51,4.915492957746479,1169.035352112676,15.211267605633802,10.572355604694836,0.0,0.0,0.0,1.215986234623088,0.6995305164319249,1.790493984741784,0.0,7.781251999295774,2840.0,38,5.0,5.0,2.0,2.0,1.0,0.0,1182.51,No SLA Breach,0.0,84.81664748333333,797.97498215,38,0.0,0.07042253521126761,40.0,0.4038887975396825,0.6999780545175438,38,0,5,2,Recover overdue put-away workload
DS001_20260712_I37,DS001,2026-07-12,37,Evening,116,12,0,0,12,0,0.0,,,P_DS001_009|P_DS001_012|P_DS001_015|P_DS001_018|P_DS001_027|P_DS001_030|P_DS001_033|P_DS001_036|P_DS001_021|P_DS001_007|P_DS001_028|P_DS001_003,9.666666666666666,0,100,0.0,32.0,116.0,582.0,132521.74,5.017241379310345,1142.4287931034482,19.25,15.000077833333332,10.0,0.08700418433908051,0.0,1.2558057761924395,0.6547413793103448,0.07689138994252874,4.319425546408047,7.869530410344828,5220.0,38,1.0,1.0,1.0,0.0,0.0,0.0,102.71,Rider Supply / Availability,10.0,142.66601421666667,1043.3262959333333,38,0.08620689655172414,0.008620689655172414,45.0,0.3962944839351852,0.9151985052046784,50,-12,7,5,Recover overdue put-away workload
DS001_20260712_I38,DS001,2026-07-12,38,Evening,107,12,0,0,12,0,0.0,,,P_DS001_012|P_DS001_015|P_DS001_018|P_DS001_027|P_DS001_030|P_DS001_033|P_DS001_036|P_DS001_021|P_DS001_007|P_DS001_028|P_DS001_003|P_DS001_009,8.916666666666666,0,100,0.0,32.0,107.0,549.0,119797.3,5.130841121495327,1119.6009345794394,18.813084112149532,23.181121517133956,105.0,4.379205503426792,0.0,1.295403846529801,0.6052959501557632,0.0,12.306630372429906,8.057280437383177,4815.0,38,5.0,5.0,3.0,0.0,2.0,0.0,872.39,Rider Supply / Availability,105.0,135.72706891666667,1064.9432948333333,38,0.9813084112149533,0.04672897196261682,45.0,0.3770196358796296,0.9341607849415204,51,-13,7,5,Add or rebalance riders in this interval
DS001_20260712_I39,DS001,2026-07-12,39,Evening,105,12,0,0,12,0,0.0,,,P_DS001_015|P_DS001_018|P_DS001_027|P_DS001_030|P_DS001_033|P_DS001_036|P_DS001_021|P_DS001_007|P_DS001_028|P_DS001_003|P_DS001_009|P_DS001_012,8.75,0,100,0.0,32.0,105.0,552.0,127566.88,5.257142857142857,1214.9226666666666,18.876190476190477,32.660745322380954,105.0,13.784554846190478,0.0,1.3016320524322509,0.579047619047619,0.0,21.736315303015875,8.168036053809525,4725.0,38,4.0,4.0,2.0,0.0,2.0,0.0,857.08,Rider Supply / Availability,105.0,141.82821856666666,1068.6987785833333,38,1.0,0.0380952380952381,45.0,0.3939672737962963,0.9374550689327484,51,-13,7,5,Add or rebalance riders in this interval
DS001_20260712_I40,DS001,2026-07-12,40,Evening,149,12,0,0,12,0,0.0,,,P_DS001_018|P_DS001_027|P_DS001_030|P_DS001_033|P_DS001_036|P_DS001_021|P_DS001_007|P_DS001_028|P_DS001_003|P_DS001_009|P_DS001_012|P_DS001_015,12.416666666666666,0,100,0.0,32.0,149.0,707.0,156394.44,4.74496644295302,1049.6271140939598,20.83221476510067,44.07130551465324,149.0,23.23909074955257,0.0003735287472035792,1.2199186387772234,0.6085011185682327,0.0,33.80103628422819,7.533198530201342,6705.0,38,7.0,7.0,2.0,1.0,2.0,2.0,1581.6100000000001,Rider Supply / Availability,149.0,180.91426643333332,1066.28671895,38,1.0,0.04697986577181208,45.0,0.5025396289814814,0.9353392271491229,51,-13,9,3,Add or rebalance riders in this interval
DS001_20260712_I41,DS001,2026-07-12,41,Evening,150,12,0,0,12,0,0.0,,,P_DS001_027|P_DS001_030|P_DS001_033|P_DS001_036|P_DS001_021|P_DS001_007|P_DS001_028|P_DS001_003|P_DS001_009|P_DS001_012|P_DS001_015|P_DS001_018,12.5,0,100,0.0,32.0,150.0,743.0,165496.87,4.953333333333333,1103.3124666666665,21.173333333333332,67.20207810155556,150.0,46.028744768222225,0.0,1.2401952380705856,0.6178888888888889,0.0,56.33038413855555,8.069165383222222,6750.0,38,5.0,5.0,2.0,1.0,2.0,0.0,2424.09,Rider Supply / Availability,150.0,186.18056218333334,1055.8629597333334,38,1.0,0.03333333333333333,45.0,0.517168228287037,0.9261955787134503,51,-13,9,3,Add or rebalance riders in this interval
DS001_20260712_I42,DS001,2026-07-12,42,Evening,126,12,0,0,12,0,0.0,,,P_DS001_030|P_DS001_033|P_DS001_036|P_DS001_021|P_DS001_007|P_DS001_028|P_DS001_003|P_DS001_009|P_DS001_012|P_DS001_015|P_DS001_018|P_DS001_027,10.5,0,100,0.0,32.0,126.0,621.0,137317.49,4.928571428571429,1089.8213492063492,19.746031746031747,84.04196476679894,126.0,64.2959330207672,0.0012822910052910047,1.242534786139868,0.6596560846560846,0.0,73.44176351296296,7.782045542989418,5670.0,38,7.0,7.0,5.0,1.0,1.0,0.0,2755.73,Rider Supply / Availability,126.0,156.79180613333332,1059.2503163333333,38,1.0,0.05555555555555555,45.0,0.43553279481481477,0.9291669441520468,51,-13,8,4,Add or rebalance riders in this interval
DS001_20260712_I43,DS001,2026-07-12,43,Evening,116,12,0,0,12,0,0.0,,,P_DS001_033|P_DS001_036|P_DS001_021|P_DS001_007|P_DS001_028|P_DS001_003|P_DS001_009|P_DS001_012|P_DS001_015|P_DS001_018|P_DS001_027|P_DS001_030,9.666666666666666,0,100,0.0,32.0,116.0,575.0,124280.48,4.956896551724138,1071.383448275862,19.129310344827587,96.0239292862069,116.0,76.8946189413793,0.0,1.2301580846106606,0.6683908045977012,0.0,85.629871825,7.602405115517241,5220.0,38,3.0,3.0,2.0,0.0,1.0,0.0,910.85,Rider Supply / Availability,116.0,143.39635166666667,1062.13667335,38,1.0,0.02586206896551724,45.0,0.3983231990740741,0.9316988362719297,51,-13,7,5,Add or rebalance riders in this interval
DS001_20260712_I44,DS001,2026-07-12,44,Evening,107,12,0,0,12,0,0.0,,,P_DS001_036|P_DS001_021|P_DS001_007|P_DS001_028|P_DS001_003|P_DS001_009|P_DS001_012|P_DS001_015|P_DS001_018|P_DS001_027|P_DS001_030|P_DS001_033,8.916666666666666,0,100,0.0,32.0,107.0,559.0,130092.92,5.224299065420561,1215.8216822429906,18.83177570093458,103.74101910576324,107.0,84.90924340482866,0.0,1.3002009077516703,0.627258566978193,0.0,93.19705816900311,7.69266967788162,4815.0,38,3.0,3.0,1.0,2.0,0.0,0.0,601.7,Rider Supply / Availability,107.0,138.60077841666666,1057.20258055,38,1.0,0.028037383177570093,45.0,0.38500216226851847,0.9273706846929824,51,-13,7,5,Add or rebalance riders in this interval
DS001_20260712_I45,DS001,2026-07-12,45,Evening,93,9,0,0,9,0,0.0,,,P_DS001_003|P_DS001_009|P_DS001_012|P_DS001_015|P_DS001_018|P_DS001_027|P_DS001_030|P_DS001_033|P_DS001_036,10.333333333333334,0,100,0.0,32.0,93.0,452.0,98945.53,4.860215053763441,1063.930430107527,16.50537634408602,106.98890033709677,93.0,90.48352399301075,0.0,1.1985409475419266,0.6102150537634409,0.0,96.70248765340502,7.5328538077060925,3720.0,38,5.0,5.0,2.0,0.0,3.0,0.0,912.77,Rider Supply / Availability,93.0,111.49809603333334,1063.3635479833333,38,1.0,0.053763440860215055,40.0,0.41295591123456793,0.9327750420906432,51,-13,6,3,Add or rebalance riders in this interval
DS001_20260712_I46,DS001,2026-07-12,46,Evening,62,9,0,0,9,0,0.0,,,P_DS001_009|P_DS001_012|P_DS001_015|P_DS001_018|P_DS001_027|P_DS001_030|P_DS001_033|P_DS001_036|P_DS001_003,6.888888888888889,0,100,0.0,32.0,62.0,317.0,69772.82,5.112903225806452,1125.3680645161292,14.790322580645162,91.91039653709677,62.0,77.1200739564516,0.0,1.2762686461987978,0.639247311827957,0.0,81.63312101075269,7.442404722580645,2480.0,38,5.0,5.0,3.0,0.0,2.0,0.0,1309.31,Rider Supply / Availability,62.0,81.26251975,1058.7946771666666,38,1.0,0.08064516129032258,40.0,0.30097229537037035,0.9287672606725146,51,-13,4,5,Add or rebalance riders in this interval
DS001_20260712_I47,DS001,2026-07-12,47,Late Night,55,9,0,2,7,0,1.0,,P_DS001_012|P_DS001_015,P_DS001_018|P_DS001_027|P_DS001_030|P_DS001_033|P_DS001_036|P_DS001_003|P_DS001_009,7.857142857142857,0,100,1.0,31.0,55.0,267.0,59776.01,4.8545454545454545,1086.8365454545456,14.381818181818181,74.36464492939393,55.0,59.98282674757576,0.0,1.23997368786929,0.6624242424242424,0.0,63.63171280272727,7.897806914848484,2200.0,38,4.0,4.0,2.0,0.0,2.0,0.0,783.3700000000001,Rider Supply / Availability,55.0,68.85191251666667,1055.6481317333332,38,1.0,0.07272727272727272,40.0,0.3278662500793651,0.9260071330994151,51,-13,4,3,Add or rebalance riders in this interval
DS001_20260712_I48,DS001,2026-07-12,48,Late Night,36,9,0,2,7,0,1.0,,P_DS001_015|P_DS001_018,P_DS001_027|P_DS001_030|P_DS001_033|P_DS001_036|P_DS001_003|P_DS001_009|P_DS001_012,5.142857142857143,0,100,1.0,30.0,36.0,167.0,42272.08,4.638888888888889,1174.2244444444445,13.527777777777779,53.24252484074074,36.0,39.714747062962964,0.0,1.1857672122655152,0.5643518518518519,0.0,42.76841269814815,7.771678255555555,1440.0,38,1.0,1.0,1.0,0.0,0.0,0.0,976.54,Rider Supply / Availability,36.0,42.40465665,1062.14089925,38,1.0,0.027777777777777776,40.0,0.20192693642857143,0.9317025432017545,51,-13,3,4,Add or rebalance riders in this interval
DS001_20260713_I01,DS001,2026-07-13,1,Night,11,19,12,2,5,900,1.0,P_DS001_009|P_DS001_012|P_DS001_015|P_DS001_018|P_DS001_027|P_DS001_030|P_DS001_033|P_DS001_036|P_DS001_004|P_DS001_007|P_DS001_010|P_DS001_013,P_DS001_016|P_DS001_019,P_DS001_025|P_DS001_028|P_DS001_031|P_DS001_034|P_DS001_003,2.2,900,9100,1.0,49.0,11.0,57.0,11217.73,5.181818181818182,1019.7936363636363,12.363636363636363,24.133996862121215,8.0,11.939406371212122,0.0,1.2639851866181047,0.7106060606060606,0.0,13.864399969696969,7.372278371212121,385.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rider Supply / Availability,8.0,11.554521916666667,1881.5712729666666,69,0.7272727272727273,0.0,35.0,0.07703014611111111,0.8959863204603175,90,-20,1,4,Add or rebalance riders in this interval
DS001_20260713_I02,DS001,2026-07-13,2,Night,6,19,12,2,5,900,1.0,P_DS001_012|P_DS001_015|P_DS001_018|P_DS001_027|P_DS001_030|P_DS001_033|P_DS001_036|P_DS001_004|P_DS001_007|P_DS001_010|P_DS001_013|P_DS001_016,P_DS001_019|P_DS001_025,P_DS001_028|P_DS001_031|P_DS001_034|P_DS001_003|P_DS001_009,1.2,900,8200,1.0,48.0,6.0,22.0,4066.7400000000002,3.6666666666666665,677.7900000000001,11.0,8.309369491666667,0.0,0.0,0.0,0.8694258521477467,0.7055555555555556,1.4009224055555556,0.061963113888888886,5.630758302777778,210.0,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No SLA Breach,0.0,7.848832783333333,738.42072505,69,0.0,0.0,35.0,0.052325551888888884,0.3567249879468599,36,33,1,4,Monitor - no immediate intervention
DS001_20260713_I03,DS001,2026-07-13,3,Night,16,10,9,0,1,675,0.0,P_DS001_013|P_DS001_016|P_DS001_019|P_DS001_025|P_DS001_028|P_DS001_031|P_DS001_034|P_DS001_004|P_DS001_007,,P_DS001_010,16.0,675,7525,0.0,48.0,16.0,71.0,16190.58,4.4375,1011.91125,11.9375,9.907923409375,2.0,0.03174264895833334,0.66941100625,1.287822700564641,0.6552083333333334,2.6124420364583334,0.0,6.339231363541667,560.0,33,1.0,1.0,1.0,0.0,0.0,0.0,152.51,Store Not Ready for Rider,2.0,15.508033333333334,126.36421945000001,12,0.125,0.0625,35.0,0.5169344444444445,0.12764062570707072,7,26,1,0,Investigate inventory and order-quality process
DS001_20260713_I04,DS001,2026-07-13,4,Night,11,10,9,0,1,675,0.0,P_DS001_016|P_DS001_019|P_DS001_025|P_DS001_028|P_DS001_031|P_DS001_034|P_DS001_004|P_DS001_007|P_DS001_010,,P_DS001_013,11.0,675,6850,0.0,48.0,11.0,50.0,11818.74,4.545454545454546,1074.4309090909092,11.545454545454545,8.710229506060607,0.0,0.0,0.22904595606060604,1.1908259607211173,0.7227272727272728,2.142599184848485,0.0,5.8024788,385.0,33,1.0,1.0,1.0,0.0,0.0,0.0,43.5,No SLA Breach,0.0,17.665191466666666,110.50224418333333,10,0.0,0.09090909090909091,35.0,0.5888397155555556,0.11161842846801347,6,27,1,0,Investigate inventory and order-quality process
DS001_20260713_I05,DS001,2026-07-13,5,Night,7,10,9,0,1,675,0.0,P_DS001_019|P_DS001_025|P_DS001_028|P_DS001_031|P_DS001_034|P_DS001_004|P_DS001_007|P_DS001_010|P_DS001_013,,P_DS001_016,7.0,675,6175,0.0,48.0,7.0,38.0,7664.03,5.428571428571429,1094.8614285714286,11.0,8.767930433333333,0.0,0.0,0.25802014523809524,1.519507459911512,0.4523809523809524,2.22990855,0.0,5.6523075857142855,245.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No SLA Breach,0.0,11.1675759,82.9679321,7,0.0,0.0,35.0,0.37225252999999997,0.08380599202020202,4,29,1,0,Monitor - no immediate intervention
DS001_20260713_I06,DS001,2026-07-13,6,Night,4,10,9,0,1,675,0.0,P_DS001_025|P_DS001_028|P_DS001_031|P_DS001_034|P_DS001_004|P_DS001_007|P_DS001_010|P_DS001_013|P_DS001_016,,P_DS001_019,4.0,675,5500,0.0,48.0,4.0,27.0,8043.389999999999,6.75,2010.8474999999999,11.0,8.9577225375,1.0,0.09941061666666683,0.0895479875,1.865009451053337,0.525,2.4795574333333334,0.0,5.636498429166667,140.0,33,1.0,1.0,1.0,0.0,0.0,0.0,78.06,Store Not Ready for Rider,1.0,5.949054033333333,40.946663916666665,3,0.25,0.25,35.0,0.1983018011111111,0.04136026658249158,2,31,1,0,Protect or increase picker capacity
DS001_20260713_I07,DS001,2026-07-13,7,Night,4,10,9,0,1,675,0.0,P_DS001_028|P_DS001_031|P_DS001_034|P_DS001_004|P_DS001_007|P_DS001_010|P_DS001_013|P_DS001_016|P_DS001_019,,P_DS001_025,4.0,675,4825,0.0,48.0,4.0,14.0,1954.95,3.5,488.7375,11.25,7.583590975,0.0,0.0,0.0,0.8577287536805631,0.6166666666666667,1.4743954083333333,0.0,5.209195554166667,140.0,33,2.0,2.0,1.0,1.0,0.0,0.0,384.45000000000005,No SLA Breach,0.0,4.540435333333333,38.2385061,3,0.0,0.5,35.0,0.15134784444444443,0.03862475363636364,2,31,1,0,Investigate inventory and order-quality process
DS001_20260713_I08,DS001,2026-07-13,8,Night,10,10,9,0,1,675,0.0,P_DS001_031|P_DS001_034|P_DS001_004|P_DS001_007|P_DS001_010|P_DS001_013|P_DS001_016|P_DS001_019|P_DS001_025,,P_DS001_028,10.0,675,4150,0.0,48.0,10.0,53.0,11170.960000000001,5.3,1117.096,11.2,8.754507303333334,1.0,0.04108433166666678,0.09710770333333332,1.4413968906073509,0.6416666666666666,2.1801712550000003,0.0,5.7460027049999995,350.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Store Not Ready for Rider,1.0,14.8154322,81.34983551666666,6,0.1,0.0,35.0,0.49384774,0.08217155102693602,4,29,1,0,Monitor - no immediate intervention
DS001_20260713_I09,DS001,2026-07-13,9,Night,6,10,9,0,1,675,0.0,P_DS001_034|P_DS001_004|P_DS001_007|P_DS001_010|P_DS001_013|P_DS001_016|P_DS001_019|P_DS001_025|P_DS001_028,,P_DS001_031,6.0,675,3475,0.0,48.0,6.0,33.0,5424.07,5.5,904.0116666666667,11.666666666666666,8.870218925,0.0,0.0,0.08588935555555556,1.3243981231669124,0.5833333333333334,1.9936208055555555,0.0,6.112709227777778,210.0,33,1.0,1.0,0.0,1.0,0.0,0.0,85.7,No SLA Breach,0.0,7.2745387,49.69564976666667,4,0.0,0.16666666666666666,35.0,0.24248462333333334,0.05019762602693603,3,30,1,0,Investigate inventory and order-quality process
DS001_20260713_I10,DS001,2026-07-13,10,Night,4,10,9,0,1,675,0.0,P_DS001_004|P_DS001_007|P_DS001_010|P_DS001_013|P_DS001_016|P_DS001_019|P_DS001_025|P_DS001_028|P_DS001_031,,P_DS001_034,4.0,675,2800,0.0,48.0,4.0,22.0,4122.62,5.5,1030.655,11.75,9.695507483333333,0.0,0.0,0.0,1.5757066443749876,0.5875,2.163206633333333,0.0,6.6573008375,140.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No SLA Breach,0.0,6.974676533333334,37.829704633333336,3,0.0,0.0,35.0,0.23248921777777778,0.03821182286195286,2,31,1,0,Monitor - no immediate intervention
