Worker_ID,Worker_Type,Home_Store_ID,Employment_Type,Home_Shift,Experience_Band,Join_Date,Weekly_Off_Day,Active_Flag
R_DS002_123,Rider,DS002,Gig,Evening,Experienced,2026-02-17,4,True
R_DS002_124,Rider,DS002,Gig,Night,Senior,2025-07-24,5,True
R_DS002_125,Rider,DS002,Regular,Morning,Senior,2025-03-02,6,True
R_DS002_126,Rider,DS002,Gig,Evening,Senior,2026-01-04,7,True
R_DS002_127,Rider,DS002,Gig,Night,New,2024-11-30,1,True
R_DS002_128,Rider,DS002,Gig,Morning,Experienced,2025-06-26,2,True
R_DS002_129,Rider,DS002,Gig,Evening,Experienced,2026-01-30,3,True
R_DS002_130,Rider,DS002,Gig,Night,Experienced,2024-09-13,4,True
R_DS002_131,Rider,DS002,Gig,Morning,Experienced,2024-12-30,5,True
R_DS002_132,Rider,DS002,Regular,Evening,Senior,2024-11-25,6,True
R_DS002_133,Rider,DS002,Regular,Night,Experienced,2026-02-24,7,True
R_DS002_134,Rider,DS002,Gig,Morning,Experienced,2026-06-09,1,True
R_DS002_135,Rider,DS002,Regular,Evening,Experienced,2025-05-06,2,True
R_DS002_136,Rider,DS002,Gig,Night,Experienced,2025-10-15,3,True
R_DS002_137,Rider,DS002,Gig,Morning,Senior,2025-08-13,4,True
R_DS002_138,Rider,DS002,Gig,Evening,Experienced,2025-03-20,5,True
R_DS002_139,Rider,DS002,Gig,Night,New,2025-02-22,6,True
R_DS002_140,Rider,DS002,Gig,Morning,New,2025-07-16,7,True
R_DS002_141,Rider,DS002,Gig,Evening,Experienced,2025-12-17,1,True
R_DS002_142,Rider,DS002,Regular,Night,New,2025-06-25,2,True
R_DS002_143,Rider,DS002,Gig,Morning,Experienced,2025-11-26,3,True
R_DS002_144,Rider,DS002,Regular,Evening,New,2024-12-24,4,True
R_DS002_145,Rider,DS002,Regular,Night,Experienced,2026-03-24,5,True
R_DS002_146,Rider,DS002,Regular,Morning,New,2024-09-15,6,True
R_DS002_147,Rider,DS002,Gig,Evening,Senior,2025-09-05,7,True
R_DS002_148,Rider,DS002,Gig,Night,Experienced,2026-01-13,1,True
R_DS002_149,Rider,DS002,Regular,Morning,Experienced,2024-12-18,2,True
R_DS002_150,Rider,DS002,Gig,Evening,Experienced,2025-02-07,3,True
R_DS002_151,Rider,DS002,Gig,Night,Experienced,2026-04-13,4,True
R_DS002_152,Rider,DS002,Gig,Morning,Senior,2026-03-14,5,True
R_DS002_153,Rider,DS002,Gig,Evening,Senior,2025-07-05,6,True
R_DS002_154,Rider,DS002,Gig,Night,New,2025-06-28,7,True
R_DS002_155,Rider,DS002,Gig,Morning,Experienced,2026-01-04,1,True
P_DS003_001,Picker,DS003,Regular,Night,New,2025-08-27,1,True
P_DS003_002,Picker,DS003,Regular,Morning,Experienced,2024-06-03,2,True
P_DS003_003,Picker,DS003,Regular,Evening,Experienced,2024-10-11,3,True
P_DS003_004,Picker,DS003,Regular,Night,Experienced,2025-01-04,4,True
P_DS003_005,Picker,DS003,Regular,Morning,Experienced,2025-07-31,5,True
P_DS003_006,Picker,DS003,Regular,Evening,Senior,2025-10-21,6,True
P_DS003_007,Picker,DS003,Regular,Night,Experienced,2024-09-12,7,True
P_DS003_008,Picker,DS003,Regular,Morning,Experienced,2025-08-06,1,True
P_DS003_009,Picker,DS003,Regular,Evening,Experienced,2025-03-18,2,True
P_DS003_010,Picker,DS003,Regular,Night,Experienced,2024-05-04,3,True
P_DS003_011,Picker,DS003,Regular,Morning,Senior,2024-05-06,4,True
P_DS003_012,Picker,DS003,Regular,Evening,New,2024-02-28,5,True
P_DS003_013,Picker,DS003,Regular,Night,Experienced,2024-06-04,6,True
P_DS003_014,Picker,DS003,Regular,Morning,New,2026-01-30,7,True
P_DS003_015,Picker,DS003,Regular,Evening,New,2026-02-27,1,True
P_DS003_016,Picker,DS003,Regular,Night,Experienced,2024-09-01,2,True
P_DS003_017,Picker,DS003,Regular,Morning,Experienced,2024-09-03,3,True
P_DS003_018,Picker,DS003,Regular,Evening,Experienced,2025-06-02,4,True
P_DS003_019,Picker,DS003,Regular,Night,Experienced,2025-08-16,5,True
P_DS003_020,Picker,DS003,Regular,Morning,Experienced,2024-05-18,6,True
P_DS003_021,Picker,DS003,Regular,Evening,New,2026-01-25,7,True
P_DS003_022,Picker,DS003,Regular,Night,Experienced,2025-12-03,1,True
P_DS003_023,Picker,DS003,Regular,Morning,Experienced,2025-04-26,2,True
P_DS003_024,Picker,DS003,Regular,Evening,Senior,2025-04-28,3,True
P_DS003_025,Picker,DS003,Regular,Night,Experienced,2025-06-22,4,True
P_DS003_026,Picker,DS003,Regular,Morning,New,2024-07-08,5,True
P_DS003_027,Picker,DS003,Regular,Evening,New,2025-05-03,6,True
P_DS003_028,Picker,DS003,Regular,Night,Experienced,2024-05-03,7,True
P_DS003_029,Picker,DS003,Regular,Morning,New,2025-12-03,1,True
P_DS003_030,Picker,DS003,Regular,Evening,New,2026-02-18,2,True
P_DS003_031,Picker,DS003,Regular,Night,Experienced,2025-02-18,3,True
P_DS003_032,Picker,DS003,Regular,Morning,Experienced,2025-01-18,4,True
R_DS003_001,Rider,DS003,Regular,Night,New,2026-05-09,1,True
R_DS003_002,Rider,DS003,Gig,Morning,Experienced,2024-10-03,2,True
R_DS003_003,Rider,DS003,Gig,Evening,Experienced,2024-11-24,3,True
R_DS003_004,Rider,DS003,Gig,Night,Senior,2025-11-12,4,True
R_DS003_005,Rider,DS003,Gig,Morning,Experienced,2026-03-15,5,True
R_DS003_006,Rider,DS003,Gig,Evening,Experienced,2025-07-08,6,True
R_DS003_007,Rider,DS003,Gig,Night,Experienced,2025-09-28,7,True
R_DS003_008,Rider,DS003,Gig,Morning,New,2025-01-20,1,True
R_DS003_009,Rider,DS003,Gig,Evening,Experienced,2026-03-04,2,True
R_DS003_010,Rider,DS003,Gig,Night,New,2025-06-17,3,True
R_DS003_011,Rider,DS003,Gig,Morning,Experienced,2026-04-21,4,True
R_DS003_012,Rider,DS003,Gig,Evening,Experienced,2025-11-16,5,True
R_DS003_013,Rider,DS003,Gig,Night,New,2024-09-04,6,True
R_DS003_014,Rider,DS003,Gig,Morning,Experienced,2024-10-12,7,True
R_DS003_015,Rider,DS003,Gig,Evening,Experienced,2025-08-17,1,True
R_DS003_016,Rider,DS003,Gig,Night,New,2025-10-28,2,True
R_DS003_017,Rider,DS003,Gig,Morning,New,2025-05-14,3,True
R_DS003_018,Rider,DS003,Gig,Evening,Experienced,2026-03-27,4,True
R_DS003_019,Rider,DS003,Gig,Night,New,2025-12-19,5,True
R_DS003_020,Rider,DS003,Gig,Morning,New,2024-11-14,6,True
R_DS003_021,Rider,DS003,Gig,Evening,Experienced,2026-01-01,7,True
R_DS003_022,Rider,DS003,Gig,Night,New,2026-01-28,1,True
R_DS003_023,Rider,DS003,Gig,Morning,Experienced,2025-10-23,2,True
R_DS003_024,Rider,DS003,Gig,Evening,New,2024-12-10,3,True
R_DS003_025,Rider,DS003,Gig,Night,Experienced,2025-07-10,4,True
R_DS003_026,Rider,DS003,Gig,Morning,New,2024-08-16,5,True
R_DS003_027,Rider,DS003,Gig,Evening,New,2025-03-12,6,True
R_DS003_028,Rider,DS003,Gig,Night,Senior,2025-11-26,7,True
R_DS003_029,Rider,DS003,Gig,Morning,Experienced,2025-09-18,1,True
R_DS003_030,Rider,DS003,Gig,Evening,New,2025-11-28,2,True
R_DS003_031,Rider,DS003,Gig,Night,New,2024-11-04,3,True
R_DS003_032,Rider,DS003,Gig,Morning,Experienced,2025-01-22,4,True
R_DS003_033,Rider,DS003,Gig,Evening,Senior,2026-02-25,5,True
R_DS003_034,Rider,DS003,Gig,Night,Senior,2024-08-09,6,True
R_DS003_035,Rider,DS003,Regular,Morning,Experienced,2025-08-02,7,True
R_DS003_036,Rider,DS003,Gig,Evening,Experienced,2024-12-30,1,True
R_DS003_037,Rider,DS003,Gig,Night,New,2025-01-18,2,True
R_DS003_038,Rider,DS003,Gig,Morning,New,2026-03-13,3,True
R_DS003_039,Rider,DS003,Gig,Evening,Senior,2025-04-26,4,True
R_DS003_040,Rider,DS003,Gig,Night,Experienced,2025-11-15,5,True
R_DS003_041,Rider,DS003,Regular,Morning,Experienced,2025-12-08,6,True
R_DS003_042,Rider,DS003,Gig,Evening,Senior,2025-10-09,7,True
R_DS003_043,Rider,DS003,Gig,Night,Experienced,2025-06-04,1,True
R_DS003_044,Rider,DS003,Regular,Morning,Experienced,2026-04-12,2,True
R_DS003_045,Rider,DS003,Regular,Evening,Experienced,2025-06-25,3,True
R_DS003_046,Rider,DS003,Gig,Night,New,2025-11-28,4,True
R_DS003_047,Rider,DS003,Gig,Morning,New,2025-03-14,5,True
R_DS003_048,Rider,DS003,Gig,Evening,Experienced,2026-05-25,6,True
R_DS003_049,Rider,DS003,Gig,Night,Experienced,2026-01-28,7,True
R_DS003_050,Rider,DS003,Gig,Morning,Experienced,2024-10-03,1,True
R_DS003_051,Rider,DS003,Gig,Evening,New,2025-03-27,2,True
R_DS003_052,Rider,DS003,Gig,Night,Experienced,2024-12-09,3,True
R_DS003_053,Rider,DS003,Gig,Morning,Experienced,2024-12-27,4,True
R_DS003_054,Rider,DS003,Gig,Evening,Senior,2026-03-21,5,True
R_DS003_055,Rider,DS003,Gig,Night,New,2025-07-14,6,True
R_DS003_056,Rider,DS003,Gig,Morning,Senior,2026-03-06,7,True
R_DS003_057,Rider,DS003,Gig,Evening,New,2025-05-30,1,True
R_DS003_058,Rider,DS003,Gig,Night,Senior,2026-05-07,2,True
R_DS003_059,Rider,DS003,Gig,Morning,New,2026-04-18,3,True
R_DS003_060,Rider,DS003,Gig,Evening,Senior,2025-04-09,4,True
R_DS003_061,Rider,DS003,Gig,Night,Experienced,2025-03-19,5,True
R_DS003_062,Rider,DS003,Gig,Morning,Senior,2026-05-14,6,True
R_DS003_063,Rider,DS003,Gig,Evening,Experienced,2026-03-02,7,True
R_DS003_064,Rider,DS003,Gig,Night,Experienced,2025-09-27,1,True
R_DS003_065,Rider,DS003,Gig,Morning,New,2025-09-13,2,True
R_DS003_066,Rider,DS003,Gig,Evening,Experienced,2025-10-24,3,True
R_DS003_067,Rider,DS003,Gig,Night,Experienced,2025-04-05,4,True
R_DS003_068,Rider,DS003,Gig,Morning,Experienced,2025-05-08,5,True
R_DS003_069,Rider,DS003,Gig,Evening,Experienced,2024-09-02,6,True
R_DS003_070,Rider,DS003,Gig,Night,Senior,2024-12-07,7,True
R_DS003_071,Rider,DS003,Gig,Morning,Experienced,2026-05-03,1,True
R_DS003_072,Rider,DS003,Gig,Evening,Experienced,2026-05-03,2,True
R_DS003_073,Rider,DS003,Gig,Night,Experienced,2025-11-21,3,True
R_DS003_074,Rider,DS003,Regular,Morning,Experienced,2024-10-24,4,True
R_DS003_075,Rider,DS003,Gig,Evening,Experienced,2026-02-01,5,True
R_DS003_076,Rider,DS003,Gig,Night,Experienced,2025-11-27,6,True
R_DS003_077,Rider,DS003,Gig,Morning,Experienced,2026-04-29,7,True
R_DS003_078,Rider,DS003,Gig,Evening,Experienced,2024-09-18,1,True
R_DS003_079,Rider,DS003,Gig,Night,Experienced,2024-12-12,2,True
R_DS003_080,Rider,DS003,Gig,Morning,Senior,2026-04-07,3,True
R_DS003_081,Rider,DS003,Gig,Evening,Experienced,2024-10-11,4,True
R_DS003_082,Rider,DS003,Gig,Night,Experienced,2024-12-01,5,True
R_DS003_083,Rider,DS003,Gig,Morning,Experienced,2025-05-17,6,True
R_DS003_084,Rider,DS003,Gig,Evening,Experienced,2024-09-15,7,True
R_DS003_085,Rider,DS003,Gig,Night,Experienced,2025-02-23,1,True
R_DS003_086,Rider,DS003,Gig,Morning,New,2025-08-08,2,True
R_DS003_087,Rider,DS003,Gig,Evening,Experienced,2024-09-06,3,True
R_DS003_088,Rider,DS003,Regular,Night,Experienced,2026-06-16,4,True
R_DS003_089,Rider,DS003,Gig,Morning,New,2025-12-21,5,True
R_DS003_090,Rider,DS003,Gig,Evening,Experienced,2025-09-01,6,True
R_DS003_091,Rider,DS003,Gig,Night,Experienced,2024-11-03,7,True
R_DS003_092,Rider,DS003,Gig,Morning,Experienced,2025-06-23,1,True
R_DS003_093,Rider,DS003,Gig,Evening,Experienced,2025-06-05,2,True
R_DS003_094,Rider,DS003,Regular,Night,Experienced,2025-08-11,3,True
R_DS003_095,Rider,DS003,Gig,Morning,Experienced,2025-07-20,4,True
R_DS003_096,Rider,DS003,Gig,Evening,New,2026-01-01,5,True
R_DS003_097,Rider,DS003,Regular,Night,Experienced,2026-03-28,6,True
R_DS003_098,Rider,DS003,Gig,Morning,Experienced,2025-02-06,7,True
R_DS003_099,Rider,DS003,Gig,Evening,Senior,2025-04-05,1,True
R_DS003_100,Rider,DS003,Gig,Night,Experienced,2025-06-11,2,True
R_DS003_101,Rider,DS003,Gig,Morning,Experienced,2025-11-08,3,True
R_DS003_102,Rider,DS003,Gig,Evening,Experienced,2026-01-19,4,True
R_DS003_103,Rider,DS003,Gig,Night,Experienced,2025-08-14,5,True
R_DS003_104,Rider,DS003,Gig,Morning,Senior,2026-04-25,6,True
R_DS003_105,Rider,DS003,Gig,Evening,Experienced,2025-04-28,7,True
R_DS003_106,Rider,DS003,Gig,Night,Senior,2025-01-11,1,True
R_DS003_107,Rider,DS003,Gig,Morning,Experienced,2025-05-23,2,True
R_DS003_108,Rider,DS003,Gig,Evening,Experienced,2024-12-16,3,True
R_DS003_109,Rider,DS003,Gig,Night,Senior,2026-05-12,4,True
R_DS003_110,Rider,DS003,Gig,Morning,Senior,2024-10-03,5,True
R_DS003_111,Rider,DS003,Gig,Evening,Experienced,2026-03-05,6,True
R_DS003_112,Rider,DS003,Gig,Night,New,2025-04-10,7,True
R_DS003_113,Rider,DS003,Gig,Morning,Experienced,2025-07-25,1,True
R_DS003_114,Rider,DS003,Gig,Evening,Senior,2025-04-04,2,True
R_DS003_115,Rider,DS003,Regular,Night,New,2026-02-11,3,True
R_DS003_116,Rider,DS003,Gig,Morning,Experienced,2026-03-06,4,True
R_DS003_117,Rider,DS003,Gig,Evening,Experienced,2025-07-03,5,True
R_DS003_118,Rider,DS003,Gig,Night,Senior,2024-11-14,6,True
R_DS003_119,Rider,DS003,Gig,Morning,New,2024-10-02,7,True
R_DS003_120,Rider,DS003,Gig,Evening,Senior,2025-03-02,1,True
R_DS003_121,Rider,DS003,Gig,Night,Experienced,2024-12-07,2,True
R_DS003_122,Rider,DS003,Gig,Morning,Senior,2025-06-21,3,True
R_DS003_123,Rider,DS003,Gig,Evening,Senior,2024-10-12,4,True
R_DS003_124,Rider,DS003,Gig,Night,Experienced,2025-10-10,5,True
R_DS003_125,Rider,DS003,Gig,Morning,Experienced,2025-07-13,6,True
R_DS003_126,Rider,DS003,Gig,Evening,Experienced,2024-11-16,7,True
R_DS003_127,Rider,DS003,Gig,Night,Senior,2024-10-11,1,True
R_DS003_128,Rider,DS003,Regular,Morning,Experienced,2026-03-08,2,True
R_DS003_129,Rider,DS003,Gig,Evening,Experienced,2025-10-22,3,True
R_DS003_130,Rider,DS003,Regular,Night,Senior,2025-11-21,4,True
R_DS003_131,Rider,DS003,Gig,Morning,Senior,2024-08-23,5,True
R_DS003_132,Rider,DS003,Gig,Evening,New,2025-03-11,6,True
R_DS003_133,Rider,DS003,Gig,Night,Experienced,2025-02-17,7,True
R_DS003_134,Rider,DS003,Gig,Morning,Experienced,2025-09-30,1,True
R_DS003_135,Rider,DS003,Regular,Evening,Senior,2025-08-10,2,True
R_DS003_136,Rider,DS003,Gig,Night,Experienced,2024-08-20,3,True
R_DS003_137,Rider,DS003,Gig,Morning,New,2024-12-12,4,True
R_DS003_138,Rider,DS003,Gig,Evening,Senior,2025-07-15,5,True
R_DS003_139,Rider,DS003,Gig,Night,Experienced,2025-02-11,6,True
R_DS003_140,Rider,DS003,Gig,Morning,Experienced,2026-03-10,7,True
R_DS003_141,Rider,DS003,Regular,Evening,Experienced,2025-07-18,1,True
R_DS003_142,Rider,DS003,Gig,Night,New,2026-03-13,2,True
R_DS003_143,Rider,DS003,Gig,Morning,Experienced,2024-09-23,3,True
R_DS003_144,Rider,DS003,Gig,Evening,Experienced,2025-02-16,4,True
R_DS003_145,Rider,DS003,Gig,Night,Experienced,2025-02-25,5,True
P_DS004_001,Picker,DS004,Regular,Night,Experienced,2024-05-26,1,True
P_DS004_002,Picker,DS004,Regular,Morning,Experienced,2024-04-17,2,True
P_DS004_003,Picker,DS004,Regular,Evening,Experienced,2026-03-24,3,True
P_DS004_004,Picker,DS004,Regular,Night,New,2026-05-14,4,True
P_DS004_005,Picker,DS004,Regular,Morning,Experienced,2024-06-11,5,True
P_DS004_006,Picker,DS004,Regular,Evening,Experienced,2024-10-10,6,True
P_DS004_007,Picker,DS004,Regular,Night,New,2025-07-16,7,True
P_DS004_008,Picker,DS004,Regular,Morning,New,2026-05-13,1,True
P_DS004_009,Picker,DS004,Regular,Evening,New,2026-01-30,2,True
P_DS004_010,Picker,DS004,Regular,Night,Senior,2025-11-08,3,True
P_DS004_011,Picker,DS004,Regular,Morning,Experienced,2025-03-04,4,True
P_DS004_012,Picker,DS004,Regular,Evening,Experienced,2025-04-22,5,True
P_DS004_013,Picker,DS004,Regular,Night,Experienced,2026-04-24,6,True
P_DS004_014,Picker,DS004,Regular,Morning,Experienced,2024-08-24,7,True
P_DS004_015,Picker,DS004,Regular,Evening,Experienced,2024-01-22,1,True
P_DS004_016,Picker,DS004,Regular,Night,New,2026-04-25,2,True
P_DS004_017,Picker,DS004,Regular,Morning,Senior,2025-06-25,3,True
P_DS004_018,Picker,DS004,Regular,Evening,Experienced,2025-10-21,4,True
P_DS004_019,Picker,DS004,Regular,Night,Senior,2025-12-20,5,True
P_DS004_020,Picker,DS004,Regular,Morning,Senior,2026-03-21,6,True
P_DS004_021,Picker,DS004,Regular,Evening,Senior,2025-07-24,7,True
P_DS004_022,Picker,DS004,Regular,Night,Experienced,2025-10-08,1,True
P_DS004_023,Picker,DS004,Regular,Morning,Experienced,2024-12-18,2,True
P_DS004_024,Picker,DS004,Regular,Evening,New,2025-07-23,3,True
P_DS004_025,Picker,DS004,Regular,Night,Experienced,2024-03-19,4,True
P_DS004_026,Picker,DS004,Regular,Morning,Experienced,2024-05-09,5,True
P_DS004_027,Picker,DS004,Regular,Evening,Experienced,2025-02-23,6,True
P_DS004_028,Picker,DS004,Regular,Night,New,2026-01-29,7,True
P_DS004_029,Picker,DS004,Regular,Morning,Experienced,2024-05-30,1,True
P_DS004_030,Picker,DS004,Regular,Evening,Senior,2025-04-30,2,True
P_DS004_031,Picker,DS004,Regular,Night,Senior,2025-10-06,3,True
P_DS004_032,Picker,DS004,Regular,Morning,Experienced,2024-10-23,4,True
P_DS004_033,Picker,DS004,Regular,Evening,Experienced,2024-08-05,5,True
P_DS004_034,Picker,DS004,Regular,Night,New,2026-04-21,6,True
P_DS004_035,Picker,DS004,Regular,Morning,Experienced,2024-05-29,7,True
R_DS004_001,Rider,DS004,Gig,Night,Experienced,2026-02-18,1,True
R_DS004_002,Rider,DS004,Regular,Morning,New,2024-08-28,2,True
R_DS004_003,Rider,DS004,Gig,Evening,Experienced,2026-01-04,3,True
R_DS004_004,Rider,DS004,Gig,Night,Experienced,2024-11-11,4,True
R_DS004_005,Rider,DS004,Gig,Morning,Senior,2025-10-14,5,True
R_DS004_006,Rider,DS004,Regular,Evening,New,2025-04-12,6,True
R_DS004_007,Rider,DS004,Gig,Night,New,2024-12-14,7,True
R_DS004_008,Rider,DS004,Gig,Morning,Experienced,2024-09-09,1,True
R_DS004_009,Rider,DS004,Gig,Evening,Experienced,2025-05-10,2,True
R_DS004_010,Rider,DS004,Gig,Night,Senior,2025-06-18,3,True
R_DS004_011,Rider,DS004,Gig,Morning,New,2025-12-10,4,True
R_DS004_012,Rider,DS004,Gig,Evening,Senior,2025-07-30,5,True
R_DS004_013,Rider,DS004,Gig,Night,New,2024-09-30,6,True
R_DS004_014,Rider,DS004,Gig,Morning,Senior,2025-03-21,7,True
R_DS004_015,Rider,DS004,Gig,Evening,New,2024-09-21,1,True
R_DS004_016,Rider,DS004,Gig,Night,Experienced,2024-12-14,2,True
R_DS004_017,Rider,DS004,Gig,Morning,New,2025-07-24,3,True
R_DS004_018,Rider,DS004,Gig,Evening,Experienced,2025-07-16,4,True
R_DS004_019,Rider,DS004,Gig,Night,Senior,2025-04-29,5,True
R_DS004_020,Rider,DS004,Regular,Morning,Experienced,2026-05-12,6,True
R_DS004_021,Rider,DS004,Gig,Evening,New,2024-09-19,7,True
R_DS004_022,Rider,DS004,Gig,Night,Experienced,2025-11-09,1,True
R_DS004_023,Rider,DS004,Gig,Morning,Experienced,2025-07-29,2,True
R_DS004_024,Rider,DS004,Regular,Evening,Senior,2024-10-04,3,True
R_DS004_025,Rider,DS004,Regular,Night,Senior,2025-01-29,4,True
R_DS004_026,Rider,DS004,Gig,Morning,Senior,2024-08-24,5,True
R_DS004_027,Rider,DS004,Regular,Evening,Experienced,2026-03-31,6,True
R_DS004_028,Rider,DS004,Gig,Night,New,2024-10-19,7,True
R_DS004_029,Rider,DS004,Gig,Morning,Senior,2025-09-27,1,True
R_DS004_030,Rider,DS004,Gig,Evening,Experienced,2025-04-23,2,True
R_DS004_031,Rider,DS004,Gig,Night,Experienced,2025-02-11,3,True
R_DS004_032,Rider,DS004,Regular,Morning,Experienced,2026-04-12,4,True
R_DS004_033,Rider,DS004,Gig,Evening,Senior,2025-01-20,5,True
R_DS004_034,Rider,DS004,Gig,Night,New,2025-11-23,6,True
R_DS004_035,Rider,DS004,Gig,Morning,Experienced,2026-02-25,7,True
R_DS004_036,Rider,DS004,Gig,Evening,Experienced,2025-09-26,1,True
R_DS004_037,Rider,DS004,Regular,Night,Senior,2025-09-25,2,True
R_DS004_038,Rider,DS004,Gig,Morning,Senior,2026-03-11,3,True
R_DS004_039,Rider,DS004,Gig,Evening,Senior,2025-07-22,4,True
R_DS004_040,Rider,DS004,Gig,Night,Experienced,2025-03-23,5,True
R_DS004_041,Rider,DS004,Gig,Morning,Experienced,2025-06-19,6,True
R_DS004_042,Rider,DS004,Gig,Evening,Experienced,2025-04-08,7,True
R_DS004_043,Rider,DS004,Regular,Night,Experienced,2025-12-12,1,True
R_DS004_044,Rider,DS004,Gig,Morning,Experienced,2024-09-10,2,True
R_DS004_045,Rider,DS004,Regular,Evening,Experienced,2025-04-04,3,True
R_DS004_046,Rider,DS004,Gig,Night,New,2024-09-14,4,True
R_DS004_047,Rider,DS004,Gig,Morning,Experienced,2025-11-25,5,True
R_DS004_048,Rider,DS004,Gig,Evening,Experienced,2026-03-08,6,True
R_DS004_049,Rider,DS004,Gig,Night,Experienced,2026-05-19,7,True
R_DS004_050,Rider,DS004,Gig,Morning,Senior,2025-10-31,1,True
R_DS004_051,Rider,DS004,Gig,Evening,Experienced,2025-04-06,2,True
R_DS004_052,Rider,DS004,Gig,Night,Senior,2025-09-20,3,True
R_DS004_053,Rider,DS004,Gig,Morning,Experienced,2026-02-06,4,True
R_DS004_054,Rider,DS004,Regular,Evening,Experienced,2025-07-09,5,True
R_DS004_055,Rider,DS004,Gig,Night,New,2026-02-25,6,True
R_DS004_056,Rider,DS004,Regular,Morning,Experienced,2025-08-02,7,True
R_DS004_057,Rider,DS004,Gig,Evening,Experienced,2026-04-25,1,True
R_DS004_058,Rider,DS004,Gig,Night,Experienced,2024-10-09,2,True
R_DS004_059,Rider,DS004,Gig,Morning,Experienced,2024-12-14,3,True
R_DS004_060,Rider,DS004,Gig,Evening,Experienced,2025-09-06,4,True
R_DS004_061,Rider,DS004,Gig,Night,Experienced,2025-04-18,5,True
R_DS004_062,Rider,DS004,Gig,Morning,Senior,2026-03-30,6,True
R_DS004_063,Rider,DS004,Regular,Evening,Experienced,2026-03-07,7,True
R_DS004_064,Rider,DS004,Gig,Night,Experienced,2026-01-26,1,True
R_DS004_065,Rider,DS004,Gig,Morning,New,2025-07-01,2,True
R_DS004_066,Rider,DS004,Gig,Evening,New,2025-02-02,3,True
R_DS004_067,Rider,DS004,Gig,Night,Senior,2024-09-07,4,True
R_DS004_068,Rider,DS004,Gig,Morning,Experienced,2024-11-02,5,True
R_DS004_069,Rider,DS004,Gig,Evening,Senior,2026-03-11,6,True
R_DS004_070,Rider,DS004,Gig,Night,Experienced,2025-09-08,7,True
R_DS004_071,Rider,DS004,Gig,Morning,Experienced,2026-02-27,1,True
R_DS004_072,Rider,DS004,Gig,Evening,New,2025-08-18,2,True
R_DS004_073,Rider,DS004,Gig,Night,Experienced,2025-11-23,3,True
R_DS004_074,Rider,DS004,Gig,Morning,Senior,2026-04-17,4,True
R_DS004_075,Rider,DS004,Gig,Evening,Senior,2025-08-26,5,True
R_DS004_076,Rider,DS004,Gig,Night,Senior,2025-06-28,6,True
R_DS004_077,Rider,DS004,Gig,Morning,Experienced,2025-02-06,7,True
R_DS004_078,Rider,DS004,Gig,Evening,Experienced,2025-09-29,1,True
R_DS004_079,Rider,DS004,Gig,Night,Senior,2024-09-02,2,True
R_DS004_080,Rider,DS004,Gig,Morning,Senior,2026-05-01,3,True
R_DS004_081,Rider,DS004,Gig,Evening,Senior,2025-10-18,4,True
R_DS004_082,Rider,DS004,Gig,Night,New,2024-10-24,5,True
R_DS004_083,Rider,DS004,Gig,Morning,Senior,2024-10-25,6,True
R_DS004_084,Rider,DS004,Regular,Evening,Experienced,2025-11-14,7,True
R_DS004_085,Rider,DS004,Gig,Night,Senior,2026-06-08,1,True
R_DS004_086,Rider,DS004,Gig,Morning,New,2025-11-11,2,True
R_DS004_087,Rider,DS004,Regular,Evening,Senior,2026-05-12,3,True
R_DS004_088,Rider,DS004,Gig,Night,New,2026-01-13,4,True
R_DS004_089,Rider,DS004,Gig,Morning,New,2024-09-07,5,True
R_DS004_090,Rider,DS004,Gig,Evening,Experienced,2025-08-20,6,True
R_DS004_091,Rider,DS004,Gig,Night,Experienced,2025-06-18,7,True
R_DS004_092,Rider,DS004,Gig,Morning,Experienced,2024-09-06,1,True
R_DS004_093,Rider,DS004,Gig,Evening,Experienced,2025-01-15,2,True
R_DS004_094,Rider,DS004,Gig,Night,New,2026-06-16,3,True
R_DS004_095,Rider,DS004,Regular,Morning,Experienced,2026-04-05,4,True
R_DS004_096,Rider,DS004,Gig,Evening,Experienced,2024-08-01,5,True
R_DS004_097,Rider,DS004,Gig,Night,Senior,2024-08-07,6,True
R_DS004_098,Rider,DS004,Gig,Morning,Experienced,2024-10-21,7,True
R_DS004_099,Rider,DS004,Gig,Evening,Senior,2026-03-21,1,True
R_DS004_100,Rider,DS004,Regular,Night,New,2025-07-14,2,True
R_DS004_101,Rider,DS004,Gig,Morning,Experienced,2024-11-15,3,True
R_DS004_102,Rider,DS004,Gig,Evening,Experienced,2025-09-26,4,True
R_DS004_103,Rider,DS004,Gig,Night,Experienced,2026-01-27,5,True
R_DS004_104,Rider,DS004,Gig,Morning,Senior,2026-01-06,6,True
R_DS004_105,Rider,DS004,Gig,Evening,Experienced,2025-02-07,7,True
R_DS004_106,Rider,DS004,Gig,Night,Experienced,2024-11-22,1,True
R_DS004_107,Rider,DS004,Regular,Morning,Senior,2025-09-06,2,True
R_DS004_108,Rider,DS004,Regular,Evening,Senior,2025-11-26,3,True
R_DS004_109,Rider,DS004,Gig,Night,New,2026-04-03,4,True
R_DS004_110,Rider,DS004,Gig,Morning,Experienced,2024-10-07,5,True
R_DS004_111,Rider,DS004,Gig,Evening,New,2025-04-13,6,True
R_DS004_112,Rider,DS004,Gig,Night,New,2026-03-12,7,True
R_DS004_113,Rider,DS004,Gig,Morning,Senior,2025-03-13,1,True
R_DS004_114,Rider,DS004,Regular,Evening,New,2026-03-01,2,True
