Shift_ID,Worker_ID,Worker_Type,Store_ID,Shift_Date,Shift_Name,OD_Flag,Scheduled_Start,Scheduled_End,Actual_Login,Actual_Logout,Attendance_Status,Scheduled_Hours,Logged_Hours
SH00002410,R_DS002_039,Rider,DS002,2026-07-04,Evening,False,2026-07-04 16:00:00,2026-07-05 01:00:00,2026-07-04 16:00:00,2026-07-05 01:00:00,Present,9.0,9.0
SH00002411,R_DS002_040,Rider,DS002,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,2026-07-04 00:00:00,2026-07-04 09:00:00,Present,9.0,9.0
SH00002412,R_DS002_042,Rider,DS002,2026-07-04,Evening,False,2026-07-04 16:00:00,2026-07-05 01:00:00,2026-07-04 16:00:00,2026-07-05 01:00:00,Present,9.0,9.0
SH00002413,R_DS002_043,Rider,DS002,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,2026-07-04 00:00:00,2026-07-04 08:03:00,Early Logout,9.0,8.05
SH00002414,R_DS002_045,Rider,DS002,2026-07-04,Evening,False,2026-07-04 16:00:00,2026-07-05 01:00:00,2026-07-04 16:14:00,2026-07-05 01:00:00,Late,9.0,8.766666666666667
SH00002415,R_DS002_046,Rider,DS002,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,2026-07-04 00:00:00,2026-07-04 09:00:00,Present,9.0,9.0
SH00002416,R_DS002_047,Rider,DS002,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,2026-07-04 08:00:00,2026-07-04 17:00:00,Present,9.0,9.0
SH00002417,R_DS002_049,Rider,DS002,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,2026-07-04 00:00:00,2026-07-04 09:00:00,Present,9.0,9.0
SH00002418,R_DS002_050,Rider,DS002,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,2026-07-04 08:00:00,2026-07-04 17:00:00,Present,9.0,9.0
SH00002419,R_DS002_051,Rider,DS002,2026-07-04,Evening,False,2026-07-04 16:00:00,2026-07-05 01:00:00,2026-07-04 16:00:00,2026-07-05 01:00:00,Present,9.0,9.0
SH00002420,R_DS002_052,Rider,DS002,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,2026-07-04 00:00:00,2026-07-04 09:00:00,Present,9.0,9.0
SH00002421,R_DS002_053,Rider,DS002,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,2026-07-04 08:00:00,2026-07-04 17:00:00,Present,9.0,9.0
SH00002422,R_DS002_054,Rider,DS002,2026-07-04,Evening,False,2026-07-04 16:00:00,2026-07-05 01:00:00,2026-07-04 16:00:00,2026-07-05 01:00:00,Present,9.0,9.0
SH00002423,R_DS002_056,Rider,DS002,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,2026-07-04 08:00:00,2026-07-04 17:00:00,Present,9.0,9.0
SH00002424,R_DS002_057,Rider,DS002,2026-07-04,Evening,False,2026-07-04 16:00:00,2026-07-05 01:00:00,2026-07-04 16:00:00,2026-07-05 00:40:00,Early Logout,9.0,8.666666666666666
SH00002425,R_DS002_058,Rider,DS002,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,2026-07-04 00:00:00,2026-07-04 09:00:00,Present,9.0,9.0
SH00002426,R_DS002_059,Rider,DS002,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,2026-07-04 08:00:00,2026-07-04 17:00:00,Present,9.0,9.0
SH00002427,R_DS002_060,Rider,DS002,2026-07-04,Evening,False,2026-07-04 16:00:00,2026-07-05 01:00:00,2026-07-04 16:00:00,2026-07-05 01:00:00,Present,9.0,9.0
SH00002428,R_DS002_061,Rider,DS002,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,2026-07-04 00:00:00,2026-07-04 09:00:00,Present,9.0,9.0
SH00002429,R_DS002_064,Rider,DS002,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,2026-07-04 00:00:00,2026-07-04 09:00:00,Present,9.0,9.0
SH00002430,R_DS002_065,Rider,DS002,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,2026-07-04 08:00:00,2026-07-04 17:00:00,Present,9.0,9.0
SH00002431,R_DS002_066,Rider,DS002,2026-07-04,Evening,False,2026-07-04 16:00:00,2026-07-05 01:00:00,2026-07-04 16:00:00,2026-07-05 01:00:00,Present,9.0,9.0
SH00002432,R_DS002_067,Rider,DS002,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,2026-07-04 00:00:00,2026-07-04 09:00:00,Present,9.0,9.0
SH00002433,R_DS002_068,Rider,DS002,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,2026-07-04 08:00:00,2026-07-04 17:00:00,Present,9.0,9.0
SH00002434,R_DS002_070,Rider,DS002,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,2026-07-04 00:00:00,2026-07-04 09:00:00,Present,9.0,9.0
SH00002435,R_DS002_071,Rider,DS002,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,2026-07-04 08:00:00,2026-07-04 17:00:00,Present,9.0,9.0
SH00002436,R_DS002_072,Rider,DS002,2026-07-04,Evening,False,2026-07-04 16:00:00,2026-07-05 01:00:00,2026-07-04 16:00:00,2026-07-05 01:00:00,Present,9.0,9.0
SH00002437,R_DS002_073,Rider,DS002,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,2026-07-04 00:00:00,2026-07-04 09:00:00,Present,9.0,9.0
SH00002438,R_DS002_074,Rider,DS002,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,,,Absent,9.0,0.0
SH00002439,R_DS002_075,Rider,DS002,2026-07-04,Evening,False,2026-07-04 16:00:00,2026-07-05 01:00:00,,,Absent,9.0,0.0
SH00002440,R_DS002_077,Rider,DS002,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,2026-07-04 08:00:00,2026-07-04 17:00:00,Present,9.0,9.0
SH00002441,R_DS002_078,Rider,DS002,2026-07-04,Evening,False,2026-07-04 16:00:00,2026-07-05 01:00:00,2026-07-04 16:00:00,2026-07-05 01:00:00,Present,9.0,9.0
SH00002442,R_DS002_080,Rider,DS002,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,,,Absent,9.0,0.0
SH00002443,R_DS002_081,Rider,DS002,2026-07-04,Evening,False,2026-07-04 16:00:00,2026-07-05 01:00:00,2026-07-04 16:00:00,2026-07-05 01:00:00,Present,9.0,9.0
SH00002444,R_DS002_082,Rider,DS002,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,2026-07-04 00:00:00,2026-07-04 09:00:00,Present,9.0,9.0
SH00002445,R_DS002_084,Rider,DS002,2026-07-04,Evening,False,2026-07-04 16:00:00,2026-07-05 01:00:00,2026-07-04 16:00:00,2026-07-05 01:00:00,Present,9.0,9.0
SH00002446,R_DS002_085,Rider,DS002,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,2026-07-04 00:00:00,2026-07-04 09:00:00,Present,9.0,9.0
SH00002447,R_DS002_086,Rider,DS002,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,2026-07-04 08:00:00,2026-07-04 17:00:00,Present,9.0,9.0
SH00002448,R_DS002_087,Rider,DS002,2026-07-04,Evening,False,2026-07-04 16:00:00,2026-07-05 01:00:00,,,Absent,9.0,0.0
SH00002449,R_DS002_088,Rider,DS002,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,2026-07-04 00:00:00,2026-07-04 09:00:00,Present,9.0,9.0
SH00002450,R_DS002_089,Rider,DS002,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,2026-07-04 08:00:00,2026-07-04 17:00:00,Present,9.0,9.0
SH00002451,R_DS002_091,Rider,DS002,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,2026-07-04 00:00:00,2026-07-04 09:00:00,Present,9.0,9.0
SH00002452,R_DS002_093,Rider,DS002,2026-07-04,Evening,False,2026-07-04 16:00:00,2026-07-05 01:00:00,2026-07-04 16:00:00,2026-07-05 01:00:00,Present,9.0,9.0
SH00002453,R_DS002_094,Rider,DS002,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,2026-07-04 00:00:00,2026-07-04 09:00:00,Present,9.0,9.0
SH00002454,R_DS002_095,Rider,DS002,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,2026-07-04 08:00:00,2026-07-04 17:00:00,Present,9.0,9.0
SH00002455,R_DS002_096,Rider,DS002,2026-07-04,Evening,False,2026-07-04 16:00:00,2026-07-05 01:00:00,2026-07-04 16:00:00,2026-07-05 01:00:00,Present,9.0,9.0
SH00002456,R_DS002_098,Rider,DS002,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,,,Absent,9.0,0.0
SH00002457,R_DS002_099,Rider,DS002,2026-07-04,Evening,False,2026-07-04 16:00:00,2026-07-05 01:00:00,2026-07-04 16:00:00,2026-07-05 00:33:00,Early Logout,9.0,8.55
SH00002458,R_DS002_100,Rider,DS002,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,2026-07-04 00:00:00,2026-07-04 09:00:00,Present,9.0,9.0
SH00002459,R_DS002_101,Rider,DS002,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,2026-07-04 08:00:00,2026-07-04 17:00:00,Present,9.0,9.0
SH00002460,R_DS002_102,Rider,DS002,2026-07-04,Evening,False,2026-07-04 16:00:00,2026-07-05 01:00:00,2026-07-04 16:00:00,2026-07-05 01:00:00,Present,9.0,9.0
SH00002461,R_DS002_103,Rider,DS002,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,2026-07-04 00:00:00,2026-07-04 09:00:00,Present,9.0,9.0
SH00002462,R_DS002_106,Rider,DS002,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,2026-07-04 00:00:00,2026-07-04 09:00:00,Present,9.0,9.0
SH00002463,R_DS002_107,Rider,DS002,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,,,Absent,9.0,0.0
SH00002464,R_DS002_108,Rider,DS002,2026-07-04,Evening,False,2026-07-04 16:00:00,2026-07-05 01:00:00,,,Absent,9.0,0.0
SH00002465,R_DS002_109,Rider,DS002,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,2026-07-04 00:00:00,2026-07-04 09:00:00,Present,9.0,9.0
SH00002466,R_DS002_110,Rider,DS002,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,2026-07-04 08:00:00,2026-07-04 17:00:00,Present,9.0,9.0
SH00002467,R_DS002_112,Rider,DS002,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,2026-07-04 00:00:00,2026-07-04 09:00:00,Present,9.0,9.0
SH00002468,R_DS002_113,Rider,DS002,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,2026-07-04 08:00:00,2026-07-04 17:00:00,Present,9.0,9.0
SH00002469,R_DS002_114,Rider,DS002,2026-07-04,Evening,False,2026-07-04 16:00:00,2026-07-05 01:00:00,2026-07-04 16:00:00,2026-07-05 01:00:00,Present,9.0,9.0
SH00002470,R_DS002_115,Rider,DS002,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,,,Absent,9.0,0.0
SH00002471,R_DS002_116,Rider,DS002,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,2026-07-04 08:00:00,2026-07-04 17:00:00,Present,9.0,9.0
SH00002472,R_DS002_117,Rider,DS002,2026-07-04,Evening,False,2026-07-04 16:00:00,2026-07-05 01:00:00,,,Absent,9.0,0.0
SH00002473,R_DS002_119,Rider,DS002,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,2026-07-04 08:00:00,2026-07-04 17:00:00,Present,9.0,9.0
SH00002474,R_DS002_120,Rider,DS002,2026-07-04,Evening,False,2026-07-04 16:00:00,2026-07-05 01:00:00,2026-07-04 16:00:00,2026-07-05 01:00:00,Present,9.0,9.0
SH00002475,R_DS002_121,Rider,DS002,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,2026-07-04 00:00:00,2026-07-04 09:00:00,Present,9.0,9.0
SH00002476,R_DS002_122,Rider,DS002,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,,,Absent,9.0,0.0
SH00002477,R_DS002_123,Rider,DS002,2026-07-04,Evening,False,2026-07-04 16:00:00,2026-07-05 01:00:00,2026-07-04 16:00:00,2026-07-05 01:00:00,Present,9.0,9.0
SH00002478,R_DS002_124,Rider,DS002,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,2026-07-04 00:00:00,2026-07-04 09:00:00,Present,9.0,9.0
SH00002479,R_DS002_126,Rider,DS002,2026-07-04,Evening,False,2026-07-04 16:00:00,2026-07-05 01:00:00,2026-07-04 16:00:00,2026-07-05 01:00:00,Present,9.0,9.0
SH00002480,R_DS002_127,Rider,DS002,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,2026-07-04 00:00:00,2026-07-04 09:00:00,Present,9.0,9.0
SH00002481,R_DS002_128,Rider,DS002,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,2026-07-04 08:00:00,2026-07-04 17:00:00,Present,9.0,9.0
SH00002482,R_DS002_130,Rider,DS002,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,,,Absent,9.0,0.0
SH00002483,R_DS002_133,Rider,DS002,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,2026-07-04 00:28:00,2026-07-04 09:00:00,Late,9.0,8.533333333333333
SH00002484,R_DS002_134,Rider,DS002,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,,,Absent,9.0,0.0
SH00002485,R_DS002_135,Rider,DS002,2026-07-04,Evening,False,2026-07-04 16:00:00,2026-07-05 01:00:00,2026-07-04 16:00:00,2026-07-05 01:00:00,Present,9.0,9.0
SH00002486,R_DS002_136,Rider,DS002,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,2026-07-04 00:00:00,2026-07-04 09:00:00,Present,9.0,9.0
SH00002487,R_DS002_137,Rider,DS002,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,,,Absent,9.0,0.0
SH00002488,R_DS002_138,Rider,DS002,2026-07-04,Evening,False,2026-07-04 16:00:00,2026-07-05 01:00:00,2026-07-04 16:00:00,2026-07-05 01:00:00,Present,9.0,9.0
SH00002489,R_DS002_140,Rider,DS002,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,2026-07-04 08:00:00,2026-07-04 17:00:00,Present,9.0,9.0
SH00002490,R_DS002_141,Rider,DS002,2026-07-04,Evening,False,2026-07-04 16:00:00,2026-07-05 01:00:00,2026-07-04 16:00:00,2026-07-05 01:00:00,Present,9.0,9.0
SH00002491,R_DS002_142,Rider,DS002,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,,,Absent,9.0,0.0
SH00002492,R_DS002_143,Rider,DS002,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,,,Absent,9.0,0.0
SH00002493,R_DS002_144,Rider,DS002,2026-07-04,Evening,False,2026-07-04 16:00:00,2026-07-05 01:00:00,2026-07-04 16:00:00,2026-07-05 01:00:00,Present,9.0,9.0
SH00002494,R_DS002_145,Rider,DS002,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,2026-07-04 00:00:00,2026-07-04 09:00:00,Present,9.0,9.0
SH00002495,R_DS002_147,Rider,DS002,2026-07-04,Evening,False,2026-07-04 16:00:00,2026-07-05 01:00:00,2026-07-04 16:00:00,2026-07-05 01:00:00,Present,9.0,9.0
SH00002496,R_DS002_148,Rider,DS002,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,2026-07-04 00:00:00,2026-07-04 09:00:00,Present,9.0,9.0
SH00002497,R_DS002_149,Rider,DS002,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,2026-07-04 08:00:00,2026-07-04 17:00:00,Present,9.0,9.0
SH00002498,R_DS002_150,Rider,DS002,2026-07-04,Evening,False,2026-07-04 16:00:00,2026-07-05 01:00:00,2026-07-04 16:00:00,2026-07-05 01:00:00,Present,9.0,9.0
SH00002499,R_DS002_151,Rider,DS002,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,2026-07-04 00:00:00,2026-07-04 09:00:00,Present,9.0,9.0
SH00002500,R_DS002_152,Rider,DS002,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,,,Absent,9.0,0.0
SH00002501,R_DS002_154,Rider,DS002,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,,,Absent,9.0,0.0
SH00002502,R_DS002_155,Rider,DS002,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,2026-07-04 08:00:00,2026-07-04 17:00:00,Present,9.0,9.0
SH00002503,P_DS003_001,Picker,DS003,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,2026-07-04 00:00:00,2026-07-04 09:00:00,Present,9.0,9.0
SH00002504,P_DS003_002,Picker,DS003,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,2026-07-04 08:00:00,2026-07-04 17:00:00,Present,9.0,9.0
SH00002505,P_DS003_003,Picker,DS003,2026-07-04,Evening,False,2026-07-04 16:00:00,2026-07-05 01:00:00,2026-07-04 16:00:00,2026-07-05 01:00:00,Present,9.0,9.0
SH00002506,P_DS003_004,Picker,DS003,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,2026-07-04 00:00:00,2026-07-04 09:00:00,Present,9.0,9.0
SH00002507,P_DS003_005,Picker,DS003,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,2026-07-04 08:00:00,2026-07-04 17:00:00,Present,9.0,9.0
SH00002508,P_DS003_007,Picker,DS003,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,2026-07-04 00:00:00,2026-07-04 09:00:00,Present,9.0,9.0
SH00002509,P_DS003_008,Picker,DS003,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,2026-07-04 08:00:00,2026-07-04 17:00:00,Present,9.0,9.0
SH00002510,P_DS003_009,Picker,DS003,2026-07-04,Evening,False,2026-07-04 16:00:00,2026-07-05 01:00:00,,,Absent,9.0,0.0
SH00002511,P_DS003_010,Picker,DS003,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,2026-07-04 00:00:00,2026-07-04 09:00:00,Present,9.0,9.0
SH00002512,P_DS003_011,Picker,DS003,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,2026-07-04 08:00:00,2026-07-04 17:00:00,Present,9.0,9.0
SH00002513,P_DS003_012,Picker,DS003,2026-07-04,Evening,False,2026-07-04 16:00:00,2026-07-05 01:00:00,2026-07-04 16:00:00,2026-07-05 01:00:00,Present,9.0,9.0
SH00002514,P_DS003_014,Picker,DS003,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,2026-07-04 08:14:00,2026-07-04 17:00:00,Late,9.0,8.766666666666667
SH00002515,P_DS003_015,Picker,DS003,2026-07-04,Evening,False,2026-07-04 16:00:00,2026-07-05 01:00:00,2026-07-04 16:00:00,2026-07-05 01:00:00,Present,9.0,9.0
SH00002516,P_DS003_016,Picker,DS003,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,2026-07-04 00:00:00,2026-07-04 09:00:00,Present,9.0,9.0
SH00002517,P_DS003_017,Picker,DS003,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,2026-07-04 08:30:00,2026-07-04 17:00:00,Late,9.0,8.5
SH00002518,P_DS003_018,Picker,DS003,2026-07-04,Evening,False,2026-07-04 16:00:00,2026-07-05 01:00:00,2026-07-04 16:31:00,2026-07-05 01:00:00,Late,9.0,8.483333333333333
SH00002519,P_DS003_019,Picker,DS003,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,2026-07-04 00:00:00,2026-07-04 09:00:00,Present,9.0,9.0
SH00002520,P_DS003_021,Picker,DS003,2026-07-04,Evening,False,2026-07-04 16:00:00,2026-07-05 01:00:00,2026-07-04 16:00:00,2026-07-05 01:00:00,Present,9.0,9.0
SH00002521,P_DS003_022,Picker,DS003,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,2026-07-04 00:00:00,2026-07-04 09:00:00,Present,9.0,9.0
SH00002522,P_DS003_023,Picker,DS003,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,2026-07-04 08:00:00,2026-07-04 17:00:00,Present,9.0,9.0
SH00002523,P_DS003_024,Picker,DS003,2026-07-04,Evening,False,2026-07-04 16:00:00,2026-07-05 01:00:00,2026-07-04 16:00:00,2026-07-05 01:00:00,Present,9.0,9.0
SH00002524,P_DS003_025,Picker,DS003,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,2026-07-04 00:00:00,2026-07-04 09:00:00,Present,9.0,9.0
SH00002525,P_DS003_026,Picker,DS003,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,2026-07-04 08:00:00,2026-07-04 16:33:00,Early Logout,9.0,8.55
SH00002526,P_DS003_028,Picker,DS003,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,2026-07-04 00:00:00,2026-07-04 09:00:00,Present,9.0,9.0
SH00002527,P_DS003_029,Picker,DS003,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,2026-07-04 08:00:00,2026-07-04 17:00:00,Present,9.0,9.0
SH00002528,P_DS003_030,Picker,DS003,2026-07-04,Evening,False,2026-07-04 16:00:00,2026-07-05 01:00:00,2026-07-04 16:00:00,2026-07-05 01:00:00,Present,9.0,9.0
SH00002529,P_DS003_031,Picker,DS003,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,2026-07-04 00:00:00,2026-07-04 09:00:00,Present,9.0,9.0
SH00002530,P_DS003_032,Picker,DS003,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,2026-07-04 08:00:00,2026-07-04 17:00:00,Present,9.0,9.0
SH00002531,R_DS003_001,Rider,DS003,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,2026-07-04 00:00:00,2026-07-04 09:00:00,Present,9.0,9.0
SH00002532,R_DS003_002,Rider,DS003,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,2026-07-04 08:11:00,2026-07-04 16:37:00,Late and Early Logout,9.0,8.433333333333334
SH00002533,R_DS003_003,Rider,DS003,2026-07-04,Evening,False,2026-07-04 16:00:00,2026-07-05 01:00:00,2026-07-04 16:00:00,2026-07-05 01:00:00,Present,9.0,9.0
SH00002534,R_DS003_004,Rider,DS003,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,2026-07-04 00:00:00,2026-07-04 09:00:00,Present,9.0,9.0
SH00002535,R_DS003_005,Rider,DS003,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,2026-07-04 08:17:00,2026-07-04 17:00:00,Late,9.0,8.716666666666667
SH00002536,R_DS003_009,Rider,DS003,2026-07-04,Evening,False,2026-07-04 16:00:00,2026-07-05 01:00:00,2026-07-04 16:00:00,2026-07-05 01:00:00,Present,9.0,9.0
SH00002537,R_DS003_010,Rider,DS003,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,,,Absent,9.0,0.0
SH00002538,R_DS003_011,Rider,DS003,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,2026-07-04 08:00:00,2026-07-04 17:00:00,Present,9.0,9.0
SH00002539,R_DS003_012,Rider,DS003,2026-07-04,Evening,False,2026-07-04 16:00:00,2026-07-05 01:00:00,2026-07-04 16:14:00,2026-07-05 01:00:00,Late,9.0,8.766666666666667
SH00002540,R_DS003_014,Rider,DS003,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,,,Absent,9.0,0.0
SH00002541,R_DS003_015,Rider,DS003,2026-07-04,Evening,False,2026-07-04 16:00:00,2026-07-05 01:00:00,2026-07-04 16:43:00,2026-07-05 01:00:00,Late,9.0,8.283333333333333
SH00002542,R_DS003_018,Rider,DS003,2026-07-04,Evening,False,2026-07-04 16:00:00,2026-07-05 01:00:00,2026-07-04 16:42:00,2026-07-05 01:00:00,Late,9.0,8.3
SH00002543,R_DS003_019,Rider,DS003,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,2026-07-04 00:00:00,2026-07-04 09:00:00,Present,9.0,9.0
SH00002544,R_DS003_021,Rider,DS003,2026-07-04,Evening,False,2026-07-04 16:00:00,2026-07-05 01:00:00,2026-07-04 16:00:00,2026-07-05 01:00:00,Present,9.0,9.0
SH00002545,R_DS003_022,Rider,DS003,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,2026-07-04 00:00:00,2026-07-04 09:00:00,Present,9.0,9.0
SH00002546,R_DS003_023,Rider,DS003,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,2026-07-04 08:00:00,2026-07-04 17:00:00,Present,9.0,9.0
SH00002547,R_DS003_024,Rider,DS003,2026-07-04,Evening,False,2026-07-04 16:00:00,2026-07-05 01:00:00,2026-07-04 16:00:00,2026-07-05 01:00:00,Present,9.0,9.0
SH00002548,R_DS003_025,Rider,DS003,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,2026-07-04 00:00:00,2026-07-04 09:00:00,Present,9.0,9.0
SH00002549,R_DS003_026,Rider,DS003,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,2026-07-04 08:00:00,2026-07-04 17:00:00,Present,9.0,9.0
SH00002550,R_DS003_028,Rider,DS003,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,2026-07-04 00:00:00,2026-07-04 09:00:00,Present,9.0,9.0
SH00002551,R_DS003_029,Rider,DS003,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,2026-07-04 08:00:00,2026-07-04 17:00:00,Present,9.0,9.0
SH00002552,R_DS003_030,Rider,DS003,2026-07-04,Evening,False,2026-07-04 16:00:00,2026-07-05 01:00:00,2026-07-04 16:00:00,2026-07-05 01:00:00,Present,9.0,9.0
SH00002553,R_DS003_031,Rider,DS003,2026-07-04,Night,False,2026-07-04 00:00:00,2026-07-04 09:00:00,2026-07-04 00:00:00,2026-07-04 09:00:00,Present,9.0,9.0
SH00002554,R_DS003_032,Rider,DS003,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,2026-07-04 08:00:00,2026-07-04 17:00:00,Present,9.0,9.0
SH00002555,R_DS003_035,Rider,DS003,2026-07-04,Morning,False,2026-07-04 08:00:00,2026-07-04 17:00:00,2026-07-04 08:00:00,2026-07-04 17:00:00,Present,9.0,9.0
