Store_Date_ID,Store_ID,Date,Day_Name,Weekend_Flag,Salary_Week_Flag,Weather_Type,Promotion_Flag,Base_Daily_Orders,Day_Of_Week_Factor,Salary_Week_Factor,Weather_Factor,Promotion_Factor,Random_Noise_Factor,Expected_Orders,Actual_Orders,Demand_Variance,Demand_Variance_Pct
DS003_20260727,DS003,2026-07-27,Monday,False,False,Cloudy,False,1900,0.92,1.0,1.02,1.0,0.9885500506577724,1762.5451983207818,1725,-37.545198320781765,-0.021301693912049436
DS003_20260728,DS003,2026-07-28,Tuesday,False,False,Clear,False,1900,0.94,1.0,1.0,1.0,1.0181586231723478,1818.4313009858133,1811,-7.431300985813323,-0.004086654789644593
DS003_20260729,DS003,2026-07-29,Wednesday,False,False,Clear,False,1900,0.96,1.0,1.0,1.0,0.9876530777781435,1801.4792138673338,1774,-27.479213867333783,-0.015253694661479137
DS003_20260730,DS003,2026-07-30,Thursday,False,False,Light Rain,False,1900,1.0,1.0,1.08,1.0,1.0374218850186059,2128.7897080581793,2123,-5.789708058179258,-0.0027197181742580215
DS003_20260731,DS003,2026-07-31,Friday,False,False,Light Rain,False,1900,1.08,1.0,1.08,1.0,0.9267437566313951,2053.812443696233,2001,-52.812443696233004,-0.025714345951272352
DS003_20260801,DS003,2026-08-01,Saturday,True,True,Heavy Rain,False,1900,1.15,1.08,1.15,1.0,0.9865757052752542,2677.3395517048266,2661,-16.33955170482659,-0.006102906033873139
DS003_20260802,DS003,2026-08-02,Sunday,True,True,Clear,False,1900,1.12,1.08,1.0,1.0,0.9203675201950401,2115.225449613049,2091,-24.225449613049022,-0.011452892464716103
DS003_20260803,DS003,2026-08-03,Monday,False,True,Cloudy,False,1900,0.92,1.08,1.02,1.0,0.9401975667909118,1810.4414259803664,1806,-4.441425980366375,-0.002453228210883052
DS003_20260804,DS003,2026-08-04,Tuesday,False,True,Cloudy,False,1900,0.94,1.08,1.02,1.0,1.0545544891925565,2074.7912443760133,2088,13.20875562398669,0.006366305843920784
DS003_20260805,DS003,2026-08-05,Wednesday,False,True,Clear,False,1900,0.96,1.08,1.0,1.0,1.0358073992788674,2040.4577119874266,2143,102.54228801257341,0.05025455191261777
DS003_20260806,DS003,2026-08-06,Thursday,False,True,Clear,False,1900,1.0,1.08,1.0,1.0,0.9712207906686083,1992.9450624519843,1946,-46.94506245198431,-0.023555622950402002
DS003_20260807,DS003,2026-08-07,Friday,False,True,Cloudy,False,1900,1.08,1.08,1.02,1.0,0.9398998617583642,2124.627847187105,2178,53.37215281289491,0.02512070661389326
DS003_20260808,DS003,2026-08-08,Saturday,True,False,Clear,False,1900,1.15,1.0,1.0,1.0,0.881418846486334,1925.9001795726397,1920,-5.900179572639672,-0.003063595733164598
DS003_20260809,DS003,2026-08-09,Sunday,True,False,Light Rain,False,1900,1.12,1.0,1.08,1.0,0.9782601796826946,2248.2766753539563,2252,3.723324646043693,0.0016560793815367557
DS003_20260810,DS003,2026-08-10,Monday,False,False,Cloudy,False,1900,0.92,1.0,1.02,1.0,1.096816600489896,1955.5801260094652,1930,-25.580126009465175,-0.01308058190469735
DS003_20260811,DS003,2026-08-11,Tuesday,False,False,Light Rain,False,1900,0.94,1.0,1.08,1.0,1.017395370858546,1962.4335829416323,1945,-17.433582941632267,-0.008883655015473094
DS003_20260812,DS003,2026-08-12,Wednesday,False,False,Light Rain,False,1900,0.96,1.0,1.08,1.0,0.9776171085580204,1925.8274944906157,1914,-11.827494490615663,-0.0061415129467471095
DS003_20260813,DS003,2026-08-13,Thursday,False,False,Clear,False,1900,1.0,1.0,1.0,1.0,1.0186032083800123,1935.3460959220233,1964,28.653904077976676,0.014805571023370677
DS003_20260814,DS003,2026-08-14,Friday,False,False,Light Rain,False,1900,1.08,1.0,1.08,1.0,0.9375616658802223,2077.7866614571135,2150,72.2133385428865,0.03475493412410523
DS003_20260815,DS003,2026-08-15,Saturday,True,False,Light Rain,False,1900,1.15,1.0,1.08,1.0,0.9881070654920946,2331.735053148245,2352,20.264946851755212,0.008690930311483732
DS003_20260816,DS003,2026-08-16,Sunday,True,False,Cloudy,True,1900,1.12,1.0,1.02,1.18,1.0039790989206296,2571.452310084731,2558,-13.452310084730925,-0.005231405627074477
DS003_20260817,DS003,2026-08-17,Monday,False,False,Clear,False,1900,0.92,1.0,1.0,1.0,0.9965559739271581,1741.9798424246724,1687,-54.97984242467237,-0.03156169841101352
DS003_20260818,DS003,2026-08-18,Tuesday,False,False,Light Rain,False,1900,0.94,1.0,1.08,1.0,1.0316322448676032,1989.8948044802225,2012,22.105195519777453,0.011108725682386772
DS003_20260819,DS003,2026-08-19,Wednesday,False,False,Clear,True,1900,0.96,1.0,1.0,1.18,1.013785809049442,2181.9914725332947,2204,22.008527466705345,0.01008644064092213
DS003_20260820,DS003,2026-08-20,Thursday,False,False,Clear,False,1900,1.0,1.0,1.0,1.0,1.0267330407243198,1950.7927773762076,1928,-22.792777376207596,-0.011683853682738974
DS003_20260821,DS003,2026-08-21,Friday,False,False,Clear,False,1900,1.08,1.0,1.0,1.0,0.9724651087107696,1995.4984030744993,2034,38.501596925500735,0.019294225876693587
DS003_20260822,DS003,2026-08-22,Saturday,True,False,Light Rain,False,1900,1.15,1.0,1.08,1.0,1.0359126163364218,2444.5465920306883,2406,-38.546592030688316,-0.015768401451766813
DS003_20260823,DS003,2026-08-23,Sunday,True,False,Light Rain,False,1900,1.12,1.0,1.08,1.0,1.0651574779049597,2447.987522020295,2384,-63.98752202029482,-0.026138826870933836
DS003_20260824,DS003,2026-08-24,Monday,False,False,Light Rain,False,1900,0.92,1.0,1.08,1.0,0.9611940192139435,1814.5805172328512,1761,-53.58051723285121,-0.029527770591607
DS003_20260825,DS003,2026-08-25,Tuesday,False,False,Light Rain,False,1900,0.94,1.0,1.08,1.0,0.9644921737714176,1860.389664144212,1882,21.61033585578798,0.011616026616514685
DS003_20260826,DS003,2026-08-26,Wednesday,False,False,Cloudy,False,1900,0.96,1.0,1.02,1.0,1.0534313734528093,1959.8880016814828,1918,-41.88800168148282,-0.021372650705318404
DS003_20260827,DS003,2026-08-27,Thursday,False,False,Cloudy,False,1900,1.0,1.0,1.02,1.0,0.9923462405321976,1923.167014151399,1949,25.832985848601083,0.01343252336303196
DS003_20260828,DS003,2026-08-28,Friday,False,False,Clear,True,1900,1.08,1.0,1.0,1.18,1.0561528556826623,2557.326278635771,2573,15.673721364229095,0.006128948619176739
DS003_20260829,DS003,2026-08-29,Saturday,True,False,Clear,True,1900,1.15,1.0,1.0,1.18,0.9822985715243127,2532.660406961135,2551,18.339593038865132,0.007241236522850797
DS004_20260701,DS004,2026-07-01,Wednesday,False,True,Light Rain,False,2200,0.96,1.08,1.08,1.0,1.0582018230508285,2606.8133127304995,2635,28.186687269500453,0.010812698834952774
DS004_20260702,DS004,2026-07-02,Thursday,False,True,Cloudy,False,2200,1.0,1.08,1.02,1.0,1.0052594326722182,2436.266340269774,2422,-14.266340269773991,-0.005855821276172228
DS004_20260703,DS004,2026-07-03,Friday,False,True,Heavy Rain,False,2200,1.08,1.08,1.15,1.0,1.0103291529329077,2981.4732476717872,2999,17.52675232821275,0.005878554282484096
DS004_20260704,DS004,2026-07-04,Saturday,True,True,Light Rain,False,2200,1.15,1.08,1.08,1.0,1.0625887208667961,3135.6908145681487,3245,109.30918543185135,0.03485968225056192
DS004_20260705,DS004,2026-07-05,Sunday,True,True,Clear,False,2200,1.12,1.08,1.0,1.0,0.9855291809022332,2622.6114138825515,2596,-26.61141388255146,-0.01014691453781006
DS004_20260706,DS004,2026-07-06,Monday,False,True,Heavy Rain,False,2200,0.92,1.08,1.15,1.0,0.9623551161630016,2419.175989851483,2418,-1.175989851482882,-0.00048611174069856645
DS004_20260707,DS004,2026-07-07,Tuesday,False,True,Light Rain,False,2200,0.94,1.08,1.08,1.0,0.9820574316788658,2368.835658225554,2345,-23.835658225554198,-0.010062183141657449
DS004_20260708,DS004,2026-07-08,Wednesday,False,False,Light Rain,False,2200,0.96,1.0,1.08,1.0,1.0180933580257256,2322.2302259223593,2401,78.7697740776407,0.033919881499412656
DS004_20260709,DS004,2026-07-09,Thursday,False,False,Clear,False,2200,1.0,1.0,1.0,1.0,0.9373696371127794,2062.2132016481146,2096,33.78679835188541,0.016383756211473723
DS004_20260710,DS004,2026-07-10,Friday,False,False,Cloudy,False,2200,1.08,1.0,1.02,1.0,1.0254988361060449,2485.3169392797217,2525,39.68306072027826,0.015967002072491788
DS004_20260711,DS004,2026-07-11,Saturday,True,False,Cloudy,False,2200,1.15,1.0,1.02,1.0,0.9784491472952903,2524.985869510226,2519,-5.985869510226166,-0.0023706546569257636
DS004_20260712,DS004,2026-07-12,Sunday,True,False,Heavy Rain,False,2200,1.12,1.0,1.15,1.0,1.0459125064293426,2963.6976782181855,2986,22.3023217818145,0.00752516761265034
DS004_20260713,DS004,2026-07-13,Monday,False,False,Light Rain,False,2200,0.92,1.0,1.08,1.0,0.9042295878039811,1976.5735405724784,1944,-32.57354057247835,-0.01647980199261598
DS004_20260714,DS004,2026-07-14,Tuesday,False,False,Light Rain,False,2200,0.94,1.0,1.08,1.0,0.9685373689958332,2163.1701014100536,2151,-12.170101410053576,-0.005626049196094447
DS004_20260715,DS004,2026-07-15,Wednesday,False,False,Cloudy,False,2200,0.96,1.0,1.02,1.0,0.9325412739506359,2008.9177139954181,2055,46.082286004581874,0.022938861897400232
DS004_20260716,DS004,2026-07-16,Thursday,False,False,Clear,False,2200,1.0,1.0,1.0,1.0,0.9669508213454419,2127.2918069599723,2077,-50.29180695997229,-0.023641235676003614
DS004_20260717,DS004,2026-07-17,Friday,False,False,Cloudy,False,2200,1.08,1.0,1.02,1.0,1.0099066360443578,2447.528930586222,2424,-23.52893058622203,-0.009613341150817972
DS004_20260718,DS004,2026-07-18,Saturday,True,False,Clear,True,2200,1.15,1.0,1.0,1.18,0.9928309349820098,2963.997473295292,3025,61.00252670470809,0.020581166905276452
DS004_20260719,DS004,2026-07-19,Sunday,True,False,Light Rain,True,2200,1.12,1.0,1.08,1.18,0.9898648972420794,3108.2961449116347,3156,47.703855088365344,0.015347268363234261
DS004_20260720,DS004,2026-07-20,Monday,False,False,Light Rain,False,2200,0.92,1.0,1.08,1.0,0.9936326051447976,2172.001384238116,2126,-46.00138423811586,-0.02117926101334047
DS004_20260721,DS004,2026-07-21,Tuesday,False,False,Light Rain,False,2200,0.94,1.0,1.08,1.0,1.0081355296247978,2251.6102172852084,2241,-10.610217285208364,-0.004712279773717328
DS004_20260722,DS004,2026-07-22,Wednesday,False,False,Cloudy,False,2200,0.96,1.0,1.02,1.0,0.9596585583222756,2067.334852680179,1982,-85.33485268017921,-0.04127771201145646
DS004_20260723,DS004,2026-07-23,Thursday,False,False,Heavy Rain,False,2200,1.0,1.0,1.15,1.0,1.028273985635962,2601.533183658984,2648,46.466816341016056,0.017861319868179338
DS004_20260724,DS004,2026-07-24,Friday,False,False,Heavy Rain,False,2200,1.08,1.0,1.15,1.0,1.0265066388154194,2804.8267398992516,2879,74.1732601007484,0.026444863436881193
DS004_20260725,DS004,2026-07-25,Saturday,True,False,Light Rain,False,2200,1.15,1.0,1.08,1.0,1.015401517506244,2774.4831064340615,2700,-74.48310643406148,-0.026845759579985987
DS004_20260726,DS004,2026-07-26,Sunday,True,False,Clear,False,2200,1.12,1.0,1.0,1.0,1.0222613377100505,2518.851936117565,2466,-52.85193611756495,-0.02098254977187279
DS004_20260727,DS004,2026-07-27,Monday,False,False,Cloudy,False,2200,0.92,1.0,1.02,1.0,1.0118567200323463,2088.957961372378,2096,7.042038627621878,0.0033710772346014495
DS004_20260728,DS004,2026-07-28,Tuesday,False,False,Clear,False,2200,0.94,1.0,1.0,1.0,1.0814029321092427,2236.341263601914,2262,25.65873639808615,0.011473533496743456
DS004_20260729,DS004,2026-07-29,Wednesday,False,False,Clear,True,2200,0.96,1.0,1.0,1.18,0.9965162331578996,2483.477895626791,2486,2.522104373209004,0.001015553380865693
DS004_20260730,DS004,2026-07-30,Thursday,False,False,Light Rain,True,2200,1.0,1.0,1.08,1.18,0.9877166712666169,2769.2414768967883,2741,-28.2414768967883,-0.010198271668397693
DS004_20260731,DS004,2026-07-31,Friday,False,False,Light Rain,True,2200,1.08,1.0,1.08,1.18,0.9698588967857049,2936.7079110793575,2925,-11.707911079357473,-0.003986746872301082
DS004_20260801,DS004,2026-08-01,Saturday,True,True,Heavy Rain,False,2200,1.15,1.08,1.15,1.0,0.9587094931768865,3012.514492030003,3040,27.48550796999689,0.00912377618189501
DS004_20260802,DS004,2026-08-02,Sunday,True,True,Clear,True,2200,1.12,1.08,1.0,1.18,0.950221128495957,2983.809890366531,3033,49.19010963346909,0.016485671487410543
DS004_20260803,DS004,2026-08-03,Monday,False,True,Cloudy,False,2200,0.92,1.08,1.02,1.0,0.9644481074707633,2150.370535224141,2199,48.629464775859105,0.02261445828952929
DS004_20260804,DS004,2026-08-04,Tuesday,False,True,Cloudy,False,2200,0.94,1.08,1.02,1.0,0.9971727847339171,2271.6680960228423,2247,-24.668096022842292,-0.010859022964679716
DS004_20260805,DS004,2026-08-05,Wednesday,False,True,Clear,False,2200,0.96,1.08,1.0,1.0,1.0133718051399085,2311.460552651926,2357,45.53944734807419,0.01970158967057735
DS004_20260806,DS004,2026-08-06,Thursday,False,True,Clear,False,2200,1.0,1.08,1.0,1.0,1.0020456823420865,2380.8605412447973,2452,71.13945875520267,0.02987972521818034
DS004_20260807,DS004,2026-08-07,Friday,False,True,Cloudy,False,2200,1.08,1.08,1.02,1.0,0.9693785889028115,2537.2530695999617,2605,67.74693040003831,0.02670089602481777
DS004_20260808,DS004,2026-08-08,Saturday,True,False,Clear,False,2200,1.15,1.0,1.0,1.0,1.0360073825607985,2621.09867787882,2561,-60.098677878820126,-0.022928811641481677
DS004_20260809,DS004,2026-08-09,Sunday,True,False,Light Rain,False,2200,1.12,1.0,1.08,1.0,1.029576506892038,2739.826634020541,2640,-99.82663402054095,-0.03643538345856979
DS004_20260810,DS004,2026-08-10,Monday,False,False,Cloudy,True,2200,0.92,1.0,1.02,1.18,0.9936140677031193,2420.529717180248,2462,41.4702828197519,0.017132730296764112
DS004_20260811,DS004,2026-08-11,Tuesday,False,False,Light Rain,False,2200,0.94,1.0,1.08,1.0,0.9738833542134115,2175.110038634402,2196,20.889961365598083,0.009604094043312592
DS004_20260812,DS004,2026-08-12,Wednesday,False,False,Light Rain,False,2200,0.96,1.0,1.08,1.0,1.0219371168331919,2330.9976860118372,2278,-52.99768601183723,-0.022736052605231157
DS004_20260813,DS004,2026-08-13,Thursday,False,False,Clear,False,2200,1.0,1.0,1.0,1.0,1.0075189434994443,2216.5416756987775,2275,58.45832430122255,0.02637366350569214
DS004_20260814,DS004,2026-08-14,Friday,False,False,Light Rain,False,2200,1.08,1.0,1.08,1.0,0.9420749096233981,2417.43958408641,2423,5.560415913590077,0.002300126112848214
DS004_20260815,DS004,2026-08-15,Saturday,True,False,Light Rain,False,2200,1.15,1.0,1.08,1.0,0.9972807897606238,2724.9700299419287,2642,-82.97002994192871,-0.030448052283238092
DS004_20260816,DS004,2026-08-16,Sunday,True,False,Cloudy,True,2200,1.12,1.0,1.02,1.18,1.0104814324829752,2996.7548740643583,3036,39.24512593564168,0.013095874565948518
DS004_20260817,DS004,2026-08-17,Monday,False,False,Clear,False,2200,0.92,1.0,1.0,1.0,0.9640122085404899,1951.1607100859515,1985,33.83928991404855,0.01734315873578547
DS004_20260818,DS004,2026-08-18,Tuesday,False,False,Light Rain,False,2200,0.94,1.0,1.08,1.0,1.0075937357134976,2250.400153091954,2287,36.59984690804595,0.016263706193655966
DS004_20260819,DS004,2026-08-19,Wednesday,False,False,Clear,True,2200,0.96,1.0,1.0,1.18,0.9418071005896884,2347.133983805598,2329,-18.133983805597836,-0.007726011352873748
DS004_20260820,DS004,2026-08-20,Thursday,False,False,Clear,False,2200,1.0,1.0,1.0,1.0,1.0534474440004868,2317.584376801071,2273,-44.5843768010709,-0.01923743413502385
DS004_20260821,DS004,2026-08-21,Friday,False,False,Clear,True,2200,1.08,1.0,1.0,1.18,1.0499179994023773,2943.634096564457,2869,-74.6340965644572,-0.02535440687127634
DS004_20260822,DS004,2026-08-22,Saturday,True,False,Light Rain,False,2200,1.15,1.0,1.08,1.0,0.9898993066278814,2704.8008654300234,2650,-54.80086543002335,-0.020260591502476773
DS004_20260823,DS004,2026-08-23,Sunday,True,False,Light Rain,True,2200,1.12,1.0,1.08,1.18,1.014538173513563,3185.773232674488,3245,59.2267673255119,0.018591017941283424
DS004_20260824,DS004,2026-08-24,Monday,False,False,Light Rain,False,2200,0.92,1.0,1.08,1.0,0.903603121368005,1975.2041350607496,1995,19.79586493925035,0.010022186865582632
DS004_20260825,DS004,2026-08-25,Tuesday,False,False,Light Rain,False,2200,0.94,1.0,1.08,1.0,0.9537460935893867,2130.13467526628,2116,-14.134675266279828,-0.0066355782244204384
DS004_20260826,DS004,2026-08-26,Wednesday,False,False,Cloudy,False,2200,0.96,1.0,1.02,1.0,0.9882488431939148,2128.925187962059,2083,-45.925187962059226,-0.021572006485592713
DS004_20260827,DS004,2026-08-27,Thursday,False,False,Cloudy,False,2200,1.0,1.0,1.02,1.0,0.9571146791429256,2147.765339996725,2169,21.234660003275167,0.009886862222717285
DS004_20260828,DS004,2026-08-28,Friday,False,False,Clear,False,2200,1.08,1.0,1.0,1.0,1.0285758593052263,2443.896241709218,2479,35.103758290782025,0.014363849696921288
DS004_20260829,DS004,2026-08-29,Saturday,True,False,Clear,False,2200,1.15,1.0,1.0,1.0,1.0798918612299198,2732.126408911697,2740,7.873591088302874,0.002881854610614157
DS005_20260701,DS005,2026-07-01,Wednesday,False,True,Light Rain,False,1700,0.96,1.08,1.08,1.0,0.9529354112228279,1813.9743054773005,1841,27.025694522699496,0.014898609335918009
DS005_20260702,DS005,2026-07-02,Thursday,False,True,Cloudy,False,1700,1.0,1.08,1.02,1.0,0.9665014638365923,1809.9866213560633,1713,-96.98662135606332,-0.05358416477321794
DS005_20260703,DS005,2026-07-03,Friday,False,True,Heavy Rain,False,1700,1.08,1.08,1.15,1.0,1.0094179347323973,2301.7878295855025,2300,-1.78782958550255,-0.0007767134583488069
DS005_20260704,DS005,2026-07-04,Saturday,True,True,Light Rain,False,1700,1.15,1.08,1.08,1.0,1.0644446459399848,2427.265899472699,2416,-11.265899472698948,-0.00464139486124959
DS005_20260705,DS005,2026-07-05,Sunday,True,True,Clear,False,1700,1.12,1.08,1.0,1.0,0.9511050274984039,1955.776290145518,2003,47.22370985448197,0.02414576252530821
DS005_20260706,DS005,2026-07-06,Monday,False,True,Heavy Rain,False,1700,0.92,1.08,1.15,1.0,1.0099614448922776,1961.8379871659106,1947,-14.83798716591059,-0.007563309133057253
DS005_20260707,DS005,2026-07-07,Tuesday,False,True,Light Rain,False,1700,0.94,1.08,1.08,1.0,1.0728519540325243,1999.6964816552916,2002,2.3035183447084364,0.0011519339889029807
DS005_20260708,DS005,2026-07-08,Wednesday,False,False,Light Rain,False,1700,0.96,1.0,1.08,1.0,0.9339296340728294,1646.1070158314062,1653,6.8929841685937845,0.004187445957219443
DS005_20260709,DS005,2026-07-09,Thursday,False,False,Clear,False,1700,1.0,1.0,1.0,1.0,0.9487572317261668,1612.8872939344835,1536,-76.88729393448352,-0.04767059311808723
DS005_20260710,DS005,2026-07-10,Friday,False,False,Cloudy,False,1700,1.08,1.0,1.02,1.0,0.9830557357415665,1840.9881374379465,1802,-38.988137437946534,-0.021177831972456526
DS005_20260711,DS005,2026-07-11,Saturday,True,False,Cloudy,False,1700,1.15,1.0,1.02,1.0,0.9791764634857836,1952.575785837001,1971,18.42421416299908,0.009435850990593568
DS005_20260712,DS005,2026-07-12,Sunday,True,False,Heavy Rain,False,1700,1.12,1.0,1.15,1.0,1.0325040515101458,2260.7708711866153,2329,68.2291288133847,0.030179585946970885
DS005_20260713,DS005,2026-07-13,Monday,False,False,Light Rain,False,1700,0.92,1.0,1.08,1.0,1.0096663887928334,1705.4476906377508,1703,-2.4476906377508385,-0.0014352188291600586
DS005_20260714,DS005,2026-07-14,Tuesday,False,False,Light Rain,False,1700,0.94,1.0,1.08,1.0,0.9290015176143148,1603.3079791594892,1521,-82.30797915948915,-0.05133634974026507
DS005_20260715,DS005,2026-07-15,Wednesday,False,False,Cloudy,False,1700,0.96,1.0,1.02,1.0,1.0206164161160325,1698.9589109233925,1709,10.041089076607477,0.005910142388994032
DS005_20260716,DS005,2026-07-16,Thursday,False,False,Clear,False,1700,1.0,1.0,1.0,1.0,0.976898444505774,1660.7273556598159,1682,21.272644340184115,0.012809233416723229
DS005_20260717,DS005,2026-07-17,Friday,False,False,Cloudy,False,1700,1.08,1.0,1.02,1.0,1.0509778886776495,1968.187311684408,1901,-67.18731168440809,-0.034136645067032796
DS005_20260718,DS005,2026-07-18,Saturday,True,False,Clear,False,1700,1.15,1.0,1.0,1.0,0.9748964985425232,1905.9226546506327,1896,-9.922654650632694,-0.005206221053315292
DS005_20260719,DS005,2026-07-19,Sunday,True,False,Light Rain,False,1700,1.12,1.0,1.08,1.0,0.9745353886759106,2003.9566104420487,1947,-56.956610442048714,-0.028422077676364843
DS005_20260720,DS005,2026-07-20,Monday,False,False,Light Rain,False,1700,0.92,1.0,1.08,1.0,1.0216452644321812,1725.681449057686,1704,-21.681449057685995,-0.012563992658972617
DS005_20260721,DS005,2026-07-21,Tuesday,False,False,Light Rain,False,1700,0.94,1.0,1.08,1.0,1.0305170592934774,1778.507561611055,1689,-89.50756161105505,-0.05032734386013795
DS005_20260722,DS005,2026-07-22,Wednesday,False,False,Cloudy,False,1700,0.96,1.0,1.02,1.0,1.0179239745574482,1694.4769650073106,1665,-29.476965007310582,-0.017395907773336657
DS005_20260723,DS005,2026-07-23,Thursday,False,False,Heavy Rain,False,1700,1.0,1.0,1.15,1.0,0.9325761073046077,1823.1862897805079,1783,-40.18628978050788,-0.02204179024697793
DS005_20260724,DS005,2026-07-24,Friday,False,False,Heavy Rain,False,1700,1.08,1.0,1.15,1.0,1.0215213775971301,2156.8402366585806,2243,86.15976334141942,0.039947216245789174
DS005_20260725,DS005,2026-07-25,Saturday,True,False,Light Rain,False,1700,1.15,1.0,1.08,1.0,0.9586276779330241,2024.046479187787,1959,-65.0464791877871,-0.03213685054005729
DS005_20260726,DS005,2026-07-26,Sunday,True,False,Clear,False,1700,1.12,1.0,1.0,1.0,1.0094110444635305,1921.9186286585623,1937,15.081371341437716,0.00784703947219869
DS005_20260727,DS005,2026-07-27,Monday,False,False,Cloudy,False,1700,0.92,1.0,1.02,1.0,0.9430506225840376,1504.4297971958636,1551,46.57020280413644,0.03095538448582949
DS005_20260728,DS005,2026-07-28,Tuesday,False,False,Clear,False,1700,0.94,1.0,1.0,1.0,1.0178528859017226,1626.5289116709528,1668,41.471088329047234,0.02549668071159183
DS005_20260729,DS005,2026-07-29,Wednesday,False,False,Clear,False,1700,0.96,1.0,1.0,1.0,0.9677360438277051,1579.3452235268146,1568,-11.345223526814607,-0.007183498172413338
DS005_20260730,DS005,2026-07-30,Thursday,False,False,Light Rain,False,1700,1.0,1.0,1.08,1.0,0.9486946139895791,1741.8033112848675,1835,93.1966887151325,0.05350586263748951
DS005_20260731,DS005,2026-07-31,Friday,False,False,Light Rain,False,1700,1.08,1.0,1.08,1.0,1.028552805459296,2039.4967868891292,2084,44.503213110870774,0.021820683119953378
DS005_20260801,DS005,2026-08-01,Saturday,True,True,Heavy Rain,False,1700,1.15,1.08,1.15,1.0,1.0096657808670702,2451.579579181142,2451,-0.5795791811419804,-0.00023641051102879843
DS005_20260802,DS005,2026-08-02,Sunday,True,True,Clear,False,1700,1.12,1.08,1.0,1.0,0.9754409279442842,2005.8186889503907,1990,-15.818688950390651,-0.007886400220285259
DS005_20260803,DS005,2026-08-03,Monday,False,True,Cloudy,False,1700,0.92,1.08,1.02,1.0,1.0580471539608425,1822.911980872305,1833,10.088019127694906,0.005534013289477399
DS005_20260804,DS005,2026-08-04,Tuesday,False,True,Cloudy,False,1700,0.94,1.08,1.02,1.0,0.9823739031372103,1729.3285805301298,1707,-22.328580530129784,-0.012911705029060992
DS005_20260805,DS005,2026-08-05,Wednesday,False,True,Clear,False,1700,0.96,1.08,1.0,1.0,1.0012843069588373,1764.8236680733685,1702,-62.82366807336848,-0.0355977025976494
DS005_20260806,DS005,2026-08-06,Thursday,False,True,Clear,True,1700,1.0,1.08,1.0,1.18,1.0107565379071441,2189.78382424507,2202,12.216175754930191,0.005578713122123701
DS005_20260807,DS005,2026-08-07,Friday,False,True,Cloudy,False,1700,1.08,1.08,1.02,1.0,0.9752133626348555,1972.4056939514305,1961,-11.405693951430521,-0.00578263081799407
DS005_20260808,DS005,2026-08-08,Saturday,True,False,Clear,True,1700,1.15,1.0,1.0,1.18,1.0188454517359973,2350.374572609772,2369,18.625427390228197,0.007924450684278458
DS005_20260809,DS005,2026-08-09,Sunday,True,False,Light Rain,False,1700,1.12,1.0,1.08,1.0,0.978661906113411,2012.4420507791294,2098,85.55794922087057,0.042514490883226314
DS005_20260810,DS005,2026-08-10,Monday,False,False,Cloudy,False,1700,0.92,1.0,1.02,1.0,0.9835344671113516,1569.012864693397,1549,-20.012864693396978,-0.012755067306161138
DS005_20260811,DS005,2026-08-11,Tuesday,False,False,Light Rain,False,1700,0.94,1.0,1.08,1.0,1.0545057055921336,1819.9081269391281,1828,8.091873060871876,0.004446308547718536
DS005_20260812,DS005,2026-08-12,Wednesday,False,False,Light Rain,False,1700,0.96,1.0,1.08,1.0,0.9583765578995027,1689.1961858913476,1708,18.803814108652432,0.011131811843826844
DS005_20260813,DS005,2026-08-13,Thursday,False,False,Clear,False,1700,1.0,1.0,1.0,1.0,0.9034887867628204,1535.9309374967947,1515,-20.93093749679474,-0.013627525161324788
DS005_20260814,DS005,2026-08-14,Friday,False,False,Light Rain,False,1700,1.08,1.0,1.08,1.0,1.0644374798004759,2110.651789946768,2095,-15.651789946768076,-0.0074156192041335365
DS005_20260815,DS005,2026-08-15,Saturday,True,False,Light Rain,False,1700,1.15,1.0,1.08,1.0,1.1019731181042802,2326.7060415653773,2274,-52.70604156537729,-0.022652643103087212
DS005_20260816,DS005,2026-08-16,Sunday,True,False,Cloudy,False,1700,1.12,1.0,1.02,1.0,0.9837892293820267,1910.5973865982467,1897,-13.597386598246658,-0.0071168246610325055
DS005_20260817,DS005,2026-08-17,Monday,False,False,Clear,False,1700,0.92,1.0,1.0,1.0,0.9225264783751926,1442.8314121788012,1450,7.168587821198798,0.004968416795399267
DS005_20260818,DS005,2026-08-18,Tuesday,False,False,Light Rain,False,1700,0.94,1.0,1.08,1.0,0.9875806409521622,1704.4061733808799,1674,-30.406173380879864,-0.017839746097942033
DS005_20260819,DS005,2026-08-19,Wednesday,False,False,Clear,True,1700,0.96,1.0,1.0,1.18,0.9885510820063732,1903.7121316845933,1983,79.28786831540674,0.041649084961834525
DS005_20260820,DS005,2026-08-20,Thursday,False,False,Clear,False,1700,1.0,1.0,1.0,1.0,0.9924030463591097,1687.0851788104865,1707,19.914821189513532,0.0118042772467214
DS005_20260821,DS005,2026-08-21,Friday,False,False,Clear,False,1700,1.08,1.0,1.0,1.0,0.9554644783231261,1754.2327822012596,1844,89.76721779874038,0.05117178216570437
DS005_20260822,DS005,2026-08-22,Saturday,True,False,Light Rain,False,1700,1.15,1.0,1.08,1.0,1.023182445699059,2160.3474158489935,2243,82.65258415100652,0.038258931662861706
DS005_20260823,DS005,2026-08-23,Sunday,True,False,Light Rain,False,1700,1.12,1.0,1.08,1.0,1.0209802950114435,2099.4622002379315,2124,24.537799762068516,0.011687659706036933
