Assignment_ID,Order_ID,Rider_ID,Rider_Shift_ID,Assigned_Time
RA_ORD000046065,ORD000046065,R_DS002_155,SH00002502,2026-07-04 15:27:29.457787081
RA_ORD000046022,ORD000046022,R_DS002_095,SH00002454,2026-07-04 15:27:44.804048402
RA_ORD000046026,ORD000046026,R_DS002_038,SH00002409,2026-07-04 15:28:05.159945506
RA_ORD000046079,ORD000046079,R_DS002_056,SH00002423,2026-07-04 15:29:31.241224915
RA_ORD000046100,ORD000046100,R_DS002_086,SH00002447,2026-07-04 15:30:15.226826506
RA_ORD000046102,ORD000046102,R_DS002_011,SH00002390,2026-07-04 15:30:37.825124336
RA_ORD000046043,ORD000046043,R_DS002_029,SH00002402,2026-07-04 15:30:51.205496104
RA_ORD000046023,ORD000046023,R_DS002_149,SH00002497,2026-07-04 15:30:52.812229197
RA_ORD000046030,ORD000046030,R_DS002_032,SH00002405,2026-07-04 15:31:21.517781636
RA_ORD000046054,ORD000046054,R_DS002_089,SH00002450,2026-07-04 15:32:17.740678416
RA_ORD000046044,ORD000046044,R_DS002_110,SH00002466,2026-07-04 15:32:22.369665109
RA_ORD000046037,ORD000046037,R_DS002_128,SH00002481,2026-07-04 15:32:24.363625406
RA_ORD000046053,ORD000046053,R_DS002_050,SH00002418,2026-07-04 15:32:39.697164366
RA_ORD000046035,ORD000046035,R_DS002_008,SH00002387,2026-07-04 15:33:16.400196016
RA_ORD000046059,ORD000046059,R_DS002_116,SH00002471,2026-07-04 15:33:28.799101301
RA_ORD000046019,ORD000046019,R_DS002_053,SH00002421,2026-07-04 15:34:12.782552528
RA_ORD000046063,ORD000046063,R_DS002_140,SH00002489,2026-07-04 15:35:10.249633717
RA_ORD000046049,ORD000046049,R_DS002_002,SH00002383,2026-07-04 15:35:27.021477356
RA_ORD000046072,ORD000046072,R_DS002_119,SH00002473,2026-07-04 15:36:09.196502224
RA_ORD000046071,ORD000046071,R_DS002_077,SH00002440,2026-07-04 15:36:34.090652177
RA_ORD000046051,ORD000046051,R_DS002_047,SH00002416,2026-07-04 15:36:52.311805574
RA_ORD000046094,ORD000046094,R_DS002_038,SH00002409,2026-07-04 15:37:20.690081420
RA_ORD000046098,ORD000046098,R_DS002_065,SH00002430,2026-07-04 15:37:25.465420786
RA_ORD000046097,ORD000046097,R_DS002_050,SH00002418,2026-07-04 15:38:12.104422348
RA_ORD000046050,ORD000046050,R_DS002_095,SH00002454,2026-07-04 15:38:19.474182819
RA_ORD000046092,ORD000046092,R_DS002_056,SH00002423,2026-07-04 15:38:29.564053737
RA_ORD000046058,ORD000046058,R_DS002_059,SH00002426,2026-07-04 15:39:27.256795053
RA_ORD000046056,ORD000046056,R_DS002_029,SH00002402,2026-07-04 15:39:40.808775606
RA_ORD000046081,ORD000046081,R_DS002_068,SH00002433,2026-07-04 15:40:21.101788334
RA_ORD000046039,ORD000046039,R_DS002_149,SH00002497,2026-07-04 15:41:28.174924129
RA_ORD000046032,ORD000046032,R_DS002_128,SH00002481,2026-07-04 15:41:44.078751045
RA_ORD000046018,ORD000046018,R_DS002_113,SH00002468,2026-07-04 15:42:21.788060051
RA_ORD000046078,ORD000046078,R_DS002_071,SH00002435,2026-07-04 15:42:28.883248944
RA_ORD000046085,ORD000046085,R_DS002_155,SH00002502,2026-07-04 15:43:22.025549610
RA_ORD000046084,ORD000046084,R_DS002_110,SH00002466,2026-07-04 15:43:46.357441150
RA_ORD000046042,ORD000046042,R_DS002_008,SH00002387,2026-07-04 15:43:58.133003788
RA_ORD000046074,ORD000046074,R_DS002_086,SH00002447,2026-07-04 15:44:26.817705912
RA_ORD000046068,ORD000046068,R_DS002_116,SH00002471,2026-07-04 15:45:14.040940949
RA_ORD000046069,ORD000046069,R_DS002_038,SH00002409,2026-07-04 15:45:33.780942854
RA_ORD000046095,ORD000046095,R_DS002_089,SH00002450,2026-07-04 15:45:37.989980038
RA_ORD000046080,ORD000046080,R_DS002_011,SH00002390,2026-07-04 15:46:08.665891067
RA_ORD000046025,ORD000046025,R_DS002_065,SH00002430,2026-07-04 15:46:32.408547196
RA_ORD000046086,ORD000046086,R_DS002_032,SH00002405,2026-07-04 15:46:37.841436444
RA_ORD000046076,ORD000046076,R_DS002_029,SH00002402,2026-07-04 15:47:08.994355512
RA_ORD000046083,ORD000046083,R_DS002_101,SH00002459,2026-07-04 15:47:36.656291492
RA_ORD000046087,ORD000046087,R_DS002_077,SH00002440,2026-07-04 15:50:00.503587495
RA_ORD000046031,ORD000046031,R_DS002_071,SH00002435,2026-07-04 15:50:14.165823030
RA_ORD000046066,ORD000046066,R_DS002_140,SH00002489,2026-07-04 15:50:25.348554811
RA_ORD000046077,ORD000046077,R_DS002_002,SH00002383,2026-07-04 15:50:59.170603105
RA_ORD000046047,ORD000046047,R_DS002_059,SH00002426,2026-07-04 15:51:09.370718539
RA_ORD000046062,ORD000046062,R_DS002_068,SH00002433,2026-07-04 15:51:10.353129334
RA_ORD000046075,ORD000046075,R_DS002_053,SH00002421,2026-07-04 15:51:19.336362233
RA_ORD000046073,ORD000046073,R_DS002_095,SH00002454,2026-07-04 15:51:36.039310491
RA_ORD000046099,ORD000046099,R_DS002_047,SH00002416,2026-07-04 15:51:37.098297529
RA_ORD000046017,ORD000046017,R_DS002_119,SH00002473,2026-07-04 15:51:54.499141598
RA_ORD000046064,ORD000046064,R_DS002_056,SH00002423,2026-07-04 15:52:09.693359724
RA_ORD000046033,ORD000046033,R_DS002_089,SH00002450,2026-07-04 15:52:56.732550502
RA_ORD000046061,ORD000046061,R_DS002_038,SH00002409,2026-07-04 15:53:57.813693992
RA_ORD000046164,ORD000046164,R_DS002_050,SH00002418,2026-07-04 15:54:57.883587505
RA_ORD000046110,ORD000046110,R_DS002_059,SH00002426,2026-07-04 15:55:14.790698102
RA_ORD000046134,ORD000046134,R_DS002_128,SH00002481,2026-07-04 15:55:29.747852011
RA_ORD000046139,ORD000046139,R_DS002_008,SH00002387,2026-07-04 15:55:34.314637887
RA_ORD000046136,ORD000046136,R_DS002_149,SH00002497,2026-07-04 15:56:15.272988443
RA_ORD000046107,ORD000046107,R_DS002_155,SH00002502,2026-07-04 15:56:54.150895907
RA_ORD000046144,ORD000046144,R_DS002_101,SH00002459,2026-07-04 15:57:24.844683042
RA_ORD000046137,ORD000046137,R_DS002_116,SH00002471,2026-07-04 15:58:29.753977773
RA_ORD000046148,ORD000046148,R_DS002_029,SH00002402,2026-07-04 15:58:41.650932665
RA_ORD000046143,ORD000046143,R_DS002_071,SH00002435,2026-07-04 15:59:30.349055108
RA_ORD000046166,ORD000046166,R_DS002_003,SH00002384,2026-07-04 16:00:00.000000000
RA_ORD000046159,ORD000046159,R_DS002_009,SH00002388,2026-07-04 16:00:00.000000000
RA_ORD000046127,ORD000046127,R_DS002_012,SH00002391,2026-07-04 16:00:00.000000000
RA_ORD000046112,ORD000046112,R_DS002_015,SH00002392,2026-07-04 16:00:00.000000000
RA_ORD000046149,ORD000046149,R_DS002_021,SH00002396,2026-07-04 16:00:00.000000000
RA_ORD000046113,ORD000046113,R_DS002_024,SH00002399,2026-07-04 16:00:00.000000000
RA_ORD000046153,ORD000046153,R_DS002_030,SH00002403,2026-07-04 16:00:00.000000000
RA_ORD000046162,ORD000046162,R_DS002_036,SH00002407,2026-07-04 16:00:00.000000000
RA_ORD000046154,ORD000046154,R_DS002_039,SH00002410,2026-07-04 16:00:00.000000000
RA_ORD000046135,ORD000046135,R_DS002_042,SH00002412,2026-07-04 16:00:00.000000000
RA_ORD000046119,ORD000046119,R_DS002_051,SH00002419,2026-07-04 16:00:00.000000000
RA_ORD000046142,ORD000046142,R_DS002_054,SH00002422,2026-07-04 16:00:00.000000000
RA_ORD000046158,ORD000046158,R_DS002_057,SH00002424,2026-07-04 16:00:00.000000000
RA_ORD000046161,ORD000046161,R_DS002_060,SH00002427,2026-07-04 16:00:00.000000000
RA_ORD000046124,ORD000046124,R_DS002_066,SH00002431,2026-07-04 16:00:00.000000000
RA_ORD000046130,ORD000046130,R_DS002_072,SH00002436,2026-07-04 16:00:00.000000000
RA_ORD000046111,ORD000046111,R_DS002_078,SH00002441,2026-07-04 16:00:00.000000000
RA_ORD000046152,ORD000046152,R_DS002_081,SH00002443,2026-07-04 16:00:00.000000000
RA_ORD000046169,ORD000046169,R_DS002_084,SH00002445,2026-07-04 16:00:00.000000000
RA_ORD000046155,ORD000046155,R_DS002_093,SH00002452,2026-07-04 16:00:00.000000000
RA_ORD000046146,ORD000046146,R_DS002_096,SH00002455,2026-07-04 16:00:00.000000000
RA_ORD000046174,ORD000046174,R_DS002_099,SH00002457,2026-07-04 16:00:00.000000000
RA_ORD000046141,ORD000046141,R_DS002_102,SH00002460,2026-07-04 16:00:00.000000000
RA_ORD000046103,ORD000046103,R_DS002_114,SH00002469,2026-07-04 16:00:00.000000000
RA_ORD000046168,ORD000046168,R_DS002_120,SH00002474,2026-07-04 16:00:00.000000000
RA_ORD000046132,ORD000046132,R_DS002_123,SH00002477,2026-07-04 16:00:00.000000000
RA_ORD000046167,ORD000046167,R_DS002_126,SH00002479,2026-07-04 16:00:00.000000000
RA_ORD000046118,ORD000046118,R_DS002_135,SH00002485,2026-07-04 16:00:00.000000000
RA_ORD000046160,ORD000046160,R_DS002_138,SH00002488,2026-07-04 16:00:00.000000000
RA_ORD000046120,ORD000046120,R_DS002_141,SH00002490,2026-07-04 16:00:00.000000000
RA_ORD000046157,ORD000046157,R_DS002_144,SH00002493,2026-07-04 16:00:00.000000000
RA_ORD000046129,ORD000046129,R_DS002_147,SH00002495,2026-07-04 16:00:00.000000000
RA_ORD000046171,ORD000046171,R_DS002_150,SH00002498,2026-07-04 16:00:00.000000000
RA_ORD000046131,ORD000046131,R_DS002_089,SH00002450,2026-07-04 16:00:05.166452887
RA_ORD000046145,ORD000046145,R_DS002_113,SH00002468,2026-07-04 16:00:41.576962158
RA_ORD000046170,ORD000046170,R_DS002_011,SH00002390,2026-07-04 16:01:05.520481038
RA_ORD000046125,ORD000046125,R_DS002_110,SH00002466,2026-07-04 16:01:17.721371085
RA_ORD000046165,ORD000046165,R_DS002_086,SH00002447,2026-07-04 16:01:22.922336793
RA_ORD000046151,ORD000046151,R_DS002_065,SH00002430,2026-07-04 16:01:54.469500852
RA_ORD000046172,ORD000046172,R_DS002_056,SH00002423,2026-07-04 16:02:19.192318038
RA_ORD000046106,ORD000046106,R_DS002_068,SH00002433,2026-07-04 16:02:55.017818931
RA_ORD000046108,ORD000046108,R_DS002_095,SH00002454,2026-07-04 16:04:13.717455257
RA_ORD000046126,ORD000046126,R_DS002_140,SH00002489,2026-07-04 16:04:45.046107065
RA_ORD000046104,ORD000046104,R_DS002_032,SH00002405,2026-07-04 16:04:47.302686995
RA_ORD000046140,ORD000046140,R_DS002_119,SH00002473,2026-07-04 16:04:57.161919482
RA_ORD000046163,ORD000046163,R_DS002_047,SH00002416,2026-07-04 16:05:03.754359803
RA_ORD000046115,ORD000046115,R_DS002_050,SH00002418,2026-07-04 16:05:57.951532030
RA_ORD000046123,ORD000046123,R_DS002_128,SH00002481,2026-07-04 16:06:16.140787641
RA_ORD000046116,ORD000046116,R_DS002_042,SH00002412,2026-07-04 16:07:00.187565627
RA_ORD000046117,ORD000046117,R_DS002_038,SH00002409,2026-07-04 16:07:03.832989393
RA_ORD000046128,ORD000046128,R_DS002_120,SH00002474,2026-07-04 16:07:08.602470167
RA_ORD000046121,ORD000046121,R_DS002_002,SH00002383,2026-07-04 16:07:11.919942364
RA_ORD000046138,ORD000046138,R_DS002_116,SH00002471,2026-07-04 16:07:21.054336482
RA_ORD000046105,ORD000046105,R_DS002_077,SH00002440,2026-07-04 16:07:35.893516694
RA_ORD000046122,ORD000046122,R_DS002_053,SH00002421,2026-07-04 16:07:50.233045651
RA_ORD000046109,ORD000046109,R_DS002_155,SH00002502,2026-07-04 16:08:11.560248209
RA_ORD000046150,ORD000046150,R_DS002_051,SH00002419,2026-07-04 16:08:28.557643187
RA_ORD000046114,ORD000046114,R_DS002_066,SH00002431,2026-07-04 16:08:29.884133846
RA_ORD000046156,ORD000046156,R_DS002_029,SH00002402,2026-07-04 16:08:59.408921609
RA_ORD000046147,ORD000046147,R_DS002_059,SH00002426,2026-07-04 16:09:06.919133359
RA_ORD000046173,ORD000046173,R_DS002_015,SH00002392,2026-07-04 16:09:15.088665070
RA_ORD000046133,ORD000046133,R_DS002_101,SH00002459,2026-07-04 16:09:22.212346602
RA_ORD000046232,ORD000046232,R_DS002_147,SH00002495,2026-07-04 16:10:16.231136643
RA_ORD000046181,ORD000046181,R_DS002_149,SH00002497,2026-07-04 16:10:18.383536628
RA_ORD000046225,ORD000046225,R_DS002_008,SH00002387,2026-07-04 16:10:29.184357196
RA_ORD000046186,ORD000046186,R_DS002_024,SH00002399,2026-07-04 16:10:42.128151278
RA_ORD000046208,ORD000046208,R_DS002_071,SH00002435,2026-07-04 16:11:07.095572102
RA_ORD000046198,ORD000046198,R_DS002_144,SH00002493,2026-07-04 16:11:25.300933808
RA_ORD000046199,ORD000046199,R_DS002_126,SH00002479,2026-07-04 16:11:33.843480415
RA_ORD000046238,ORD000046238,R_DS002_141,SH00002490,2026-07-04 16:12:04.856675288
RA_ORD000046245,ORD000046245,R_DS002_032,SH00002405,2026-07-04 16:12:17.442602173
RA_ORD000046221,ORD000046221,R_DS002_081,SH00002443,2026-07-04 16:12:17.722279683
RA_ORD000046237,ORD000046237,R_DS002_114,SH00002469,2026-07-04 16:12:25.710211304
RA_ORD000046226,ORD000046226,R_DS002_078,SH00002441,2026-07-04 16:12:33.119946011
RA_ORD000046176,ORD000046176,R_DS002_012,SH00002391,2026-07-04 16:12:35.725175777
RA_ORD000046240,ORD000046240,R_DS002_089,SH00002450,2026-07-04 16:12:36.429541163
RA_ORD000046210,ORD000046210,R_DS002_057,SH00002424,2026-07-04 16:12:39.529835287
RA_ORD000046223,ORD000046223,R_DS002_030,SH00002403,2026-07-04 16:12:55.865316631
RA_ORD000046222,ORD000046222,R_DS002_053,SH00002421,2026-07-04 16:12:57.696840153
RA_ORD000046235,ORD000046235,R_DS002_150,SH00002498,2026-07-04 16:12:59.047863907
RA_ORD000046187,ORD000046187,R_DS002_093,SH00002452,2026-07-04 16:12:59.613665966
RA_ORD000046239,ORD000046239,R_DS002_065,SH00002430,2026-07-04 16:13:04.173814592
RA_ORD000046175,ORD000046175,R_DS002_072,SH00002436,2026-07-04 16:13:13.882853125
RA_ORD000046189,ORD000046189,R_DS002_135,SH00002485,2026-07-04 16:13:24.948406284
RA_ORD000046206,ORD000046206,R_DS002_099,SH00002457,2026-07-04 16:13:32.794543645
RA_ORD000046217,ORD000046217,R_DS002_021,SH00002396,2026-07-04 16:13:51.055031456
RA_ORD000046190,ORD000046190,R_DS002_054,SH00002422,2026-07-04 16:13:57.798262047
RA_ORD000046205,ORD000046205,R_DS002_045,SH00002414,2026-07-04 16:14:00.000000000
RA_ORD000046219,ORD000046219,R_DS002_036,SH00002407,2026-07-04 16:14:13.442291706
RA_ORD000046216,ORD000046216,R_DS002_138,SH00002488,2026-07-04 16:14:22.698018283
RA_ORD000046242,ORD000046242,R_DS002_123,SH00002477,2026-07-04 16:14:40.557751853
RA_ORD000046202,ORD000046202,R_DS002_056,SH00002423,2026-07-04 16:14:43.632940267
RA_ORD000046228,ORD000046228,R_DS002_039,SH00002410,2026-07-04 16:14:49.228947400
RA_ORD000046192,ORD000046192,R_DS002_102,SH00002460,2026-07-04 16:14:55.546781587
RA_ORD000046231,ORD000046231,R_DS002_110,SH00002466,2026-07-04 16:15:11.434776425
RA_ORD000046213,ORD000046213,R_DS002_101,SH00002459,2026-07-04 16:15:14.148716479
RA_ORD000046188,ORD000046188,R_DS002_095,SH00002454,2026-07-04 16:15:20.234528643
RA_ORD000046209,ORD000046209,R_DS002_068,SH00002433,2026-07-04 16:15:39.841135608
RA_ORD000046233,ORD000046233,R_DS002_060,SH00002427,2026-07-04 16:15:44.357341826
RA_ORD000046214,ORD000046214,R_DS002_008,SH00002387,2026-07-04 16:16:01.680578189
RA_ORD000046191,ORD000046191,R_DS002_113,SH00002468,2026-07-04 16:16:08.981212349
RA_ORD000046195,ORD000046195,R_DS002_128,SH00002481,2026-07-04 16:16:11.096172794
RA_ORD000046234,ORD000046234,R_DS002_086,SH00002447,2026-07-04 16:17:09.846634717
RA_ORD000046230,ORD000046230,R_DS002_119,SH00002473,2026-07-04 16:17:37.551930060
RA_ORD000046178,ORD000046178,R_DS002_144,SH00002493,2026-07-04 16:17:40.085812565
RA_ORD000046229,ORD000046229,R_DS002_050,SH00002418,2026-07-04 16:17:40.352044980
RA_ORD000046224,ORD000046224,R_DS002_155,SH00002502,2026-07-04 16:18:01.274034913
RA_ORD000046207,ORD000046207,R_DS002_120,SH00002474,2026-07-04 16:18:01.640354007
RA_ORD000046204,ORD000046204,R_DS002_009,SH00002388,2026-07-04 16:18:17.475529482
RA_ORD000046203,ORD000046203,R_DS002_140,SH00002489,2026-07-04 16:18:21.103283957
RA_ORD000046182,ORD000046182,R_DS002_084,SH00002445,2026-07-04 16:18:33.283027984
RA_ORD000046243,ORD000046243,R_DS002_047,SH00002416,2026-07-04 16:18:47.159544349
RA_ORD000046184,ORD000046184,R_DS002_059,SH00002426,2026-07-04 16:18:50.193478156
RA_ORD000046241,ORD000046241,R_DS002_011,SH00002390,2026-07-04 16:19:14.230769059
RA_ORD000046194,ORD000046194,R_DS002_024,SH00002399,2026-07-04 16:19:22.757058979
RA_ORD000046201,ORD000046201,R_DS002_089,SH00002450,2026-07-04 16:19:28.496458155
RA_ORD000046211,ORD000046211,R_DS002_045,SH00002414,2026-07-04 16:20:14.373073500
RA_ORD000046200,ORD000046200,R_DS002_054,SH00002422,2026-07-04 16:20:16.925043549
RA_ORD000046183,ORD000046183,R_DS002_077,SH00002440,2026-07-04 16:20:22.690417273
RA_ORD000046196,ORD000046196,R_DS002_141,SH00002490,2026-07-04 16:21:20.666614734
RA_ORD000046215,ORD000046215,R_DS002_096,SH00002455,2026-07-04 16:21:27.997506179
RA_ORD000046179,ORD000046179,R_DS002_147,SH00002495,2026-07-04 16:21:55.625240161
RA_ORD000046177,ORD000046177,R_DS002_002,SH00002383,2026-07-04 16:22:20.596455957
RA_ORD000046244,ORD000046244,R_DS002_012,SH00002391,2026-07-04 16:22:33.535613392
RA_ORD000046193,ORD000046193,R_DS002_149,SH00002497,2026-07-04 16:22:33.541300996
RA_ORD000046236,ORD000046236,R_DS002_116,SH00002471,2026-07-04 16:22:35.364417992
RA_ORD000046180,ORD000046180,R_DS002_038,SH00002409,2026-07-04 16:23:02.578967564
RA_ORD000046197,ORD000046197,R_DS002_030,SH00002403,2026-07-04 16:23:14.845075908
RA_ORD000046220,ORD000046220,R_DS002_071,SH00002435,2026-07-04 16:23:54.205400168
RA_ORD000046185,ORD000046185,R_DS002_066,SH00002431,2026-07-04 16:24:08.699302601
RA_ORD000046218,ORD000046218,R_DS002_003,SH00002384,2026-07-04 16:24:18.724548496
RA_ORD000046212,ORD000046212,R_DS002_051,SH00002419,2026-07-04 16:24:24.074390306
RA_ORD000046227,ORD000046227,R_DS002_042,SH00002412,2026-07-04 16:24:30.766645379
RA_ORD000046287,ORD000046287,R_DS002_126,SH00002479,2026-07-04 16:24:33.104797242
RA_ORD000046285,ORD000046285,R_DS002_008,SH00002387,2026-07-04 16:24:44.204589666
RA_ORD000046259,ORD000046259,R_DS002_135,SH00002485,2026-07-04 16:25:18.581818025
RA_ORD000046305,ORD000046305,R_DS002_015,SH00002392,2026-07-04 16:25:34.945194006
RA_ORD000046276,ORD000046276,R_DS002_032,SH00002405,2026-07-04 16:25:47.932788208
RA_ORD000046302,ORD000046302,R_DS002_029,SH00002402,2026-07-04 16:26:05.947003856
RA_ORD000046255,ORD000046255,R_DS002_155,SH00002502,2026-07-04 16:26:20.563998814
RA_ORD000046301,ORD000046301,R_DS002_128,SH00002481,2026-07-04 16:26:38.066797048
RA_ORD000046307,ORD000046307,R_DS002_123,SH00002477,2026-07-04 16:26:38.167718968
RA_ORD000046310,ORD000046310,R_DS002_093,SH00002452,2026-07-04 16:26:51.414233826
RA_ORD000046284,ORD000046284,R_DS002_084,SH00002445,2026-07-04 16:26:51.487904760
RA_ORD000046275,ORD000046275,R_DS002_110,SH00002466,2026-07-04 16:27:07.858915382
RA_ORD000046273,ORD000046273,R_DS002_065,SH00002430,2026-07-04 16:27:23.566630161
RA_ORD000046289,ORD000046289,R_DS002_114,SH00002469,2026-07-04 16:27:30.061158786
RA_ORD000046254,ORD000046254,R_DS002_053,SH00002421,2026-07-04 16:27:40.811030820
RA_ORD000046304,ORD000046304,R_DS002_045,SH00002414,2026-07-04 16:27:43.989073680
RA_ORD000046267,ORD000046267,R_DS002_101,SH00002459,2026-07-04 16:28:15.871056019
RA_ORD000046300,ORD000046300,R_DS002_099,SH00002457,2026-07-04 16:28:20.635680610
RA_ORD000046252,ORD000046252,R_DS002_138,SH00002488,2026-07-04 16:28:34.617442759
RA_ORD000046313,ORD000046313,R_DS002_119,SH00002473,2026-07-04 16:28:38.282375620
RA_ORD000046298,ORD000046298,R_DS002_140,SH00002489,2026-07-04 16:28:38.730037445
RA_ORD000046266,ORD000046266,R_DS002_050,SH00002418,2026-07-04 16:28:53.105473629
RA_ORD000046311,ORD000046311,R_DS002_056,SH00002423,2026-07-04 16:28:54.785698562
RA_ORD000046246,ORD000046246,R_DS002_047,SH00002416,2026-07-04 16:29:02.760548034
RA_ORD000046262,ORD000046262,R_DS002_089,SH00002450,2026-07-04 16:29:14.589155113
RA_ORD000046288,ORD000046288,R_DS002_096,SH00002455,2026-07-04 16:29:16.534883515
RA_ORD000046265,ORD000046265,R_DS002_021,SH00002396,2026-07-04 16:29:29.668487128
RA_ORD000046297,ORD000046297,R_DS002_081,SH00002443,2026-07-04 16:30:01.321455244
RA_ORD000046268,ORD000046268,R_DS002_072,SH00002436,2026-07-04 16:30:14.247350528
RA_ORD000046250,ORD000046250,R_DS002_078,SH00002441,2026-07-04 16:30:42.432897956
RA_ORD000046270,ORD000046270,R_DS002_009,SH00002388,2026-07-04 16:30:43.646423344
RA_ORD000046314,ORD000046314,R_DS002_095,SH00002454,2026-07-04 16:30:48.787790391
RA_ORD000046294,ORD000046294,R_DS002_113,SH00002468,2026-07-04 16:30:54.501629751
RA_ORD000046295,ORD000046295,R_DS002_068,SH00002433,2026-07-04 16:30:55.641662686
RA_ORD000046306,ORD000046306,R_DS002_011,SH00002390,2026-07-04 16:31:01.406306007
RA_ORD000046249,ORD000046249,R_DS002_141,SH00002490,2026-07-04 16:31:17.041742634
RA_ORD000046279,ORD000046279,R_DS002_057,SH00002424,2026-07-04 16:31:24.598557193
RA_ORD000046264,ORD000046264,R_DS002_149,SH00002497,2026-07-04 16:31:36.901667056
RA_ORD000046272,ORD000046272,R_DS002_060,SH00002427,2026-07-04 16:31:49.146467268
RA_ORD000046256,ORD000046256,R_DS002_059,SH00002426,2026-07-04 16:31:55.820521246
RA_ORD000046296,ORD000046296,R_DS002_086,SH00002447,2026-07-04 16:31:56.418936007
RA_ORD000046248,ORD000046248,R_DS002_036,SH00002407,2026-07-04 16:32:00.523579535
RA_ORD000046280,ORD000046280,R_DS002_012,SH00002391,2026-07-04 16:32:01.054427943
RA_ORD000046309,ORD000046309,R_DS002_039,SH00002410,2026-07-04 16:32:21.214409027
RA_ORD000046269,ORD000046269,R_DS002_042,SH00002412,2026-07-04 16:32:59.159597513
RA_ORD000046308,ORD000046308,R_DS002_030,SH00002403,2026-07-04 16:33:00.890841021
RA_ORD000046278,ORD000046278,R_DS002_110,SH00002466,2026-07-04 16:33:11.151984593
RA_ORD000046260,ORD000046260,R_DS002_150,SH00002498,2026-07-04 16:33:13.794380830
RA_ORD000046312,ORD000046312,R_DS002_102,SH00002460,2026-07-04 16:33:20.212157058
RA_ORD000046286,ORD000046286,R_DS002_120,SH00002474,2026-07-04 16:33:32.160779662
RA_ORD000046283,ORD000046283,R_DS002_116,SH00002471,2026-07-04 16:34:06.443319288
RA_ORD000046292,ORD000046292,R_DS002_144,SH00002493,2026-07-04 16:34:36.933686553
RA_ORD000046253,ORD000046253,R_DS002_147,SH00002495,2026-07-04 16:34:37.642901910
RA_ORD000046271,ORD000046271,R_DS002_029,SH00002402,2026-07-04 16:34:38.260655751
RA_ORD000046247,ORD000046247,R_DS002_024,SH00002399,2026-07-04 16:35:11.137759320
RA_ORD000046293,ORD000046293,R_DS002_077,SH00002440,2026-07-04 16:36:38.919824896
RA_ORD000046263,ORD000046263,R_DS002_003,SH00002384,2026-07-04 16:36:50.566666703
RA_ORD000046299,ORD000046299,R_DS002_089,SH00002450,2026-07-04 16:37:08.916587980
RA_ORD000046257,ORD000046257,R_DS002_093,SH00002452,2026-07-04 16:37:09.969399009
RA_ORD000046261,ORD000046261,R_DS002_008,SH00002387,2026-07-04 16:37:10.455139645
RA_ORD000046290,ORD000046290,R_DS002_096,SH00002455,2026-07-04 16:37:33.180000549
RA_ORD000046281,ORD000046281,R_DS002_038,SH00002409,2026-07-04 16:37:35.593301565
RA_ORD000046258,ORD000046258,R_DS002_002,SH00002383,2026-07-04 16:37:37.338715035
RA_ORD000046251,ORD000046251,R_DS002_015,SH00002392,2026-07-04 16:37:38.772614331
RA_ORD000046277,ORD000046277,R_DS002_054,SH00002422,2026-07-04 16:37:52.296360768
RA_ORD000046282,ORD000046282,R_DS002_128,SH00002481,2026-07-04 16:37:55.184664841
RA_ORD000046291,ORD000046291,R_DS002_066,SH00002431,2026-07-04 16:37:58.246704515
RA_ORD000046274,ORD000046274,R_DS002_155,SH00002502,2026-07-04 16:38:25.428080023
RA_ORD000046303,ORD000046303,R_DS002_138,SH00002488,2026-07-04 16:38:33.869745282
RA_ORD000046327,ORD000046327,R_DS002_147,SH00002495,2026-07-04 16:39:16.094850419
RA_ORD000046348,ORD000046348,R_DS002_110,SH00002466,2026-07-04 16:39:48.913549715
RA_ORD000046360,ORD000046360,R_DS002_141,SH00002490,2026-07-04 16:39:51.387449835
RA_ORD000046318,ORD000046318,R_DS002_126,SH00002479,2026-07-04 16:39:57.215830776
RA_ORD000046324,ORD000046324,R_DS002_135,SH00002485,2026-07-04 16:40:33.067261960
RA_ORD000046350,ORD000046350,R_DS002_071,SH00002435,2026-07-04 16:40:38.809825762
RA_ORD000046322,ORD000046322,R_DS002_050,SH00002418,2026-07-04 16:40:42.553558759
RA_ORD000046352,ORD000046352,R_DS002_123,SH00002477,2026-07-04 16:40:53.182764659
RA_ORD000046316,ORD000046316,R_DS002_047,SH00002416,2026-07-04 16:41:05.060058080
RA_ORD000046319,ORD000046319,R_DS002_101,SH00002459,2026-07-04 16:41:12.859598450
RA_ORD000046315,ORD000046315,R_DS002_059,SH00002426,2026-07-04 16:41:13.131286316
RA_ORD000046362,ORD000046362,R_DS002_039,SH00002410,2026-07-04 16:41:16.584468388
RA_ORD000046323,ORD000046323,R_DS002_045,SH00002414,2026-07-04 16:41:41.574212568
RA_ORD000046338,ORD000046338,R_DS002_120,SH00002474,2026-07-04 16:42:18.759629715
RA_ORD000046339,ORD000046339,R_DS002_084,SH00002445,2026-07-04 16:42:23.664291875
RA_ORD000046325,ORD000046325,R_DS002_065,SH00002430,2026-07-04 16:42:29.882127752
RA_ORD000046357,ORD000046357,R_DS002_086,SH00002447,2026-07-04 16:42:30.248743345
RA_ORD000046329,ORD000046329,R_DS002_099,SH00002457,2026-07-04 16:42:40.241977098
RA_ORD000046351,ORD000046351,R_DS002_113,SH00002468,2026-07-04 16:42:57.075555369
RA_ORD000046334,ORD000046334,R_DS002_057,SH00002424,2026-07-04 16:43:18.600711105
