Issue_ID,Order_ID,Order_Item_ID,Store_ID,Product_ID,Issue_Type,Financial_Impact_INR,Probable_Process_Stage,Probable_Worker_ID,Root_Cause_Status,Resolution_Type
QI00001267,ORD000038614,ITEM0000143938,DS002,SKU0141,Missing Item,106.65,Inventory Accuracy / Putaway,P_DS002_030,Unconfirmed,Replacement
QI00001268,ORD000038615,ITEM0000143939,DS002,SKU0226,Damaged Item,45.28,Putaway / Picking Handling,,Unconfirmed,Refund
QI00001269,ORD000038670,ITEM0000144141,DS002,SKU0243,Damaged Item,191.05,Putaway / Picking Handling,,Unconfirmed,Refund
QI00001270,ORD000038696,ITEM0000144237,DS002,SKU0203,Missing Item,130.42,Inventory Accuracy / Putaway,P_DS002_012,Unconfirmed,Refund
QI00001271,ORD000038721,ITEM0000144330,DS002,SKU0191,Missing Item,1319.26,Inventory Accuracy / Putaway,P_DS002_012,Unconfirmed,Replacement
QI00001272,ORD000038725,ITEM0000144342,DS002,SKU0066,Missing Item,435.4,Inventory Accuracy / Putaway,P_DS002_033,Unconfirmed,Refund
QI00001273,ORD000038729,ITEM0000144358,DS002,SKU0282,Missing Item,482.72,Inventory Accuracy / Putaway,P_DS002_018,Unconfirmed,Refund
QI00001274,ORD000038776,ITEM0000144542,DS002,SKU0238,Missing Item,30.81,Inventory Accuracy / Putaway,P_DS002_027,Unconfirmed,Refund
QI00001275,ORD000038781,ITEM0000144556,DS002,SKU0028,Missing Item,828.34,Inventory Accuracy / Putaway,P_DS002_033,Unconfirmed,Replacement
QI00001276,ORD000038797,ITEM0000144610,DS002,SKU0038,Damaged Item,420.41,Putaway / Picking Handling,,Unconfirmed,Refund
QI00001277,ORD000038800,ITEM0000144625,DS002,SKU0141,Damaged Item,106.65,Putaway / Picking Handling,,Unconfirmed,Replacement
QI00001278,ORD000038819,ITEM0000144689,DS002,SKU0290,Wrong Item,832.96,Picking,P_DS002_012,Unconfirmed,Refund
QI00001279,ORD000038854,ITEM0000144823,DS002,SKU0160,Missing Item,215.8,Inventory Accuracy / Putaway,P_DS002_018,Unconfirmed,Refund
QI00001280,ORD000038888,ITEM0000144950,DS002,SKU0173,Missing Item,451.68,Inventory Accuracy / Putaway,P_DS002_027,Unconfirmed,Refund
QI00001281,ORD000038919,ITEM0000145074,DS002,SKU0085,Missing Item,469.4,Inventory Accuracy / Putaway,P_DS002_009,Unconfirmed,Refund
QI00001282,ORD000038927,ITEM0000145109,DS002,SKU0198,Missing Item,353.83,Inventory Accuracy / Putaway,P_DS002_027,Unconfirmed,Refund
QI00001283,ORD000038949,ITEM0000145190,DS002,SKU0109,Damaged Item,576.34,Putaway / Picking Handling,,Unconfirmed,Replacement
QI00001284,ORD000038967,ITEM0000145270,DS002,SKU0063,Missing Item,189.87,Inventory Accuracy / Putaway,P_DS002_033,Unconfirmed,Refund
QI00001285,ORD000038977,ITEM0000145307,DS002,SKU0117,Missing Item,85.32,Inventory Accuracy / Putaway,P_DS002_030,Unconfirmed,Refund
QI00001286,ORD000039000,ITEM0000145381,DS002,SKU0041,Wrong Item,95.3,Picking,P_DS002_027,Unconfirmed,Refund
QI00001287,ORD000039078,ITEM0000145674,DS002,SKU0105,Wrong Item,272.14,Shelf Placement / Picking Verification,P_DS002_027,Unconfirmed,Replacement
QI00001288,ORD000039089,ITEM0000145716,DS002,SKU0119,Missing Item,546.06,Inventory Accuracy / Putaway,P_DS002_012,Unconfirmed,Refund
QI00001289,ORD000039112,ITEM0000145802,DS002,SKU0115,Damaged Item,283.76,Putaway / Picking Handling,,Unconfirmed,Refund
QI00001290,ORD000039178,ITEM0000146042,DS002,SKU0114,Missing Item,116.74,Inventory Accuracy / Putaway,P_DS002_015,Unconfirmed,Refund
QI00001291,ORD000039187,ITEM0000146081,DS002,SKU0034,Damaged Item,251.6,Putaway / Picking Handling,,Unconfirmed,Refund
QI00001292,ORD000039197,ITEM0000146121,DS002,SKU0249,Wrong Item,978.52,Picking,P_DS002_033,Unconfirmed,Refund
QI00001293,ORD000039199,ITEM0000146131,DS002,SKU0085,Missing Item,938.8,Inventory Accuracy / Putaway,P_DS002_009,Unconfirmed,Replacement
QI00001294,ORD000039208,ITEM0000146166,DS002,SKU0022,Missing Item,446.03,Inventory Accuracy / Putaway,P_DS002_009,Unconfirmed,Refund
QI00001295,ORD000039217,ITEM0000146204,DS002,SKU0018,Damaged Item,584.08,Putaway / Picking Handling,,Unconfirmed,Refund
QI00001296,ORD000039231,ITEM0000146271,DS002,SKU0274,Missing Item,382.26,Inventory Accuracy / Putaway,P_DS002_012,Unconfirmed,Refund
QI00001297,ORD000039247,ITEM0000146333,DS002,SKU0102,Missing Item,107.01,Inventory Accuracy / Putaway,P_DS002_033,Unconfirmed,Refund
QI00001298,ORD000039253,ITEM0000146354,DS002,SKU0209,Missing Item,102.71,Inventory Accuracy / Putaway,P_DS002_018,Unconfirmed,Refund
QI00001299,ORD000039257,ITEM0000146378,DS002,SKU0043,Missing Item,221.22,Inventory Accuracy / Putaway,P_DS002_033,Unconfirmed,Replacement
QI00001300,ORD000039259,ITEM0000146383,DS002,SKU0057,Missing Item,458.0,Inventory Accuracy / Putaway,P_DS002_015,Unconfirmed,Replacement
QI00001301,ORD000039276,ITEM0000146458,DS002,SKU0085,Missing Item,469.4,Inventory Accuracy / Putaway,P_DS002_018,Unconfirmed,Refund
QI00001302,ORD000039289,ITEM0000146514,DS002,SKU0090,Missing Item,260.5,Inventory Accuracy / Putaway,P_DS002_012,Unconfirmed,Refund
QI00001303,ORD000039290,ITEM0000146518,DS002,SKU0236,Damaged Item,277.44,Putaway / Picking Handling,,Unconfirmed,Replacement
QI00001304,ORD000039311,ITEM0000146589,DS002,SKU0041,Wrong Item,190.6,Picking,P_DS002_018,Unconfirmed,Refund
QI00001305,ORD000039337,ITEM0000146682,DS002,SKU0002,Wrong Item,130.58,Picking,P_DS002_018,Unconfirmed,Refund
QI00001306,ORD000039382,ITEM0000146841,DS002,SKU0287,Missing Item,193.29,Inventory Accuracy / Putaway,P_DS002_015,Unconfirmed,Refund
QI00001307,ORD000039397,ITEM0000146899,DS002,SKU0045,Damaged Item,364.24,Putaway / Picking Handling,,Unconfirmed,Replacement
QI00001308,ORD000039447,ITEM0000147069,DS002,SKU0158,Missing Item,145.24,Inventory Accuracy / Putaway,P_DS002_033,Unconfirmed,Refund
QI00001309,ORD000039525,ITEM0000147373,DS002,SKU0173,Missing Item,225.84,Inventory Accuracy / Putaway,P_DS002_009,Unconfirmed,Replacement
QI00001310,ORD000039532,ITEM0000147401,DS002,SKU0065,Wrong Item,21.72,Picking,P_DS002_030,Unconfirmed,Refund
QI00001311,ORD000039539,ITEM0000147424,DS002,SKU0023,Damaged Item,166.93,Putaway / Picking Handling,,Unconfirmed,Replacement
QI00001312,ORD000039568,ITEM0000147525,DS002,SKU0173,Missing Item,225.84,Inventory Accuracy / Putaway,P_DS002_027,Unconfirmed,Replacement
QI00001313,ORD000039594,ITEM0000147622,DS002,SKU0152,Wrong Item,1212.82,Picking,P_DS002_012,Unconfirmed,Replacement
QI00001314,ORD000039636,ITEM0000147786,DS002,SKU0249,Missing Item,978.52,Inventory Accuracy / Putaway,P_DS002_010,Unconfirmed,Replacement
QI00001315,ORD000039657,ITEM0000147855,DS002,SKU0031,Wrong Item,397.46,Picking,P_DS002_016,Unconfirmed,Refund
QI00001316,ORD000039663,ITEM0000147869,DS002,SKU0226,Missing Item,45.28,Inventory Accuracy / Putaway,P_DS002_019,Unconfirmed,Replacement
QI00001317,ORD000039664,ITEM0000147874,DS002,SKU0190,Missing Item,229.14,Inventory Accuracy / Putaway,P_DS002_019,Unconfirmed,Refund
QI00001318,ORD000039668,ITEM0000147892,DS002,SKU0011,Missing Item,85.7,Inventory Accuracy / Putaway,P_DS002_019,Unconfirmed,Refund
QI00001319,ORD000039678,ITEM0000147935,DS002,SKU0294,Missing Item,218.92,Inventory Accuracy / Putaway,P_DS002_028,Unconfirmed,Refund
QI00001320,ORD000039686,ITEM0000147964,DS002,SKU0141,Missing Item,106.65,Inventory Accuracy / Putaway,P_DS002_031,Unconfirmed,Replacement
QI00001321,ORD000039752,ITEM0000148198,DS002,SKU0022,Wrong Item,892.06,Picking,P_DS002_016,Unconfirmed,Refund
QI00001322,ORD000039766,ITEM0000148257,DS002,SKU0109,Damaged Item,1729.02,Putaway / Picking Handling,,Unconfirmed,Replacement
QI00001323,ORD000039772,ITEM0000148281,DS002,SKU0294,Missing Item,109.46,Inventory Accuracy / Putaway,P_DS002_013,Unconfirmed,Refund
QI00001324,ORD000039779,ITEM0000148316,DS002,SKU0063,Missing Item,189.87,Inventory Accuracy / Putaway,P_DS002_019,Unconfirmed,Refund
QI00001325,ORD000039790,ITEM0000148358,DS002,SKU0125,Damaged Item,109.95,Putaway / Picking Handling,,Unconfirmed,Replacement
QI00001326,ORD000039869,ITEM0000148655,DS002,SKU0024,Wrong Item,370.06,Picking,P_DS002_028,Unconfirmed,Replacement
QI00001327,ORD000039884,ITEM0000148722,DS002,SKU0148,Wrong Item,694.64,Picking,P_DS002_013,Unconfirmed,Refund
QI00001328,ORD000039899,ITEM0000148790,DS002,SKU0277,Missing Item,372.81,Inventory Accuracy / Putaway,P_DS002_013,Unconfirmed,Refund
QI00001329,ORD000039904,ITEM0000148805,DS002,SKU0231,Wrong Item,69.12,Picking,P_DS002_022,Unconfirmed,Refund
QI00001330,ORD000039931,ITEM0000148917,DS002,SKU0166,Missing Item,493.94,Inventory Accuracy / Putaway,P_DS002_020,Unconfirmed,Replacement
QI00001331,ORD000039965,ITEM0000149040,DS002,SKU0178,Missing Item,125.09,Inventory Accuracy / Putaway,P_DS002_005,Unconfirmed,Replacement
QI00001332,ORD000039973,ITEM0000149067,DS002,SKU0246,Missing Item,192.63,Inventory Accuracy / Putaway,P_DS002_002,Unconfirmed,Replacement
QI00001333,ORD000039997,ITEM0000149160,DS002,SKU0106,Missing Item,232.87,Inventory Accuracy / Putaway,P_DS002_008,Unconfirmed,Refund
QI00001334,ORD000039998,ITEM0000149163,DS002,SKU0065,Wrong Item,43.44,Picking,P_DS002_023,Unconfirmed,Replacement
QI00001335,ORD000040022,ITEM0000149256,DS002,SKU0076,Damaged Item,267.05,Putaway / Picking Handling,,Unconfirmed,Refund
QI00001336,ORD000040036,ITEM0000149306,DS002,SKU0122,Missing Item,260.05,Inventory Accuracy / Putaway,P_DS002_005,Unconfirmed,Replacement
QI00001337,ORD000040049,ITEM0000149357,DS002,SKU0278,Missing Item,449.76,Inventory Accuracy / Putaway,P_DS002_014,Unconfirmed,Refund
QI00001338,ORD000040059,ITEM0000149399,DS002,SKU0109,Damaged Item,1152.68,Rider Handling / Last Mile,,Unconfirmed,Replacement
QI00001339,ORD000040181,ITEM0000149826,DS002,SKU0022,Missing Item,892.06,Inventory Accuracy / Putaway,P_DS002_002,Unconfirmed,Refund
QI00001340,ORD000040201,ITEM0000149893,DS002,SKU0028,Wrong Item,414.17,Shelf Placement / Picking Verification,P_DS002_008,Unconfirmed,Refund
QI00001341,ORD000040208,ITEM0000149918,DS002,SKU0269,Wrong Item,399.24,Picking,P_DS002_029,Unconfirmed,Replacement
QI00001342,ORD000040270,ITEM0000150152,DS002,SKU0010,Missing Item,154.59,Inventory Accuracy / Putaway,P_DS002_017,Unconfirmed,Replacement
QI00001343,ORD000040333,ITEM0000150387,DS002,SKU0185,Wrong Item,98.45,Shelf Placement / Picking Verification,P_DS002_026,Unconfirmed,Refund
QI00001344,ORD000040344,ITEM0000150425,DS002,SKU0201,Missing Item,81.18,Inventory Accuracy / Putaway,P_DS002_008,Unconfirmed,Replacement
QI00001345,ORD000040345,ITEM0000150428,DS002,SKU0006,Wrong Item,160.4,Shelf Placement / Picking Verification,P_DS002_002,Unconfirmed,Replacement
QI00001346,ORD000040352,ITEM0000150461,DS002,SKU0130,Missing Item,44.48,Inventory Accuracy / Putaway,P_DS002_026,Unconfirmed,Refund
QI00001347,ORD000040382,ITEM0000150571,DS002,SKU0202,Damaged Item,388.42,Putaway / Picking Handling,,Unconfirmed,Refund
QI00001348,ORD000040388,ITEM0000150601,DS002,SKU0160,Wrong Item,431.6,Shelf Placement / Picking Verification,P_DS002_020,Unconfirmed,Replacement
QI00001349,ORD000040394,ITEM0000150619,DS002,SKU0119,Damaged Item,364.04,Putaway / Picking Handling,,Unconfirmed,Replacement
QI00001350,ORD000040426,ITEM0000150738,DS002,SKU0001,Missing Item,647.06,Inventory Accuracy / Putaway,P_DS002_008,Unconfirmed,Replacement
QI00001351,ORD000040431,ITEM0000150758,DS002,SKU0197,Missing Item,260.58,Inventory Accuracy / Putaway,P_DS002_002,Unconfirmed,Refund
QI00001352,ORD000040454,ITEM0000150849,DS002,SKU0275,Missing Item,44.18,Inventory Accuracy / Putaway,P_DS002_008,Unconfirmed,Refund
QI00001353,ORD000040457,ITEM0000150861,DS002,SKU0070,Missing Item,78.06,Inventory Accuracy / Putaway,P_DS002_026,Unconfirmed,Refund
QI00001354,ORD000040474,ITEM0000150927,DS002,SKU0158,Missing Item,290.48,Inventory Accuracy / Putaway,P_DS002_017,Unconfirmed,Replacement
QI00001355,ORD000040479,ITEM0000150943,DS002,SKU0152,Missing Item,1212.82,Inventory Accuracy / Putaway,P_DS002_029,Unconfirmed,Refund
QI00001356,ORD000040557,ITEM0000151227,DS002,SKU0038,Wrong Item,840.82,Picking,P_DS002_014,Unconfirmed,Refund
QI00001357,ORD000040560,ITEM0000151238,DS002,SKU0278,Missing Item,224.88,Inventory Accuracy / Putaway,P_DS002_002,Unconfirmed,Replacement
QI00001358,ORD000040570,ITEM0000151269,DS002,SKU0178,Missing Item,125.09,Inventory Accuracy / Putaway,P_DS002_014,Unconfirmed,Refund
QI00001359,ORD000040609,ITEM0000151411,DS002,SKU0114,Missing Item,116.74,Inventory Accuracy / Putaway,P_DS002_008,Unconfirmed,Refund
QI00001360,ORD000040612,ITEM0000151424,DS002,SKU0166,Missing Item,493.94,Inventory Accuracy / Putaway,P_DS002_020,Unconfirmed,Refund
QI00001361,ORD000040623,ITEM0000151473,DS002,SKU0154,Missing Item,456.23,Inventory Accuracy / Putaway,P_DS002_026,Unconfirmed,Refund
QI00001362,ORD000040626,ITEM0000151485,DS002,SKU0102,Missing Item,107.01,Inventory Accuracy / Putaway,P_DS002_014,Unconfirmed,Refund
QI00001363,ORD000040639,ITEM0000151533,DS002,SKU0007,Missing Item,83.08,Inventory Accuracy / Putaway,P_DS002_026,Unconfirmed,Refund
QI00001364,ORD000040702,ITEM0000151757,DS002,SKU0208,Damaged Item,40.91,Putaway / Picking Handling,,Unconfirmed,Refund
QI00001365,ORD000040739,ITEM0000151893,DS002,SKU0224,Wrong Item,668.06,Picking,P_DS002_008,Unconfirmed,Refund
QI00001366,ORD000040820,ITEM0000152208,DS002,SKU0070,Damaged Item,156.12,Rider Handling / Last Mile,,Unconfirmed,Refund
QI00001367,ORD000040828,ITEM0000152241,DS002,SKU0141,Missing Item,106.65,Inventory Accuracy / Putaway,P_DS002_021,Unconfirmed,Refund
QI00001368,ORD000040838,ITEM0000152278,DS002,SKU0290,Missing Item,416.48,Inventory Accuracy / Putaway,P_DS002_030,Unconfirmed,Refund
QI00001369,ORD000040870,ITEM0000152387,DS002,SKU0193,Missing Item,323.59,Inventory Accuracy / Putaway,P_DS002_015,Unconfirmed,Replacement
QI00001370,ORD000040904,ITEM0000152496,DS002,SKU0130,Missing Item,44.48,Inventory Accuracy / Putaway,P_DS002_033,Unconfirmed,Refund
QI00001371,ORD000040914,ITEM0000152528,DS002,SKU0148,Missing Item,694.64,Inventory Accuracy / Putaway,P_DS002_015,Unconfirmed,Refund
QI00001372,ORD000040915,ITEM0000152531,DS002,SKU0180,Missing Item,74.68,Inventory Accuracy / Putaway,P_DS002_024,Unconfirmed,Refund
QI00001373,ORD000040966,ITEM0000152719,DS002,SKU0022,Wrong Item,892.06,Picking,P_DS002_021,Unconfirmed,Refund
QI00001374,ORD000040967,ITEM0000152722,DS002,SKU0045,Missing Item,182.12,Inventory Accuracy / Putaway,P_DS002_027,Unconfirmed,Refund
QI00001375,ORD000040976,ITEM0000152751,DS002,SKU0160,Missing Item,215.8,Inventory Accuracy / Putaway,P_DS002_018,Unconfirmed,Replacement
QI00001376,ORD000041000,ITEM0000152850,DS002,SKU0152,Missing Item,606.41,Inventory Accuracy / Putaway,P_DS002_027,Unconfirmed,Replacement
QI00001377,ORD000041004,ITEM0000152860,DS002,SKU0142,Damaged Item,108.46,Putaway / Picking Handling,,Unconfirmed,Refund
QI00001378,ORD000041013,ITEM0000152896,DS002,SKU0051,Missing Item,25.15,Inventory Accuracy / Putaway,P_DS002_015,Unconfirmed,Replacement
QI00001379,ORD000041021,ITEM0000152926,DS002,SKU0005,Missing Item,321.98,Inventory Accuracy / Putaway,P_DS002_012,Unconfirmed,Refund
QI00001380,ORD000041025,ITEM0000152945,DS002,SKU0143,Wrong Item,201.68,Shelf Placement / Picking Verification,P_DS002_012,Unconfirmed,Refund
QI00001381,ORD000041026,ITEM0000152950,DS002,SKU0013,Wrong Item,573.06,Shelf Placement / Picking Verification,P_DS002_009,Unconfirmed,Refund
QI00001382,ORD000041037,ITEM0000152994,DS002,SKU0114,Missing Item,233.48,Inventory Accuracy / Putaway,P_DS002_025,Unconfirmed,Refund
QI00001383,ORD000041057,ITEM0000153072,DS002,SKU0287,Missing Item,193.29,Inventory Accuracy / Putaway,P_DS002_018,Unconfirmed,Refund
QI00001384,ORD000041070,ITEM0000153120,DS002,SKU0298,Wrong Item,237.66,Shelf Placement / Picking Verification,P_DS002_025,Unconfirmed,Refund
QI00001385,ORD000041079,ITEM0000153156,DS002,SKU0161,Missing Item,718.9,Inventory Accuracy / Putaway,P_DS002_024,Unconfirmed,Refund
QI00001386,ORD000041103,ITEM0000153254,DS002,SKU0147,Missing Item,158.98,Inventory Accuracy / Putaway,P_DS002_015,Unconfirmed,Refund
QI00001387,ORD000041182,ITEM0000153530,DS002,SKU0160,Missing Item,215.8,Inventory Accuracy / Putaway,P_DS002_030,Unconfirmed,Replacement
QI00001388,ORD000041240,ITEM0000153761,DS002,SKU0022,Wrong Item,446.03,Picking,P_DS002_024,Unconfirmed,Replacement
QI00001389,ORD000041256,ITEM0000153825,DS002,SKU0012,Missing Item,460.3,Inventory Accuracy / Putaway,P_DS002_030,Unconfirmed,Refund
QI00001390,ORD000041331,ITEM0000154109,DS002,SKU0253,Damaged Item,126.6,Putaway / Picking Handling,,Unconfirmed,Refund
QI00001391,ORD000041336,ITEM0000154124,DS002,SKU0070,Wrong Item,156.12,Picking,P_DS002_015,Unconfirmed,Refund
QI00001392,ORD000041373,ITEM0000154252,DS002,SKU0043,Wrong Item,221.22,Picking,P_DS002_009,Unconfirmed,Refund
QI00001393,ORD000041389,ITEM0000154306,DS002,SKU0060,Damaged Item,245.87,Putaway / Picking Handling,,Unconfirmed,Refund
QI00001394,ORD000041390,ITEM0000154310,DS002,SKU0188,Wrong Item,93.27,Picking,P_DS002_015,Unconfirmed,Refund
QI00001395,ORD000041410,ITEM0000154399,DS002,SKU0022,Missing Item,446.03,Inventory Accuracy / Putaway,P_DS002_030,Unconfirmed,Replacement
QI00001396,ORD000041450,ITEM0000154562,DS002,SKU0227,Missing Item,248.05,Inventory Accuracy / Putaway,P_DS002_006,Unconfirmed,Replacement
QI00001397,ORD000041490,ITEM0000154712,DS002,SKU0016,Wrong Item,413.32,Picking,P_DS002_027,Unconfirmed,Refund
QI00001398,ORD000041585,ITEM0000155087,DS002,SKU0131,Missing Item,255.32,Inventory Accuracy / Putaway,P_DS002_015,Unconfirmed,Refund
QI00001399,ORD000041588,ITEM0000155098,DS002,SKU0002,Missing Item,130.58,Inventory Accuracy / Putaway,P_DS002_033,Unconfirmed,Refund
QI00001400,ORD000041591,ITEM0000155110,DS002,SKU0205,Missing Item,168.31,Inventory Accuracy / Putaway,P_DS002_004,Unconfirmed,Replacement
QI00001401,ORD000041606,ITEM0000155178,DS002,SKU0177,Wrong Item,351.44,Picking,P_DS002_030,Unconfirmed,Refund
QI00001402,ORD000041607,ITEM0000155182,DS002,SKU0166,Wrong Item,493.94,Shelf Placement / Picking Verification,P_DS002_009,Unconfirmed,Replacement
QI00001403,ORD000041624,ITEM0000155256,DS002,SKU0241,Missing Item,463.33,Inventory Accuracy / Putaway,P_DS002_030,Unconfirmed,Refund
QI00001404,ORD000041651,ITEM0000155341,DS002,SKU0024,Missing Item,740.12,Inventory Accuracy / Putaway,P_DS002_027,Unconfirmed,Refund
QI00001405,ORD000041666,ITEM0000155397,DS002,SKU0018,Missing Item,292.04,Inventory Accuracy / Putaway,P_DS002_024,Unconfirmed,Refund
QI00001406,ORD000041690,ITEM0000155481,DS002,SKU0208,Missing Item,81.82,Inventory Accuracy / Putaway,P_DS002_012,Unconfirmed,Refund
QI00001407,ORD000041703,ITEM0000155524,DS002,SKU0177,Missing Item,351.44,Inventory Accuracy / Putaway,P_DS002_004,Unconfirmed,Refund
QI00001408,ORD000041722,ITEM0000155602,DS002,SKU0063,Missing Item,379.74,Inventory Accuracy / Putaway,P_DS002_006,Unconfirmed,Refund
QI00001409,ORD000041747,ITEM0000155691,DS002,SKU0180,Wrong Item,37.34,Picking,P_DS002_006,Unconfirmed,Refund
QI00001410,ORD000041761,ITEM0000155738,DS002,SKU0109,Missing Item,1152.68,Inventory Accuracy / Putaway,P_DS002_004,Unconfirmed,Replacement
QI00001411,ORD000041771,ITEM0000155768,DS002,SKU0003,Missing Item,399.91,Inventory Accuracy / Putaway,P_DS002_024,Unconfirmed,Replacement
QI00001412,ORD000041829,ITEM0000156005,DS002,SKU0154,Missing Item,456.23,Inventory Accuracy / Putaway,P_DS002_030,Unconfirmed,Refund
QI00001413,ORD000041836,ITEM0000156037,DS002,SKU0153,Damaged Item,134.94,Putaway / Picking Handling,,Unconfirmed,Refund
QI00001414,ORD000041838,ITEM0000156047,DS002,SKU0199,Damaged Item,138.52,Putaway / Picking Handling,,Unconfirmed,Refund
QI00001415,ORD000041867,ITEM0000156155,DS002,SKU0022,Missing Item,892.06,Inventory Accuracy / Putaway,P_DS002_027,Unconfirmed,Refund
QI00001416,ORD000041881,ITEM0000156208,DS002,SKU0291,Missing Item,294.78,Inventory Accuracy / Putaway,P_DS002_015,Unconfirmed,Replacement
QI00001417,ORD000041936,ITEM0000156401,DS002,SKU0165,Missing Item,276.15,Inventory Accuracy / Putaway,P_DS002_033,Unconfirmed,Replacement
QI00001418,ORD000041942,ITEM0000156421,DS002,SKU0075,Wrong Item,287.26,Shelf Placement / Picking Verification,P_DS002_027,Unconfirmed,Refund
QI00001419,ORD000041944,ITEM0000156430,DS002,SKU0018,Damaged Item,292.04,Putaway / Picking Handling,,Unconfirmed,Replacement
QI00001420,ORD000041953,ITEM0000156469,DS002,SKU0084,Missing Item,111.02,Inventory Accuracy / Putaway,P_DS002_021,Unconfirmed,Replacement
QI00001421,ORD000041964,ITEM0000156504,DS002,SKU0198,Wrong Item,707.66,Shelf Placement / Picking Verification,P_DS002_027,Unconfirmed,Refund
QI00001422,ORD000042058,ITEM0000156849,DS002,SKU0201,Missing Item,81.18,Inventory Accuracy / Putaway,P_DS002_022,Unconfirmed,Refund
QI00001423,ORD000042087,ITEM0000156955,DS002,SKU0034,Missing Item,251.6,Inventory Accuracy / Putaway,P_DS002_031,Unconfirmed,Replacement
QI00001424,ORD000042108,ITEM0000157044,DS002,SKU0152,Wrong Item,1212.82,Picking,P_DS002_001,Unconfirmed,Refund
QI00001425,ORD000042142,ITEM0000157155,DS002,SKU0263,Missing Item,468.2,Inventory Accuracy / Putaway,P_DS002_001,Unconfirmed,Refund
QI00001426,ORD000042149,ITEM0000157185,DS002,SKU0180,Missing Item,74.68,Inventory Accuracy / Putaway,P_DS002_031,Unconfirmed,Refund
QI00001427,ORD000042192,ITEM0000157330,DS002,SKU0193,Missing Item,323.59,Inventory Accuracy / Putaway,P_DS002_010,Unconfirmed,Refund
QI00001428,ORD000042240,ITEM0000157503,DS002,SKU0016,Damaged Item,206.66,Putaway / Picking Handling,,Unconfirmed,Refund
QI00001429,ORD000042280,ITEM0000157646,DS002,SKU0041,Damaged Item,95.3,Putaway / Picking Handling,,Unconfirmed,Refund
QI00001430,ORD000042293,ITEM0000157697,DS002,SKU0126,Missing Item,488.27,Inventory Accuracy / Putaway,P_DS002_014,Unconfirmed,Refund
QI00001431,ORD000042300,ITEM0000157726,DS002,SKU0291,Missing Item,294.78,Inventory Accuracy / Putaway,P_DS002_029,Unconfirmed,Refund
QI00001432,ORD000042306,ITEM0000157748,DS002,SKU0243,Damaged Item,191.05,Putaway / Picking Handling,,Unconfirmed,Refund
QI00001433,ORD000042310,ITEM0000157761,DS002,SKU0203,Damaged Item,130.42,Putaway / Picking Handling,,Unconfirmed,Refund
QI00001434,ORD000042353,ITEM0000157903,DS002,SKU0208,Missing Item,81.82,Inventory Accuracy / Putaway,P_DS002_022,Unconfirmed,Replacement
QI00001435,ORD000042365,ITEM0000157946,DS002,SKU0269,Wrong Item,399.24,Picking,P_DS002_031,Unconfirmed,Replacement
QI00001436,ORD000042434,ITEM0000158209,DS002,SKU0040,Missing Item,82.14,Inventory Accuracy / Putaway,P_DS002_032,Unconfirmed,Refund
QI00001437,ORD000042446,ITEM0000158258,DS002,SKU0296,Wrong Item,97.56,Picking,P_DS002_032,Unconfirmed,Refund
QI00001438,ORD000042446,ITEM0000158259,DS002,SKU0084,Wrong Item,111.02,Shelf Placement / Picking Verification,P_DS002_032,Unconfirmed,Refund
QI00001439,ORD000042460,ITEM0000158318,DS002,SKU0013,Damaged Item,286.53,Putaway / Picking Handling,,Unconfirmed,Refund
QI00001440,ORD000042471,ITEM0000158355,DS002,SKU0298,Damaged Item,79.22,Putaway / Picking Handling,,Unconfirmed,Refund
QI00001441,ORD000042514,ITEM0000158511,DS002,SKU0259,Missing Item,467.88,Inventory Accuracy / Putaway,P_DS002_020,Unconfirmed,Refund
QI00001442,ORD000042526,ITEM0000158560,DS002,SKU0297,Missing Item,52.4,Inventory Accuracy / Putaway,P_DS002_029,Unconfirmed,Refund
QI00001443,ORD000042538,ITEM0000158600,DS002,SKU0203,Wrong Item,130.42,Picking,P_DS002_023,Unconfirmed,Replacement
QI00001444,ORD000042560,ITEM0000158677,DS002,SKU0143,Missing Item,201.68,Inventory Accuracy / Putaway,P_DS002_032,Unconfirmed,Refund
QI00001445,ORD000042619,ITEM0000158888,DS002,SKU0190,Damaged Item,229.14,Putaway / Picking Handling,,Unconfirmed,Refund
QI00001446,ORD000042638,ITEM0000158956,DS002,SKU0206,Missing Item,332.76,Inventory Accuracy / Putaway,P_DS002_008,Unconfirmed,Refund
QI00001447,ORD000042659,ITEM0000159032,DS002,SKU0138,Missing Item,409.79,Inventory Accuracy / Putaway,P_DS002_017,Unconfirmed,Refund
QI00001448,ORD000042686,ITEM0000159133,DS002,SKU0017,Wrong Item,625.13,Picking,P_DS002_002,Unconfirmed,Refund
QI00001449,ORD000042695,ITEM0000159170,DS002,SKU0111,Missing Item,431.16,Inventory Accuracy / Putaway,P_DS002_014,Unconfirmed,Refund
QI00001450,ORD000042699,ITEM0000159183,DS002,SKU0298,Wrong Item,79.22,Shelf Placement / Picking Verification,P_DS002_020,Unconfirmed,Refund
QI00001451,ORD000042721,ITEM0000159257,DS002,SKU0079,Damaged Item,452.12,Rider Handling / Last Mile,,Unconfirmed,Replacement
QI00001452,ORD000042726,ITEM0000159275,DS002,SKU0291,Missing Item,589.56,Inventory Accuracy / Putaway,P_DS002_011,Unconfirmed,Refund
QI00001453,ORD000042735,ITEM0000159312,DS002,SKU0084,Missing Item,111.02,Inventory Accuracy / Putaway,P_DS002_002,Unconfirmed,Replacement
