Order_ID,Store_Date_Interval_ID,Store_ID,Order_Date,Interval_ID,Order_Created_Time,Delivery_Distance_KM,Promotion_ID,Total_Units,Distinct_SKU_Lines,Order_Value_INR
ORD000018567,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:13:10,0.94,,3,2,473.1
ORD000018568,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:15:21,1.57,,6,4,710.92
ORD000018569,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:13:31,0.95,,5,4,1261.34
ORD000018570,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:29:41,1.14,,2,2,374.65
ORD000018571,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:16:35,1.87,,3,2,642.73
ORD000018572,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:07:14,1.02,,6,5,1937.42
ORD000018573,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:12:20,0.37,,4,3,1010.78
ORD000018574,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:19:14,0.46,,8,6,1944.32
ORD000018575,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:15:20,0.91,,3,2,1125.75
ORD000018576,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:09:08,1.16,,3,2,266.3
ORD000018577,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:00:01,0.73,,7,5,1477.65
ORD000018578,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:22:39,1.47,,4,3,833.47
ORD000018579,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:20:18,1.15,,7,6,1942.91
ORD000018580,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:00:27,0.44,,5,4,665.6
ORD000018581,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:03:01,1.74,,5,4,1496.07
ORD000018582,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:04:50,1.7,,5,4,660.24
ORD000018583,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:06:50,1.62,,5,3,715.53
ORD000018584,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:22:52,2.01,,3,2,605.55
ORD000018585,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:05:31,1.13,,5,4,1051.19
ORD000018586,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:09:36,2.01,,7,5,1589.35
ORD000018587,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:11:58,2.13,,3,2,805.05
ORD000018588,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:17:14,1.81,,3,2,446.43
ORD000018589,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:07:10,1.86,,5,3,446.87
ORD000018590,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:09:41,1.38,,5,4,921.95
ORD000018591,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:27:08,1.03,,9,6,2499.34
ORD000018592,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:17:13,0.9,,6,4,914.26
ORD000018593,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:09:24,1.52,,3,3,777.29
ORD000018594,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:27:41,1.27,,5,3,1024.46
ORD000018595,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:03:20,1.92,,3,2,324.02
ORD000018596,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:00:29,0.75,,5,3,730.78
ORD000018597,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:20:53,1.07,,4,3,900.04
ORD000018598,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:12:20,1.92,,5,3,1570.12
ORD000018599,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:04:01,0.81,,6,5,1209.92
ORD000018600,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:08:41,1.35,,5,4,837.41
ORD000018601,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:26:54,0.42,,4,3,653.76
ORD000018602,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:09:45,1.88,,4,3,887.91
ORD000018603,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:15:24,1.79,,6,5,1016.61
ORD000018604,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:13:07,2.04,,6,5,1934.02
ORD000018605,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:01:59,1.5,,2,1,196.9
ORD000018606,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:18:51,2.16,,6,4,1795.34
ORD000018607,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:18:23,2.08,,2,1,614.08
ORD000018608,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:14:27,1.11,,5,4,1437.91
ORD000018609,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:07:25,0.71,,9,7,1425.72
ORD000018610,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:10:46,1.45,,6,4,888.94
ORD000018611,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:19:22,1.49,,10,6,1636.87
ORD000018612,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:17:48,0.73,,4,3,942.77
ORD000018613,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:26:44,1.49,,8,5,1225.94
ORD000018614,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:19:32,1.7,,4,3,1124.34
ORD000018615,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:24:24,1.37,,8,5,1126.53
ORD000018616,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:16:28,1.37,,5,4,1591.88
ORD000018617,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:01:49,0.79,,3,3,946.78
ORD000018618,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:28:43,1.56,,9,8,1997.58
ORD000018619,DS001_20260707_I41,DS001,2026-07-07,41,2026-07-07 20:12:26,1.69,,3,2,1149.53
ORD000018620,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:38:45,2.16,,3,2,436.27
ORD000018621,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:51:01,0.69,,2,1,81.82
ORD000018622,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:58:35,1.71,,3,2,541.45
ORD000018623,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:59:30,1.04,,3,2,817.53
ORD000018624,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:34:22,1.31,,5,4,759.59
ORD000018625,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:41:33,1.09,,2,1,573.06
ORD000018626,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:31:30,1.02,,4,3,1967.44
ORD000018627,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:48:10,1.41,,5,4,434.69
ORD000018628,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:30:16,1.35,,5,3,1010.83
ORD000018629,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:48:39,1.59,,6,4,644.62
ORD000018630,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:43:14,0.99,,3,2,349.8
ORD000018631,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:40:05,0.49,,1,1,278.54
ORD000018632,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:57:19,2.41,,3,2,1548.53
ORD000018633,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:35:30,2.26,,5,4,953.8
ORD000018634,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:50:58,0.95,,1,1,221.22
ORD000018635,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:46:06,1.51,,6,5,2156.62
ORD000018636,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:32:18,2.18,,3,2,355.2
ORD000018637,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:34:22,1.31,,2,2,690.25
ORD000018638,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:55:23,1.56,,4,3,350.82
ORD000018639,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:33:33,2.18,,5,3,576.74
ORD000018640,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:31:10,0.89,,6,4,1357.55
ORD000018641,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:46:18,0.47,,6,4,795.86
ORD000018642,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:38:03,1.74,,5,4,1083.34
ORD000018643,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:52:00,0.49,,4,3,1316.91
ORD000018644,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:58:02,1.42,,5,3,898.6
ORD000018645,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:38:23,1.56,,6,4,922.06
ORD000018646,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:39:36,1.51,,5,3,582.12
ORD000018647,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:52:48,2.01,,10,6,1114.52
ORD000018648,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:43:40,1.0,,6,4,1485.02
ORD000018649,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:35:45,0.58,,6,4,959.16
ORD000018650,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:42:16,2.04,,6,5,1200.18
ORD000018651,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:44:05,1.76,,4,3,699.69
ORD000018652,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:37:29,0.73,,9,7,1045.29
ORD000018653,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:31:52,1.43,,5,3,945.91
ORD000018654,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:43:42,1.7,,2,2,868.38
ORD000018655,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:41:28,1.76,,8,5,1571.88
ORD000018656,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:39:46,1.43,,3,2,651.29
ORD000018657,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:58:11,1.61,,5,4,1501.38
ORD000018658,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:54:15,1.1,,2,2,365.55
ORD000018659,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:55:56,2.25,,4,2,896.64
ORD000018660,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:52:08,1.83,,4,3,753.86
ORD000018661,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:50:54,0.67,,8,7,1767.87
ORD000018662,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:51:29,1.56,,3,2,573.29
ORD000018663,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:52:17,0.45,,6,4,1501.01
ORD000018664,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:30:44,1.43,,4,3,1047.65
ORD000018665,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:43:34,1.0,,3,3,834.21
ORD000018666,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:43:37,1.27,,3,2,419.44
ORD000018667,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:45:55,1.58,,3,2,344.71
ORD000018668,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:55:03,1.4,,4,3,1473.08
ORD000018669,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:54:46,1.11,,5,4,1053.89
ORD000018670,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:48:28,1.2,,7,4,1359.68
ORD000018671,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:48:58,2.09,,4,3,1170.67
ORD000018672,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:30:56,1.51,,6,5,740.26
ORD000018673,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:33:19,1.5,,8,6,2015.8
ORD000018674,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:51:03,1.08,,2,1,356.42
ORD000018675,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:58:54,1.88,,2,2,397.32
ORD000018676,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:54:36,0.88,,3,2,626.34
ORD000018677,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:36:49,0.52,,4,3,1117.43
ORD000018678,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:39:05,1.83,,10,9,1472.59
ORD000018679,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:47:26,1.67,,3,2,750.33
ORD000018680,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:39:30,2.0,,4,3,1490.47
ORD000018681,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:56:15,1.19,,2,1,356.42
ORD000018682,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:56:31,1.69,,6,4,639.05
ORD000018683,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:37:50,1.1,,5,4,1270.25
ORD000018684,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:37:35,1.54,,6,4,933.27
ORD000018685,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:46:05,1.06,,4,3,774.36
ORD000018686,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:47:01,1.14,,5,3,915.09
ORD000018687,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:52:11,1.43,,3,2,696.04
ORD000018688,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:54:13,1.47,,4,3,1049.19
ORD000018689,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:57:44,1.43,,6,5,1448.41
ORD000018690,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:33:50,1.58,,7,5,2248.69
ORD000018691,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:54:18,0.83,,4,3,439.56
ORD000018692,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:31:00,1.45,,2,2,677.02
ORD000018693,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:35:02,0.99,,7,4,3130.14
ORD000018694,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:54:30,1.81,,9,6,2472.15
ORD000018695,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:56:29,1.54,,4,3,1188.83
ORD000018696,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:34:29,0.77,,7,6,1782.42
ORD000018697,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:51:55,1.75,,6,5,1210.81
ORD000018698,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:36:15,1.1,,4,3,983.84
ORD000018699,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:30:39,2.18,,6,4,1434.2
ORD000018700,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:47:19,1.65,,2,1,364.04
ORD000018701,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:47:49,1.65,,6,5,1963.75
ORD000018702,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:33:08,1.05,,5,3,1731.23
ORD000018703,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:35:59,0.64,,6,4,751.26
ORD000018704,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:59:58,1.94,,4,3,372.7
ORD000018705,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:32:05,1.87,,5,3,1004.88
ORD000018706,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:35:52,1.86,,3,3,484.83
ORD000018707,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:51:52,0.92,,6,4,3158.5
ORD000018708,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:51:46,1.05,,6,4,1930.74
ORD000018709,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:55:22,1.52,,4,3,1228.63
ORD000018710,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:53:54,1.37,,4,2,1445.78
ORD000018711,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:43:46,1.73,,4,3,359.61
ORD000018712,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:32:43,1.44,,2,1,333.86
ORD000018713,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:36:41,1.1,,5,4,1570.66
ORD000018714,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:54:25,0.4,,8,5,1782.42
ORD000018715,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:43:42,1.84,,3,2,565.8
ORD000018716,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:32:30,1.1,,3,2,625.36
ORD000018717,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:48:45,1.83,,4,4,726.78
ORD000018718,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:46:09,0.94,,8,6,2388.75
ORD000018719,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:49:17,1.24,,3,2,1183.12
ORD000018720,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:51:05,0.83,,5,4,1192.98
ORD000018721,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:43:38,1.79,,4,3,1086.3
ORD000018722,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:41:24,1.5,,4,4,1017.16
ORD000018723,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:41:12,1.25,,7,5,1518.81
ORD000018724,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:41:17,1.28,,8,6,2045.48
ORD000018725,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:50:30,1.53,,5,4,1707.86
ORD000018726,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:50:28,1.93,,6,5,1374.75
ORD000018727,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:54:26,1.81,,4,3,596.84
ORD000018728,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:53:34,0.7,,9,6,2082.33
ORD000018729,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:46:53,1.23,,2,1,222.04
ORD000018730,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:49:07,1.55,,6,5,1034.54
ORD000018731,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:37:52,0.59,,5,3,710.61
ORD000018732,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:34:39,0.81,,7,6,1751.03
ORD000018733,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:59:18,1.2,,7,5,1496.42
ORD000018734,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:51:03,1.65,,6,5,578.42
ORD000018735,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:57:29,1.49,,6,5,1269.42
ORD000018736,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:37:03,1.99,,6,5,698.7
ORD000018737,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:56:37,1.95,,3,2,500.58
ORD000018738,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:31:14,1.27,,11,10,2079.66
ORD000018739,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:34:40,1.4,,6,5,1732.77
ORD000018740,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:45:18,1.82,,5,4,869.56
ORD000018741,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:33:16,1.57,,7,4,812.25
ORD000018742,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:47:11,1.22,,7,5,1275.67
ORD000018743,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:58:06,1.6,,3,2,211.95
ORD000018744,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:59:47,1.29,,3,2,421.5
ORD000018745,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:56:22,1.75,,3,3,424.22
ORD000018746,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:47:23,0.41,,6,5,1099.07
ORD000018747,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:42:56,2.24,,3,2,230.94
ORD000018748,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:59:05,1.23,,3,2,459.84
ORD000018749,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:53:53,0.95,,7,5,1852.22
ORD000018750,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:53:39,2.05,,5,3,1139.88
ORD000018751,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:39:39,1.43,,4,3,1262.97
ORD000018752,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:31:32,1.85,,10,7,1839.01
ORD000018753,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:44:20,0.71,,8,5,2169.42
ORD000018754,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:34:34,0.43,,6,4,1523.61
ORD000018755,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:40:39,1.23,,8,6,2144.32
ORD000018756,DS001_20260707_I42,DS001,2026-07-07,42,2026-07-07 20:37:47,1.58,,7,6,1988.02
ORD000018757,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:11:54,1.14,,3,2,551.88
ORD000018758,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:23:56,1.55,,5,3,1893.92
ORD000018759,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:18:35,0.9,,5,3,1490.18
ORD000018760,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:07:03,1.23,,5,4,1160.14
ORD000018761,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:13:38,2.25,,6,5,771.88
ORD000018762,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:09:06,1.02,,7,6,1757.86
ORD000018763,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:29:25,1.8,,3,3,844.28
ORD000018764,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:26:41,1.43,,6,4,2259.53
ORD000018765,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:29:51,2.08,,6,5,1142.21
ORD000018766,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:29:52,1.6,,6,4,709.87
ORD000018767,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:21:27,1.35,,4,3,939.9
ORD000018768,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:29:41,0.79,,3,2,1121.33
ORD000018769,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:17:33,1.59,,3,2,776.25
ORD000018770,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:06:48,2.22,,3,2,617.29
ORD000018771,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:28:24,0.78,,5,3,1389.14
ORD000018772,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:28:24,1.13,,11,9,1082.8
ORD000018773,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:04:41,1.01,,10,8,2451.78
ORD000018774,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:26:30,2.15,,3,3,447.45
ORD000018775,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:19:21,1.06,,5,3,434.78
ORD000018776,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:14:40,1.51,,4,3,617.57
ORD000018777,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:23:17,2.04,,5,4,1246.37
ORD000018778,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:26:26,1.29,,5,3,804.11
ORD000018779,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:24:06,1.22,,5,4,981.05
ORD000018780,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:19:15,2.18,,4,3,805.6
ORD000018781,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:29:28,1.19,,7,4,1445.75
ORD000018782,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:13:28,1.02,,4,3,1371.94
ORD000018783,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:23:55,1.43,,4,3,887.94
ORD000018784,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:03:59,1.7,,5,3,859.45
ORD000018785,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:01:02,1.11,,6,4,1479.55
ORD000018786,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:06:43,2.2,,6,4,1796.11
ORD000018787,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:08:47,1.51,,6,4,1807.36
ORD000018788,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:14:25,1.65,,3,3,596.86
ORD000018789,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:17:57,1.45,,5,4,914.28
ORD000018790,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:05:01,1.3,,1,1,292.04
ORD000018791,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:04:46,1.16,,2,1,283.76
ORD000018792,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:03:51,0.82,,3,3,318.68
ORD000018793,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:24:13,0.46,,3,2,658.3
ORD000018794,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:07:36,1.85,,4,3,1018.52
ORD000018795,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:19:28,1.29,,5,4,1185.71
ORD000018796,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:24:34,1.68,,5,4,1425.63
ORD000018797,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:19:19,2.05,,5,4,1309.41
ORD000018798,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:25:45,1.06,,9,7,2196.74
ORD000018799,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:28:58,1.53,,7,5,1498.61
ORD000018800,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:22:56,1.41,,7,6,2082.57
ORD000018801,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:10:33,2.36,,4,2,534.54
ORD000018802,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:26:39,0.99,,8,6,2032.89
ORD000018803,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:23:27,1.28,,6,4,942.7
ORD000018804,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:04:06,0.75,,8,7,1998.3
ORD000018805,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:04:38,2.04,,3,2,720.71
ORD000018806,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:18:00,1.52,,2,2,287.04
ORD000018807,DS001_20260707_I43,DS001,2026-07-07,43,2026-07-07 21:07:45,1.04,,4,3,844.88
